level,record_id,status,primary_reason,additional_reasons,source_ids,evidence_ids
manager_strategy,MANAGER_SYNTH_00086|growth,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000344""]",[]
manager_strategy,MANAGER_SYNTH_00086|private_credit,RANKED_DEMO,RANKED_DEMO,[],"[""FUND_SYNTH_000341"",""FUND_SYNTH_000343""]",[]
manager_strategy,MANAGER_SYNTH_00087|buyout,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00087|private_credit,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000346""]",[]
manager_strategy,MANAGER_SYNTH_00087|venture,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000347""]",[]
manager_strategy,MANAGER_SYNTH_00088|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000349"",""FUND_SYNTH_000351""]",[]
manager_strategy,MANAGER_SYNTH_00088|private_credit,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000352""]",[]
manager_strategy,MANAGER_SYNTH_00089|private_credit,RANKED_DEMO,RANKED_DEMO,[],"[""FUND_SYNTH_000355"",""FUND_SYNTH_000356""]",[]
manager_strategy,MANAGER_SYNTH_00089|venture,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000353""]",[]
manager_strategy,MANAGER_SYNTH_00090|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000357""]",[]
manager_strategy,MANAGER_SYNTH_00090|growth,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00090|infrastructure,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00090|private_credit,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00091|buyout,RANKED_DEMO,RANKED_DEMO,[],"[""FUND_SYNTH_000361"",""FUND_SYNTH_000362""]",[]
manager_strategy,MANAGER_SYNTH_00091|growth,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00091|venture,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00092|buyout,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00092|infrastructure,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000367""]",[]
manager_strategy,MANAGER_SYNTH_00092|real_estate,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00092|venture,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000366""]",[]
manager_strategy,MANAGER_SYNTH_00093|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000370""]",[]
manager_strategy,MANAGER_SYNTH_00093|venture,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00094|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000376""]",[]
manager_strategy,MANAGER_SYNTH_00094|fund_of_funds,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00094|infrastructure,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000375""]",[]
manager_strategy,MANAGER_SYNTH_00094|private_credit,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00095|fund_of_funds,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00095|growth,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00095|secondaries,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000378""]",[]
manager_strategy,MANAGER_SYNTH_00095|venture,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00096|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000384""]",[]
manager_strategy,MANAGER_SYNTH_00096|fund_of_funds,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000382""]",[]
manager_strategy,MANAGER_SYNTH_00096|private_credit,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000383""]",[]
manager_strategy,MANAGER_SYNTH_00096|venture,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00097|buyout,RANKED_DEMO,RANKED_DEMO,[],"[""FUND_SYNTH_000385"",""FUND_SYNTH_000387""]",[]
manager_strategy,MANAGER_SYNTH_00097|infrastructure,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00097|secondaries,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00098|buyout,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00098|fund_of_funds,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000389""]",[]
manager_strategy,MANAGER_SYNTH_00098|real_estate,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000391""]",[]
manager_strategy,MANAGER_SYNTH_00099|buyout,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00099|growth,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000396""]",[]
manager_strategy,MANAGER_SYNTH_00099|real_estate,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000394""]",[]
manager_strategy,MANAGER_SYNTH_00099|venture,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00100|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000400""]",[]
manager_strategy,MANAGER_SYNTH_00100|infrastructure,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000397""]",[]
manager_strategy,MANAGER_SYNTH_00100|real_estate,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00101|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000402""]",[]
manager_strategy,MANAGER_SYNTH_00101|real_estate,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000403""]",[]
manager_strategy,MANAGER_SYNTH_00102|buyout,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00102|growth,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00102|private_credit,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000407""]",[]
manager_strategy,MANAGER_SYNTH_00103|fund_of_funds,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000410""]",[]
manager_strategy,MANAGER_SYNTH_00103|real_estate,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00104|growth,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000414""]",[]
manager_strategy,MANAGER_SYNTH_00104|infrastructure,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000415""]",[]
manager_strategy,MANAGER_SYNTH_00104|real_estate,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000413""]",[]
manager_strategy,MANAGER_SYNTH_00104|venture,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00105|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000420""]",[]
manager_strategy,MANAGER_SYNTH_00105|fund_of_funds,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00105|growth,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000419""]",[]
manager_strategy,MANAGER_SYNTH_00105|infrastructure,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00106|fund_of_funds,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00106|growth,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000424""]",[]
manager_strategy,MANAGER_SYNTH_00106|infrastructure,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00106|venture,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000422""]",[]
manager_strategy,MANAGER_SYNTH_00107|fund_of_funds,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00107|growth,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00107|private_credit,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00107|secondaries,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00108|fund_of_funds,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00108|real_estate,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000429""]",[]
manager_strategy,MANAGER_SYNTH_00108|secondaries,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000432""]",[]
manager_strategy,MANAGER_SYNTH_00108|venture,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000430""]",[]
manager_strategy,MANAGER_SYNTH_00109|growth,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000434""]",[]
manager_strategy,MANAGER_SYNTH_00109|private_credit,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00109|secondaries,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000436""]",[]
manager_strategy,MANAGER_SYNTH_00109|venture,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000433""]",[]
manager_strategy,MANAGER_SYNTH_00110|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000439""]",[]
manager_strategy,MANAGER_SYNTH_00110|private_credit,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000438""]",[]
manager_strategy,MANAGER_SYNTH_00110|secondaries,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000437""]",[]
manager_strategy,MANAGER_SYNTH_00110|venture,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00111|fund_of_funds,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00111|secondaries,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000444""]",[]
manager_strategy,MANAGER_SYNTH_00112|buyout,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00112|growth,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00112|real_estate,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00112|venture,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00113|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000449""]",[]
manager_strategy,MANAGER_SYNTH_00113|growth,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000452""]",[]
manager_strategy,MANAGER_SYNTH_00113|secondaries,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000451""]",[]
manager_strategy,MANAGER_SYNTH_00114|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000455""]",[]
manager_strategy,MANAGER_SYNTH_00114|growth,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000456""]",[]
manager_strategy,MANAGER_SYNTH_00115|buyout,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00115|growth,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00115|secondaries,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000459""]",[]
manager_strategy,MANAGER_SYNTH_00116|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000463""]",[]
manager_strategy,MANAGER_SYNTH_00116|private_credit,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000464""]",[]
manager_strategy,MANAGER_SYNTH_00116|venture,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000461""]",[]
manager_strategy,MANAGER_SYNTH_00117|buyout,RANKED_DEMO,RANKED_DEMO,[],"[""FUND_SYNTH_000466"",""FUND_SYNTH_000468""]",[]
manager_strategy,MANAGER_SYNTH_00117|venture,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000467""]",[]
manager_strategy,MANAGER_SYNTH_00118|buyout,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00118|fund_of_funds,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00118|infrastructure,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000469""]",[]
manager_strategy,MANAGER_SYNTH_00118|venture,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000470""]",[]
manager_strategy,MANAGER_SYNTH_00119|growth,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00119|private_credit,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00119|venture,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00120|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000478""]",[]
manager_strategy,MANAGER_SYNTH_00120|private_credit,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000479""]",[]
manager_strategy,MANAGER_SYNTH_00120|real_estate,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00120|secondaries,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00121|private_credit,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000484""]",[]
manager_strategy,MANAGER_SYNTH_00121|secondaries,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000483""]",[]
manager_strategy,MANAGER_SYNTH_00121|venture,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000482""]",[]
manager_strategy,MANAGER_SYNTH_00122|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000486""]",[]
manager_strategy,MANAGER_SYNTH_00122|fund_of_funds,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00122|venture,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000487""]",[]
manager_strategy,MANAGER_SYNTH_00123|buyout,RANKED_DEMO,RANKED_DEMO,[],"[""FUND_SYNTH_000491"",""FUND_SYNTH_000492""]",[]
manager_strategy,MANAGER_SYNTH_00123|private_credit,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00123|venture,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000490""]",[]
manager_strategy,MANAGER_SYNTH_00124|buyout,RANKED_DEMO,RANKED_DEMO,[],"[""FUND_SYNTH_000495"",""FUND_SYNTH_000496""]",[]
manager_strategy,MANAGER_SYNTH_00124|growth,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET""]","[""FUND_SYNTH_000494""]",[]
manager_strategy,MANAGER_SYNTH_00124|infrastructure,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
manager_strategy,MANAGER_SYNTH_00125|buyout,PARTIAL_TRACK_RECORD,PARTIAL_TRACK_RECORD,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]","[""FUND_SYNTH_000500""]",[]
manager_strategy,MANAGER_SYNTH_00125|infrastructure,INSUFFICIENT_DATA,INSUFFICIENT_DATA,"[""MANAGER_MIN_FUNDS_NOT_MET"",""MANAGER_COVERAGE_NOT_MET""]",[],[]
