fund_id,fund_name,legal_name,fund_manager_id,fund_manager_name,strategy,sub_strategy,vintage_year,domicile,base_currency,fund_size,fund_size_currency,first_close_date,final_close_date,termination_date,fund_status,provenance_type,source_document_id,source_page,source_anchor,synthetic_parameter_set_id,record_status,created_at
FUND_0816,Platinum Equity Capital Partners II,Platinum Equity Capital Partners II,,Platinum Equity,Secondary Investments,Multi-Strategy,2008,,USD,492987257.905855,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,Consolidated Schedule of Investments / Platinum Equity Capital Partners II / Cost,,ACTIVE,
FUND_0817,PMI Tactical,PMI Tactical,,Pacific Urban Residential,Diversified Alternatives,Multi-Strategy,2008,,USD,252165957.818998,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / PMI Tactical / 1-Yr Total Return,,ACTIVE,
FUND_0818,Presima Global REIT,Presima Global REIT,,Presima Inc.,Diversified Alternatives,Multi-Strategy,2006,,USD,330095807.045997,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,3,REITS / Presima Global REIT / Fair Market Value,,ACTIVE,
FUND_0819,"PRIMA Mortgage Investment Trust, LLC","PRIMA Mortgage Investment Trust, LLC",,Prima Capital Advisors LLC,Core,Multi-Strategy,2004,,USD,308013411.319031,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,9,"Investment Detail / PRIMA Mortgage Investment Trust, LLC / 1 Year",,ACTIVE,
FUND_0820,"PRO SPV, LP","PRO SPV, LP",,,Secondary Investments,Multi-Strategy,2024,,USD,435512044.214817,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,"Consolidated Schedule of Investments / PRO SPV, LP / Cost",,ACTIVE,
FUND_0821,Prologis Global Industrial Ventures,Prologis Global Industrial Ventures,,Prologis,Venture Capital,Venture Capital,2011,,USD,343378041.926091,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / Prologis Global Industrial Ventures / Capital Commitment,,ACTIVE,
FUND_0822,"Prologis Targeted Europe Logistics Fund, FCP-FIS","Prologis Targeted Europe Logistics Fund, FCP-FIS",,Prologis,Diversified Alternatives,Multi-Strategy,2006,,USD,473230642.151318,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,11,"Management Fees / Prologis Targeted Europe Logistics Fund, FCP-FIS / Since Inception through Q3 2020",,ACTIVE,
FUND_0824,Prologis Targeted US Logistics Fund,Prologis Targeted US Logistics Fund,,Prologis,Diversified Alternatives,Multi-Strategy,2019,,USD,353621413.860458,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,Real Estate Portfolio / Prologis Targeted US Logistic Fund / Capital Commitment,,ACTIVE,
FUND_0825,Providence Equity Partners (Unity) S.C.SP.,Providence Equity Partners (Unity) S.C.SP.,,Providence Equity Partners L.L.C.,Secondary Investments,Buyout,2007,,USD,403609402.795486,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,Consolidated Schedule of Investments / Providence Equity Partners (Unity) S.C.SP. / Cost,,ACTIVE,
FUND_0826,Providence Equity Partners IX-A S.C.Sp.,Providence Equity Partners IX-A S.C.Sp.,,Providence Equity Partners L.L.C.,Early Secondary Investments,Buyout,2006,,USD,265588894.682709,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,Consolidated Schedule of Investments / Providence Equity Partners IX-A S.C.Sp. / Cost,,ACTIVE,
FUND_0827,Providence Equity Partners VI L.P.,Providence Equity Partners VI L.P.,,Providence Equity Partners L.L.C.,Secondary Investments,Buyout,2001,,USD,570964123.056611,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,Consolidated Schedule of Investments / Providence Equity Partners VI L.P. / Cost,,ACTIVE,
FUND_0828,Providence Equity Partners VII L.P.,Providence Equity Partners VII L.P.,,Providence Equity Partners L.L.C.,Secondary Investments,Buyout,2019,,USD,234155057.604170,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,Consolidated Schedule of Investments / Providence Equity Partners VII L.P. / Cost,,ACTIVE,
FUND_0829,Providence Equity Partners VII-A L.P.,Providence Equity Partners VII-A L.P.,,Providence Equity Partners L.L.C.,Secondary Investments,Buyout,2006,,USD,161877526.899643,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,Consolidated Schedule of Investments / Providence Equity Partners VII-A L.P. / Cost,,ACTIVE,
FUND_0830,Providence Equity Partners VIII L.P.,Providence Equity Partners VIII L.P.,,Providence Equity Partners L.L.C.,Secondary Investments,Buyout,2007,,USD,578033606.812961,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,Consolidated Schedule of Investments / Providence Equity Partners VIII L.P. / Cost,,ACTIVE,
FUND_0832,PSERS Short-Term Investment Fund,PSERS Short-Term Investment Fund,,,Diversified Alternatives,Multi-Strategy,2017,,USD,243580189.571215,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC152,1,i. Fair Value Levels / PSERS Short-Term Investment Fund / 2016,,ACTIVE,
FUND_0833,"PT2-A, L.P.","PT2-A, L.P.",,,Secondary Investments,Multi-Strategy,2016,,USD,179699226.954675,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,"Consolidated Schedule of Investments / PT2-A, L.P. / Cost",,ACTIVE,
FUND_0834,"PTEV-A, L.P.","PTEV-A, L.P.",,,Secondary Investments,Multi-Strategy,2022,,USD,319677434.189398,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,"Consolidated Schedule of Investments / PTEV-A, L.P. / Cost",,ACTIVE,
FUND_0835,QL Capital Partners,QL Capital Partners,,Quantum Capital Group,Diversified Alternatives,Multi-Strategy,2019,,USD,367697691.432653,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC060,1,Alternatives Portfolio / QL Capital Partners / Capital Commitment,,ACTIVE,
FUND_0836,QLCP Co-Investment Fund,QLCP Co-Investment Fund,,Quantum Capital Group,Diversified Alternatives,Multi-Strategy,2020,,USD,234150893.593535,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC060,1,Alternatives Portfolio / QLCP Co-Investment Fund / Capital Commitment,,ACTIVE,
FUND_0837,Quantum Energy Partners VIII,Quantum Energy Partners VIII,,Quantum Capital Group,Natural Resources,Natural Resources,2022,,USD,295839574.797004,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC060,2,Alternatives Portfolio / Quantum Energy Partners VIII / Capital Commitment,,ACTIVE,
FUND_0838,Quantum Energy Partners VIII Co-Investment Fund,Quantum Energy Partners VIII Co-Investment Fund,,Quantum Capital Group,Natural Resources,Natural Resources,2022,,USD,564935532.270241,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC060,2,Alternatives Portfolio / Quantum Energy Partners VIII Co-Investment Fund / Capital Commitment,,ACTIVE,
FUND_0839,Raith NMERB Core Plus Real Estate Credit SMA,Raith NMERB Core Plus Real Estate Credit SMA,,"Raith Capital Partners, LLC",Core,Diversified Real Estate,2004,,USD,288096398.712249,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,3,Year-to-Date Commitments / Commitment / Raith NMERB Core Plus Real Estate Credit SMA,,ACTIVE,
FUND_0840,"Raith Real Estate Fund II, L.P.","Raith Real Estate Fund II, L.P.",,"Raith Capital Partners, LLC",Opportunistic,Diversified Real Estate,2012,,USD,419579291.172845,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,9,"Investment Detail / Raith Real Estate Fund II, L.P. / 1 Year",,ACTIVE,
FUND_0841,RAM Realty Partners III,RAM Realty Partners III,,Ram Realty Advisors LLC,Real Estate,Diversified Real Estate,2011,,USD,276015409.086933,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,11,Management Fees / RAM Realty Partners III / Since Inception through Q3 2020,,ACTIVE,
FUND_0842,RAPM NM Secondary Opportunity Fund L.P.,RAPM NM Secondary Opportunity Fund L.P.,,Real Asset Portfolio Management,Opportunistic,Secondaries,2017,,USD,471369215.829040,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,9,Investment Detail / RAPM NM Secondary Opportunity Fund L.P. / 1 Year,,ACTIVE,
FUND_0843,RAPM-NMERB Co-Investment Fund L.P.,RAPM-NMERB Co-Investment Fund L.P.,,Real Asset Portfolio Management,Opportunistic,Multi-Strategy,2021,,USD,513380431.180906,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,9,Investment Detail / RAPM-NMERB Co-Investment Fund L.P. / 1 Year,,ACTIVE,
FUND_0844,RC III CKE LLC,RC III CKE LLC,,Roark Capital Group,Secondary Investments,Multi-Strategy,2002,,USD,575760656.498363,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,Consolidated Schedule of Investments / RC III CKE LLC / Cost,,ACTIVE,
FUND_0845,RCF V Annex Fund L.P.,RCF V Annex Fund L.P.,,Resource Capital Funds,Secondary Investments,Multi-Strategy,2007,,USD,431004673.429254,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,Consolidated Schedule of Investments / RCF V Annex Fund L.P. / Cost,,ACTIVE,
FUND_0847,"Realterm European Logistics Fund, L.P.","Realterm European Logistics Fund, L.P.",,Realterm,Value Add,Multi-Strategy,2001,,USD,503461698.046030,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,9,"Investment Detail / Realterm European Logistics Fund, L.P. / 1 Year",,ACTIVE,
FUND_0848,"Realterm Logistics Fund, L.P.","Realterm Logistics Fund, L.P.",,Realterm,Value Add,Multi-Strategy,2004,,USD,472393359.299216,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,9,"Investment Detail / Realterm Logistics Fund, L.P. / 1 Year",,ACTIVE,
FUND_0849,Regency Core,Regency Core,,"Regency Centers, L.P.",Diversified Alternatives,Multi-Strategy,2000,,USD,389357041.784444,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,3,Separate Accounts / Regency Core / Fair Market Value,,ACTIVE,
FUND_0850,Regency II,Regency II,,"Regency Centers, L.P.",Diversified Alternatives,Multi-Strategy,2004,,USD,345120167.081792,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,3,Separate Accounts / Regency II / Fair Market Value,,ACTIVE,
FUND_0851,Reservoir Resource Partners,Reservoir Resource Partners,,Reservoir Capital Group,Natural Resources,Natural Resources,2013,,USD,156798957.609175,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC060,2,Alternatives Portfolio / Reservoir Resource Partners / Capital Commitment,,ACTIVE,
FUND_0852,Resource Capital Fund V L.P.,Resource Capital Fund V L.P.,,Resource Capital Funds,Secondary Investments,Natural Resources,2004,,USD,397998201.323695,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,Consolidated Schedule of Investments / Resource Capital Fund V L.P. / Cost,,ACTIVE,
FUND_0853,Roark Capital Partners CF LP,Roark Capital Partners CF LP,,"Roark Capital Management, LLC",Secondary Investments,Multi-Strategy,2013,,USD,337185048.771721,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,Consolidated Schedule of Investments / Roark Capital Partners CF LP / Cost,,ACTIVE,
FUND_0854,Roark Capital Partners CF RI LP,Roark Capital Partners CF RI LP,,"Roark Capital Management, LLC",Secondary Investments,Multi-Strategy,2020,,USD,265970687.341128,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,5,Consolidated Schedule of Investments / Roark Capital Partners CF RI LP / Cost,,ACTIVE,
FUND_0855,Roark Capital Partners II LP,Roark Capital Partners II LP,,"Roark Capital Management, LLC",Secondary Investments,Multi-Strategy,2004,,USD,506186352.884088,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,6,Consolidated Schedule of Investments / Roark Capital Partners II LP / Cost,,ACTIVE,
FUND_0856,Roark Capital Partners II Sidecar LP,Roark Capital Partners II Sidecar LP,,"Roark Capital Management, LLC",Direct Investments/Co-Investments,Multi-Strategy,2011,,USD,416715309.796459,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,Consolidated Schedule of Investments / Roark Capital Partners II Sidecar LP / Cost,,ACTIVE,
FUND_0857,Roark Capital Partners III LP,Roark Capital Partners III LP,,"Roark Capital Management, LLC",Secondary Investments,Multi-Strategy,2014,,USD,415761721.083936,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,6,Consolidated Schedule of Investments / Roark Capital Partners III LP / Cost,,ACTIVE,
FUND_0858,Roark Capital Partners IV LP,Roark Capital Partners IV LP,,"Roark Capital Management, LLC",Secondary Investments,Multi-Strategy,2012,,USD,407612591.517440,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,6,Consolidated Schedule of Investments / Roark Capital Partners IV LP / Cost,,ACTIVE,
FUND_0859,Roark Capital Partners V (T) LP,Roark Capital Partners V (T) LP,,"Roark Capital Management, LLC",Secondary Investments,Multi-Strategy,2013,,USD,178737734.185748,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,6,Consolidated Schedule of Investments / Roark Capital Partners V (T) LP / Cost,,ACTIVE,
FUND_0860,Roark Capital Partners V (TE) LP,Roark Capital Partners V (TE) LP,,"Roark Capital Management, LLC",Primary Investments,Multi-Strategy,2006,,USD,592971564.223544,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,Consolidated Schedule of Investments / Roark Capital Partners V (TE) LP / Cost,,ACTIVE,
FUND_0861,Roark Capital Partners VI (TE) LP,Roark Capital Partners VI (TE) LP,,"Roark Capital Management, LLC",Primary Investments,Multi-Strategy,2014,,USD,315613877.804605,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,1,Consolidated Schedule of Investments / Roark Capital Partners VI (TE) LP / Cost,,ACTIVE,
FUND_0862,"Rockpoint Finance Fund I, LP","Rockpoint Finance Fund I, LP",,"Rockpoint Group, L.L.C.",Diversified Alternatives,Multi-Strategy,2007,,USD,470231188.314576,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,"Real Estate Portfolio / Rockpoint Finance Fund I, LP / Capital Commitment",,ACTIVE,
FUND_0863,"Rockpoint Growth and Income Fund I, L.P.","Rockpoint Growth and Income Fund I, L.P.",,"Rockpoint Group, L.L.C.",Growth Equity,Growth Equity,2015,,USD,295446088.903201,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,"Real Estate Portfolio / Rockpoint Growth and Income Fund I, L.P. / Capital Commitment",,ACTIVE,
FUND_0864,"Rockpoint RE Special Fund, L.P.","Rockpoint RE Special Fund, L.P.",,"Rockpoint Group, L.L.C.",Diversified Alternatives,Multi-Strategy,2003,,USD,200698862.253869,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,"Real Estate Portfolio / Rockpoint RE Special Fund, L.P. / Capital Commitment",,ACTIVE,
FUND_0865,"Rockpoint Real Estate Fund I, L.P.","Rockpoint Real Estate Fund I, L.P.",,"Rockpoint Group, L.L.C.",Real Estate,Diversified Real Estate,2004,,USD,559949772.526737,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,"Real Estate Portfolio / Rockpoint Real Estate Fund I, L.P. / Capital Commitment",,ACTIVE,
FUND_0866,"Rockpoint Real Estate Fund II, L.P.","Rockpoint Real Estate Fund II, L.P.",,"Rockpoint Group, L.L.C.",Real Estate,Diversified Real Estate,2005,,USD,150259925.396225,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,"Real Estate Portfolio / Rockpoint Real Estate Fund II, L.P. / Capital Commitment",,ACTIVE,
FUND_0867,"Rockpoint Real Estate Fund III, L.P.","Rockpoint Real Estate Fund III, L.P.",,"Rockpoint Group, L.L.C.",Real Estate,Diversified Real Estate,2007,,USD,363573000.665190,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,"Real Estate Portfolio / Rockpoint Real Estate Fund III, L.P. / Capital Commitment",,ACTIVE,
FUND_0868,"Rockpoint Real Estate Fund IV, L.P.","Rockpoint Real Estate Fund IV, L.P.",,"Rockpoint Group, L.L.C.",Value Add,Diversified Real Estate,2012,,USD,503636888.066968,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,"Real Estate Portfolio / Rockpoint Real Estate Fund IV, L.P. / Capital Commitment",,ACTIVE,
FUND_0869,"Rockpoint Real Estate Fund V, L.P.","Rockpoint Real Estate Fund V, L.P.",,"Rockpoint Group, L.L.C.",Value Add,Diversified Real Estate,2023,,USD,219575070.895761,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,9,"Investment Detail / Rockpoint Real Estate Fund V, L.P. / 1 Year",,ACTIVE,
FUND_0870,Rockwood Capital RE Partners VII,Rockwood Capital RE Partners VII,,"Rockwood Capital, LLC",Diversified Alternatives,Multi-Strategy,2006,,USD,287349204.382038,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / Rockwood Capital RE Partners VII / Capital Commitment,,ACTIVE,
FUND_0871,Rockwood Capital RE Partners VIII,Rockwood Capital RE Partners VIII,,"Rockwood Capital, LLC",Diversified Alternatives,Multi-Strategy,2009,,USD,194113062.124436,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / Rockwood Capital RE Partners VIII / Capital Commitment,,ACTIVE,
FUND_0872,ROX II MED CENTER LP,ROX II MED CENTER LP,,The Roxborough Group LLC,Diversified Alternatives,Multi-Strategy,2009,,USD,575899128.596349,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC356,5,Economically Targeted Investments / ROX II MED CENTER LP / Market Value,,ACTIVE,
FUND_0873,RREEF America Fund II,RREEF America Fund II,,RREEF America L.L.C.,Diversified Alternatives,Multi-Strategy,2005,,USD,196803710.755605,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / RREEF America Fund II / Capital Commitment,,ACTIVE,
FUND_0874,Sacramento Venture Hines Base,Sacramento Venture Hines Base,,Hines,Venture Capital,Venture Capital,2019,,USD,403654634.499791,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / Sacramento Venture Hines Base / 1-Yr Total Return,,ACTIVE,
FUND_0875,Sacramento Venture Hines DT,Sacramento Venture Hines DT,,Hines,Venture Capital,Venture Capital,2005,,USD,406673015.836910,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / Sacramento Venture Hines DT / 1-Yr Total Return,,ACTIVE,
FUND_0876,SailingStone Global Natural Resources Portfolio,SailingStone Global Natural Resources Portfolio,,SailingStone Capital Partners LLC,Natural Resources,Natural Resources,2014,,USD,275932059.310841,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC060,2,Alternatives Portfolio / SailingStone Global Natural Resources Portfolio / Capital Commitment,,ACTIVE,
FUND_0877,"Samson Brunello 1, L.P.","Samson Brunello 1, L.P.",,Hellman & Friedman,Secondary Investments,Multi-Strategy,2002,,USD,442120601.927271,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,6,"Consolidated Schedule of Investments / Samson Brunello 1, L.P. / Cost",,ACTIVE,
FUND_0878,"Samson Brunello 2, L.P.","Samson Brunello 2, L.P.",,Hellman & Friedman,Secondary Investments,Multi-Strategy,2020,,USD,256362030.852973,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,6,"Consolidated Schedule of Investments / Samson Brunello 2, L.P. / Cost",,ACTIVE,
FUND_0879,"Samson Hockey 2, L.P.","Samson Hockey 2, L.P.",,Hellman & Friedman,Secondary Investments,Multi-Strategy,2018,,USD,452556625.750578,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,6,"Consolidated Schedule of Investments / Samson Hockey 2, L.P. / Cost",,ACTIVE,
FUND_0880,"Samson Shield 1, L.P.","Samson Shield 1, L.P.",,Hellman & Friedman,Secondary Investments,Multi-Strategy,2011,,USD,265724650.902725,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,6,"Consolidated Schedule of Investments / Samson Shield 1, L.P. / Cost",,ACTIVE,
FUND_0881,"Samson Shield 2, L.P.","Samson Shield 2, L.P.",,Hellman & Friedman,Secondary Investments,Multi-Strategy,2023,,USD,154976623.483026,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,6,"Consolidated Schedule of Investments / Samson Shield 2, L.P. / Cost",,ACTIVE,
FUND_0882,SANTÉ HEALTH VENTURES II LP,SANTÉ HEALTH VENTURES II LP,,Santé Ventures,Venture Capital,Venture Capital,2024,,USD,191676801.967284,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC356,5,Economically Targeted Investments / SANTÉ HEALTH VENTURES II LP / Market Value,,ACTIVE,
FUND_0883,"Sares-Regis Multifamily Fund, L.P.","Sares-Regis Multifamily Fund, L.P.",,"Sares Regis Multifamily Investment Management, LLC",Diversified Alternatives,Multi-Strategy,2024,,USD,596310744.293289,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC457,11,"Management Fees / Sares-Regis Multifamily Fund, L.P. / Since Inception through Q3 2020",,ACTIVE,
FUND_0884,"Saw Mill Capital Partners, L.P.","Saw Mill Capital Partners, L.P.",,Saw Mill Capital LLC,Secondary Investments,Multi-Strategy,2002,,USD,256296270.005432,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,6,"Consolidated Schedule of Investments / Saw Mill Capital Partners, L.P. / Cost",,ACTIVE,
FUND_0885,SCF-IX LP,SCF-IX LP,,"SCF Partners, Inc.",Diversified Alternatives,Multi-Strategy,2016,,USD,200093593.529844,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC356,5,Economically Targeted Investments / SCF-IX LP / Market Value,,ACTIVE,
FUND_0886,SCF-VII LP,SCF-VII LP,,"SCF Partners, Inc.",Diversified Alternatives,Multi-Strategy,2004,,USD,297326109.405470,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC356,5,Economically Targeted Investments / SCF-VII LP / Market Value,,ACTIVE,
FUND_0887,SCF-VIII LP,SCF-VIII LP,,"SCF Partners, Inc.",Diversified Alternatives,Multi-Strategy,2023,,USD,311169563.130506,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC356,5,Economically Targeted Investments / SCF-VIII LP / Market Value,,ACTIVE,
FUND_0888,Sculptor Diversified RE Income Trust,Sculptor Diversified RE Income Trust,,"Sculptor Capital Management, Inc.",Diversified Alternatives,Multi-Strategy,2023,,USD,222854022.039792,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,Real Estate Portfolio / Sculptor Diversified RE Income Trust / Capital Commitment,,ACTIVE,
FUND_0889,Sculptor Real Estate Fund IV,Sculptor Real Estate Fund IV,,"Sculptor Capital Management, Inc.",Real Estate,Diversified Real Estate,2020,,USD,281039098.218926,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,Real Estate Portfolio / Sculptor Real Estate Fund IV / Capital Commitment,,ACTIVE,
FUND_0890,Sculptor Real Estate Fund V,Sculptor Real Estate Fund V,,"Sculptor Capital Management, Inc.",Real Estate,Diversified Real Estate,2024,,USD,394735876.668264,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,2,Real Estate Portfolio / Sculptor Real Estate Fund V / Capital Commitment,,ACTIVE,
FUND_0891,SDL Hospitality Co-Invest Fund,SDL Hospitality Co-Invest Fund,,Starwood Capital Group,Diversified Alternatives,Multi-Strategy,2005,,USD,503283629.446399,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,Real Estate Portfolio / SDL Hospitality Co-Invest Fund / Capital Commitment,,ACTIVE,
FUND_0892,"Seidler Equity Partners IV, L.P.","Seidler Equity Partners IV, L.P.",,Seidler Kutsenda Management Company LLC,Secondary Investments,Buyout,2020,,USD,521268778.728997,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,6,"Consolidated Schedule of Investments / Seidler Equity Partners IV, L.P. / Cost",,ACTIVE,
FUND_0893,SERVE OPPORTUNITIES FUND I LP,SERVE OPPORTUNITIES FUND I LP,,"Serve Capital Partners, LLC",Diversified Alternatives,Multi-Strategy,2008,,USD,410464963.526438,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC356,5,Economically Targeted Investments / SERVE OPPORTUNITIES FUND I LP / Market Value,,ACTIVE,
FUND_0894,"SH Group I, LP","SH Group I, LP",,,Diversified Alternatives,Multi-Strategy,2011,,USD,474911141.292862,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC058,1,"Real Estate Portfolio / SH Group I, LP / Capital Commitment",,ACTIVE,
FUND_0895,Sheridan Production Partners I-B,Sheridan Production Partners I-B,,Sheridan Production Partners,Diversified Alternatives,Multi-Strategy,2007,,USD,271146074.108187,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC060,2,Alternatives Portfolio / Sheridan Production Partners I-B / Capital Commitment,,ACTIVE,
FUND_0896,Sheridan Production Partners II-B,Sheridan Production Partners II-B,,Sheridan Production Partners,Diversified Alternatives,Multi-Strategy,2010,,USD,495782125.205333,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC060,2,Alternatives Portfolio / Sheridan Production Partners II-B / Capital Commitment,,ACTIVE,
FUND_0897,Sheridan Production Partners III-B,Sheridan Production Partners III-B,,Sheridan Production Partners,Diversified Alternatives,Multi-Strategy,2014,,USD,368719437.527589,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC060,2,Alternatives Portfolio / Sheridan Production Partners III-B / Capital Commitment,,ACTIVE,
FUND_0898,Sierra Nevada Investment Partners LP,Sierra Nevada Investment Partners LP,,,Diversified Alternatives,Multi-Strategy,2000,,USD,451582274.703728,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC063,2,Real Assets Ending Market Value & Performance Summary (By Partnership) / Sierra Nevada Investment Partners LP / Ending Market Value (MM),,ACTIVE,
FUND_0899,Silver Creek Aggregate Reserves Fund I,Silver Creek Aggregate Reserves Fund I,,"Silver Creek Capital Management, LLC",Diversified Alternatives,Multi-Strategy,2019,,USD,365308730.014163,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC060,2,Alternatives Portfolio / Silver Creek Aggregate Reserves Fund I / Capital Commitment,,ACTIVE,
FUND_0900,"Silver Lake Partners III, L.P.","Silver Lake Partners III, L.P.",,"Silver Lake Technology Management, L.L.C.",Secondary Investments,Multi-Strategy,2024,,USD,460265763.164320,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,6,"Consolidated Schedule of Investments / Silver Lake Partners III, L.P. / Cost",,ACTIVE,
FUND_0901,"Silver Lake Partners V, L.P.","Silver Lake Partners V, L.P.",,"Silver Lake Technology Management, L.L.C.",Secondary Investments,Multi-Strategy,2024,,USD,334804848.002726,USD,,,,ACTIVE_OR_UNKNOWN,EXTRACTED,SRC407,6,"Consolidated Schedule of Investments / Silver Lake Partners V, L.P. / Cost",,ACTIVE,
