analysis_result_id,entity_id,as_of_date,metric_id,value_numeric,unit,formula_id,input_record_ids,benchmark_id,provenance_type,quality_population,notes,input_fee_basis,input_method
ANL_FUND_0806_20260605_TVPI,FUND_0806,2026-06-05,tvpi,1.195599186,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_AECDB100A159367945A4,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0806_20260605_XIRR,FUND_0806,2026-06-05,xirr,0.0185899725,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_AECDB100A159367945A4;CFINT_EC87FA6A61203716E654;CFINT_2D1593533DE53F22999D;CFINT_E2A7C2ABCDDFB465387F;CFINT_768F7822CF8C9982AEDB;CFINT_8924F3210CB8C5FA8F4C;CFINT_203D3443DBA372BA556B;CFINT_8CE93B829BDCDA6C9C8A,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0807_20260605_DPI,FUND_0807,2026-06-05,dpi,0.5914748169,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_44E31D3DF76A468D7D85,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0807_20260605_RVPI,FUND_0807,2026-06-05,rvpi,0.6190167887,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_44E31D3DF76A468D7D85,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0807_20260605_TVPI,FUND_0807,2026-06-05,tvpi,1.2104916056,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_44E31D3DF76A468D7D85,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0807_20260605_XIRR,FUND_0807,2026-06-05,xirr,0.0229958461,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_44E31D3DF76A468D7D85;CFINT_1BB5F126A46F42F2861E;CFINT_85D5B4C71E17F1F25FCF;CFINT_D9FF0A5157C44BF56BD6;CFINT_39F8376A4E4D8F81C14D;CFINT_D61D34835CE5B34F9268;CFINT_4CA269497B42939A1A81;CFINT_3E8B69BE5732FC0BF896,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0808_20260605_DPI,FUND_0808,2026-06-05,dpi,0.1656740953,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_276130A91B07768E2B73,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0808_20260605_RVPI,FUND_0808,2026-06-05,rvpi,1.0028839365,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_276130A91B07768E2B73,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0808_20260605_TVPI,FUND_0808,2026-06-05,tvpi,1.1685580318,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_276130A91B07768E2B73,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0808_20260605_XIRR,FUND_0808,2026-06-05,xirr,0.0898981248,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_276130A91B07768E2B73;CFINT_88C7B53AAD27054132F1;CFINT_47F5E867947C679037A2;CFINT_30E8B1758E503C7A201C;CFINT_F2D484FA07D67ECBAD27;CFINT_94AC775274FC5A473095;CFINT_6899D5985CCC7ECD8756;CFINT_7DA4446B8B3A428B390D,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0809_20260605_DPI,FUND_0809,2026-06-05,dpi,0.3112660153,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_94F12BC92BE33C8A4C0C,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0809_20260605_RVPI,FUND_0809,2026-06-05,rvpi,0.8758226564,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_94F12BC92BE33C8A4C0C,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0809_20260605_TVPI,FUND_0809,2026-06-05,tvpi,1.1870886718,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_94F12BC92BE33C8A4C0C,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0809_20260605_XIRR,FUND_0809,2026-06-05,xirr,0.0445941213,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_94F12BC92BE33C8A4C0C;CFINT_80B69C89B0C1EBD2E697;CFINT_97D48BD6A0BE385A1DB6;CFINT_876B13521677A185879D;CFINT_0FD36CF63A01EDE70908;CFINT_8B57DBD3FC256250C9CB;CFINT_52BA8E5FE2B708289675;CFINT_7E78DAB129F87606988B,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0810_20260605_DPI,FUND_0810,2026-06-05,dpi,0.9199429542,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_8EBB1089052F42496C85,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0810_20260605_RVPI,FUND_0810,2026-06-05,rvpi,0.3200380306,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_8EBB1089052F42496C85,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0810_20260605_TVPI,FUND_0810,2026-06-05,tvpi,1.2399809847,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_8EBB1089052F42496C85,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0810_20260605_XIRR,FUND_0810,2026-06-05,xirr,0.0171247541,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_8EBB1089052F42496C85;CFINT_407A24F43CBF7915238E;CFINT_777032393FC23B997EA0;CFINT_DC7A0857DADD282BE643;CFINT_52FC263DF0BD587FC79C;CFINT_0ADFFA797ABAD67E7AFF;CFINT_3FA9DC58A3601A7E8699;CFINT_29D050C8F8DEE26F7371,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0811_20260605_DPI,FUND_0811,2026-06-05,dpi,0.829917081,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_7D7E6BE57A3F2FF544E5,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0811_20260605_RVPI,FUND_0811,2026-06-05,rvpi,0.4100552793,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_7D7E6BE57A3F2FF544E5,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0811_20260605_TVPI,FUND_0811,2026-06-05,tvpi,1.2399723603,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_7D7E6BE57A3F2FF544E5,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0811_20260605_XIRR,FUND_0811,2026-06-05,xirr,0.019591404,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_7D7E6BE57A3F2FF544E5;CFINT_101B8763AD4362BC0774;CFINT_E822964901010F342E93;CFINT_E01D98676CDFE219D549;CFINT_E1000A52821F35BA7788;CFINT_BAFEEE7BC6610B18E03B;CFINT_4DC35ED6D0DDEAF99D43;CFINT_4B5A09A757D77F741DAA,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0812_20260605_DPI,FUND_0812,2026-06-05,dpi,1.0543434798,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_71D4D44A57E198511050,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0812_20260605_RVPI,FUND_0812,2026-06-05,rvpi,0.2104376801,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_71D4D44A57E198511050,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0812_20260605_TVPI,FUND_0812,2026-06-05,tvpi,1.2647811599,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_71D4D44A57E198511050,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0812_20260605_XIRR,FUND_0812,2026-06-05,xirr,0.0176067133,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_71D4D44A57E198511050;CFINT_FEC49E080A2E1B096FC3;CFINT_200B5498F5E9EEFCAAB9;CFINT_44EE79A2CED072523586;CFINT_162AF6C44CE13D06C52F;CFINT_43174BCB8227101138C8;CFINT_D0797CB9A7743424A6DC;CFINT_54922E5945E90C6585D3,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0813_20260605_DPI,FUND_0813,2026-06-05,dpi,0.6577991712,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_584A7251D38B39618364,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0813_20260605_RVPI,FUND_0813,2026-06-05,rvpi,0.5448005525,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_584A7251D38B39618364,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0813_20260605_TVPI,FUND_0813,2026-06-05,tvpi,1.2025997237,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_584A7251D38B39618364,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0813_20260605_XIRR,FUND_0813,2026-06-05,xirr,0.0181877086,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_584A7251D38B39618364;CFINT_7694EC4459351B6F2647;CFINT_97F957D14DC85D91C980;CFINT_9E3D18D4821ACA292957;CFINT_F2B1B33CC6351F918D42;CFINT_0F68B5C23172B47547D4;CFINT_2C54CB60E82F3F0AF067;CFINT_9148B9599A0FA7F08894,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0814_20260605_DPI,FUND_0814,2026-06-05,dpi,0.7629537348,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_7670F2D85417CD855F20,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0814_20260605_RVPI,FUND_0814,2026-06-05,rvpi,0.4746975101,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_7670F2D85417CD855F20,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0814_20260605_TVPI,FUND_0814,2026-06-05,tvpi,1.2376512449,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_7670F2D85417CD855F20,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0814_20260605_XIRR,FUND_0814,2026-06-05,xirr,0.0215636487,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_7670F2D85417CD855F20;CFINT_9A6510C617DA8A653FD1;CFINT_0E7DD68B53B2D1FAB825;CFINT_D846DC881E28E0BDB433;CFINT_EDF991AF4B0B82A14464;CFINT_804618F6825E2B3F9611;CFINT_F65B6333CD7A60A349B4;CFINT_3B5EBA991D470407CEB9,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0815_20260605_DPI,FUND_0815,2026-06-05,dpi,0.7101259946,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_388F9351772FE2CCD9F6,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0815_20260605_RVPI,FUND_0815,2026-06-05,rvpi,0.5099160036,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_388F9351772FE2CCD9F6,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0815_20260605_TVPI,FUND_0815,2026-06-05,tvpi,1.2200419982,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_388F9351772FE2CCD9F6,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0815_20260605_XIRR,FUND_0815,2026-06-05,xirr,0.0198601313,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_388F9351772FE2CCD9F6;CFINT_58607F6B5C5F293D2E6F;CFINT_6B19281444C774700191;CFINT_A3C1EAD24F8CF90BC498;CFINT_AB9A1CF754014F233456;CFINT_E7EBC74D3B101BB18B1F;CFINT_6BE2507FD545DE164EEE;CFINT_67106536C52906DC3FAD,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0816_20260605_DPI,FUND_0816,2026-06-05,dpi,0.8844371088,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_95058B22F2CF399DB9AE,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0816_20260605_RVPI,FUND_0816,2026-06-05,rvpi,0.3637085941,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_95058B22F2CF399DB9AE,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0816_20260605_TVPI,FUND_0816,2026-06-05,tvpi,1.2481457029,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_95058B22F2CF399DB9AE,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0816_20260605_XIRR,FUND_0816,2026-06-05,xirr,0.019353178,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_95058B22F2CF399DB9AE;CFINT_C87F0CF75FD7FA8018A4;CFINT_CFB52AE7259F54415B9A;CFINT_10C6EBF82E9FDC0F8B15;CFINT_03663ECDA82B8994C0DB;CFINT_EDF24E6C545AAEA08F0D;CFINT_B7404DB12726A78832DD;CFINT_69671B2EC86DD8A0855A,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0817_20260605_DPI,FUND_0817,2026-06-05,dpi,0.8736409938,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_946119A6423C5BEB5A7A,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0817_20260605_RVPI,FUND_0817,2026-06-05,rvpi,0.3709060041,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_946119A6423C5BEB5A7A,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0817_20260605_TVPI,FUND_0817,2026-06-05,tvpi,1.2445469979,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_946119A6423C5BEB5A7A,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0817_20260605_XIRR,FUND_0817,2026-06-05,xirr,0.0190533121,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_946119A6423C5BEB5A7A;CFINT_CD4237FCD7CB111B0DE2;CFINT_ED8042A2EC8ECD5BD9BA;CFINT_67E35B0881FE3BD816AE;CFINT_555D503A8265080BF096;CFINT_2680746555D7DCDEBCF0;CFINT_6CFF8EE19525CCB06963;CFINT_3AB83E32F4203803D946,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0818_20260605_DPI,FUND_0818,2026-06-05,dpi,0.9256418428,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_DD79557F24E6D5BD1DE4,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0818_20260605_RVPI,FUND_0818,2026-06-05,rvpi,0.3162387715,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_DD79557F24E6D5BD1DE4,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0818_20260605_TVPI,FUND_0818,2026-06-05,tvpi,1.2418806143,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_DD79557F24E6D5BD1DE4,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0818_20260605_XIRR,FUND_0818,2026-06-05,xirr,0.0172692789,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_DD79557F24E6D5BD1DE4;CFINT_BFFA6554CD0DC66AEB42;CFINT_719084B469F9BE052947;CFINT_8F8CF154B55F4B65581F;CFINT_1A492555454E134EE5D6;CFINT_6DA2EFF4C4C6D06642C4;CFINT_0BA04C3A33AE770F4C70;CFINT_92969017423D3A1510C8,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0819_20260605_DPI,FUND_0819,2026-06-05,dpi,0.53,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_138EED267606A9E46A41,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0819_20260605_RVPI,FUND_0819,2026-06-05,rvpi,0.91,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_138EED267606A9E46A41,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0819_20260605_TVPI,FUND_0819,2026-06-05,tvpi,1.44,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_138EED267606A9E46A41,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0819_20260605_XIRR,FUND_0819,2026-06-05,xirr,0.0233435549,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_138EED267606A9E46A41;CFINT_3D0057551BA0F0C1F475;CFINT_0D6353BB628D68E98E01;CFINT_20D1711377D5757B401F;CFINT_4CF9A58C3E8BFC1F5AA7;CFINT_E4895C08937E11483732;CFINT_D0F41BCC205EF53CE0F1;CFINT_4A60662F4782B29A12E1,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0820_20260605_DPI,FUND_0820,2026-06-05,dpi,0.1780322627,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_E122113018037DDC8D2C,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0820_20260605_RVPI,FUND_0820,2026-06-05,rvpi,0.9946451582,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_E122113018037DDC8D2C,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0820_20260605_TVPI,FUND_0820,2026-06-05,tvpi,1.1726774209,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_E122113018037DDC8D2C,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0820_20260605_XIRR,FUND_0820,2026-06-05,xirr,0.0923104503,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_E122113018037DDC8D2C;CFINT_1616685FDE7476EC7919;CFINT_AFD4A9567800387CA6F5;CFINT_462E52683742956465B9;CFINT_78369A993851B54A392F;CFINT_C7438BADC7D5E2BD121A;CFINT_F44F10EE32928AE2D884;CFINT_5C636ECB6E01849A6AFB,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
ANL_FUND_0821_20260605_DPI,FUND_0821,2026-06-05,dpi,0.0611872146,multiple,DPI_DISTRIBUTIONS_OVER_PAID_IN_V1,FPRINT_25E9F789939F730B1708,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0821_20260605_RVPI,FUND_0821,2026-06-05,rvpi,2.0264840183,multiple,RVPI_NAV_OVER_PAID_IN_V1,FPRINT_25E9F789939F730B1708,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0821_20260605_TVPI,FUND_0821,2026-06-05,tvpi,2.0876712329,multiple,TVPI_VALUE_OVER_PAID_IN_V1,FPRINT_25E9F789939F730B1708,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,"Period components recomputed from paid-in capital, distributions, and NAV.",unstated,unstated
ANL_FUND_0821_20260605_XIRR,FUND_0821,2026-06-05,xirr,0.0625013475,decimal_rate,XIRR_ACTUAL_365_TERMINAL_NAV_V1,FPRINT_25E9F789939F730B1708;CFINT_49429D833B83800F6004;CFINT_D709B07354B5FDB7E93F;CFINT_ACA7EDF29B524BEA18B2;CFINT_046B019DF38F1D9B731F;CFINT_CAF5194BB1FEEB3409C4;CFINT_1E3780FD40D05B141C8F;CFINT_0D8A770FC6587E5E9208,,SYNTHETIC,ERROR_SEVERITY_APPROVED;run_id=INTEGRATED_QC_V1;approved=945;reviewed=945,Dated cash flows use the sign convention and terminal NAV is added on the as-of date.,unstated,unstated
