fund_period_id,fund_id,lp_id,lp_name,share_class_name,date_role,date_raw,date_precision,as_of_date,report_date,period_start_date,period_end_date,effective_date,perspective,currency,commitment,paid_in_capital_itd,distributions_itd,nav,unfunded_commitment,recallable_distributions_itd,dpi,rvpi,tvpi,reported_irr,calculated_irr,beginning_nav,contributions_period,distributions_period,realized_gain_period,unrealized_gain_period,net_income_period,management_fee_period,other_expenses_period,ending_nav,period_return,benchmark_return,fund_size,vintage_year,strategy,sub_strategy,provenance_type,source_document_id,source_page,source_anchor,formula_id,input_observation_ids,synthetic_parameter_set_id,defect_expected,record_status
FPRINT_1C50BBC4E50250B6169A,FUND_0799,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,598095126.012037,581522820.802366,253543949.869832,380315924.804748,16572305.209671,0.000000,0.4360000000,0.6540000000,1.0900000000,,0.0192896992,349890650.820368,17445684.624071,10141757.994793,11508094.366181,9507898.120119,4198687.809844,1794285.378036,299047.563006,380315924.804748,0.0660816381,0.2038617761,598095126.012037,2020,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_E866C3BE1102323DB123,FUND_0800,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,75000000.000000,73500000.000000,50647842.639594,18095177.664975,1500000.000000,0.000000,0.6890862944,0.2461928934,0.9352791878,,-0.0074019506,16647563.451777,2205000.000000,2025913.705584,878877.715736,452379.441624,199770.761421,225000.000000,37500.000000,18095177.664975,0.0761990139,0.2038617761,193316034.980530,2012,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_F692C18D8FD21018386A,FUND_0801,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,402434504.027129,360014919.064362,31689297.660503,379690411.451321,42419584.962767,0.000000,0.0880221790,1.0546518806,1.1426740597,,0.0728322487,349315178.535215,10800447.571931,1267571.906420,8566835.585984,9492260.286283,4191782.142423,1207303.512081,201217.252014,379690411.451321,0.0596663373,0.2038617761,402434504.027129,2024,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_F4EADD202DC4705044B4,FUND_0802,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,326097636.729222,313348064.249850,91549719.430916,272160295.365064,12749572.479372,0.000000,0.2921662199,0.8685558534,1.1607220733,,0.0276825391,250387471.735858,9400441.927496,3661988.777237,7367055.162542,6804007.384127,3004649.660830,978292.910188,163048.818365,272160295.365064,0.0640382299,0.2038617761,326097636.729222,2019,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_9A8085DAB022C33247FE,FUND_0803,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,350015247.784641,343014942.828948,1207069583.815069,134118842.646119,7000304.955693,0.000000,3.5190000000,0.3910000000,3.9100000000,,0.1203498085,123389335.234429,10290448.284868,48282783.352603,45113252.757704,3352971.066153,1480672.022813,1050045.743354,175007.623892,134118842.646119,0.3948626710,0.2038617761,350015247.784641,2006,Real Estate,Diversified Real Estate,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_3DA5826FAAE6C8998420,FUND_0804,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,50000000.000000,26400000.000000,39500000.000000,1320000.000000,23600000.000000,0.000000,1.4962121212,0.0500000000,1.5462121212,,0.0344959046,1214400.000000,792000.000000,1580000.000000,1021027.200000,33000.000000,14572.800000,150000.000000,25000.000000,1320000.000000,0.7358366271,0.2038617761,183598245.900851,2004,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_8915ECEABD1994878B5B,FUND_0805,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,544359149.374691,533471966.387197,382650008.730152,274815480.791181,10887182.987494,0.000000,0.7172823182,0.5151451212,1.2324274394,,0.0222395771,252830242.327886,16004158.991616,15306000.349206,13287986.915982,6870387.019780,3033962.907935,1633077.448124,272179.574687,274815480.791181,0.0841951486,0.2038617761,544359149.374691,2012,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_5D679A0A66370BD6767A,FUND_0806,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,372996636.084501,365536703.362811,221806778.946449,215228606.042760,7459932.721690,0.000000,0.6067975580,0.5888016280,1.1955991860,,0.0185016872,198010317.559339,10966101.100884,8872271.157858,8673107.804909,5380715.151069,2376123.810712,1118989.908254,186498.318042,215228606.042760,0.0763821741,0.2038617761,372996636.084501,2012,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_4E652574D0144D69A3C6,FUND_0807,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,218178030.323603,213814469.717131,126465874.335037,132354746.423335,4363560.606472,0.000000,0.5914748169,0.6190167887,1.2104916056,,0.0228660408,121766366.709468,6414434.091514,5058634.973401,5226138.640790,3308868.660583,1461196.400514,654534.090971,109089.015162,132354746.423335,0.0758220915,0.2038617761,218178030.323603,2014,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_45A64136A3A82FFBBCAB,FUND_0808,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,417268102.076621,386785640.622776,64080361.094302,387901105.830490,30482461.453844,0.000000,0.1656740953,1.0028839365,1.1685580318,,0.0873026644,356869017.364051,11603569.218683,2563214.443772,9472216.194665,9697527.645762,4282428.208369,1251804.306230,208634.051038,387901105.830490,0.0616241047,0.2038617761,417268102.076621,2024,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_71A87ED4EB6097705A11,FUND_0809,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,162958980.196703,159106766.745082,49524529.297201,139349311.109039,3852213.451620,0.000000,0.3112660153,0.8758226564,1.1870886718,,0.0440188576,128201366.220316,4773203.002352,1980981.171888,3903930.316577,3483732.777726,1538416.394644,488876.940590,81479.490098,139349311.109039,0.0651765524,0.2038617761,162958980.196703,2021,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_5C2FE6C53EB5491E2306,FUND_0810,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,153580663.747836,150509050.472879,138459740.519125,48168620.095271,3071613.274957,0.000000,0.9199429542,0.3200380306,1.2399809847,,0.0170668661,44315130.487649,4515271.514186,5538389.620765,3678142.969084,1204215.502382,531781.565852,460741.991244,76790.331874,48168620.095271,0.1100438532,0.2038617761,153580663.747836,2006,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_484F7EE269D169F37344,FUND_0811,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,289069456.410380,283288067.282172,235105605.888491,116163767.556165,5781389.128208,0.000000,0.8299170810,0.4100552793,1.2399723603,,0.0195136474,106870666.151672,8498642.018465,9404224.235540,7023884.536280,2904094.188904,1282447.993820,867208.369231,144534.728205,116163767.556165,0.0954301493,0.2038617761,289069456.410380,2009,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_0DFF2004C378F69FC6AF,FUND_0812,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,574715402.550322,563221094.499316,593828488.687473,118522940.517727,11494308.051006,0.000000,1.0543434798,0.2104376801,1.2647811599,,0.0175547857,109041105.276308,16896632.834979,23753139.547499,14078279.086605,2963073.512943,1308493.263316,1724146.207651,287357.701275,118522940.517727,0.1498365402,0.2038617761,574715402.550322,2004,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_35E88CA23107B625D47D,FUND_0813,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,258554180.888631,253383097.270858,166675191.389701,138043251.389877,5171083.617773,0.000000,0.6577991712,0.5448005525,1.2025997237,,0.0181064381,126999791.278687,7601492.918126,6667007.655588,6038835.701671,3451081.284747,1523997.495344,775662.542666,129277.090444,138043251.389877,0.0795983580,0.2038617761,258554180.888631,2011,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_6D79912780CD5074C31F,FUND_0814,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,281303067.743018,275677006.388158,210328801.630081,130863188.528301,5626061.354860,0.000000,0.7629537348,0.4746975101,1.2376512449,,0.0214672147,120394133.446037,8270310.191645,8413152.065203,6880148.378363,3271579.713208,1444729.601352,843909.203229,140651.533872,130863188.528301,0.0881429738,0.2038617761,281303067.743018,2011,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_351D5094BF7B9AA30011,FUND_0815,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,342936571.873346,336077840.435879,238657610.693699,171371469.299482,6858731.437467,0.000000,0.7101259946,0.5099160036,1.2200419982,,0.0197713524,157661751.755523,10082335.213076,9546304.427748,8197737.006634,4284286.732487,1891941.021066,1028809.715620,171468.285937,171371469.299482,0.0835566433,0.2038617761,342936571.873346,2011,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_A343436DD71CE2DF910E,FUND_0816,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,492987257.905855,483127512.747738,427295900.564268,175717628.443331,9859745.158117,0.000000,0.8844371088,0.3637085941,1.2481457029,,0.0192834310,161660218.167865,14493825.382432,17091836.022571,12048012.989178,4392940.711083,1939922.618014,1478961.773718,246493.628953,175717628.443331,0.1030273317,0.2038617761,492987257.905855,2008,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_E0F9D42E2C6C43665DAF,FUND_0817,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,252165957.818998,247122638.662618,215896467.637014,91659270.433687,5043319.156380,0.000000,0.8736409938,0.3709060041,1.2445469979,,0.0189846434,84326528.798992,7413679.159879,8635858.705481,6134101.926233,2291481.760842,1011918.345588,756497.873457,126082.978909,91659270.433687,0.1014499387,0.2038617761,252165957.818998,2008,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_E57236219F0E0B9C4E85,FUND_0818,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,330095807.045997,323493890.905077,299439481.311498,102301310.637074,6601916.140920,0.000000,0.9256418428,0.3162387715,1.2418806143,,0.0172109001,94117205.786108,9704816.727152,11977579.252460,7925263.465574,2557532.765927,1129406.469433,990287.421138,165047.903523,102301310.637074,0.1111047368,0.2038617761,330095807.045997,2006,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_4670A18F7F0FA22FA1E5,FUND_0819,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,50000000.000000,49000000.000000,25970000.000000,44590000.000000,1000000.000000,0.000000,0.5300000000,0.9100000000,1.4400000000,,0.0232737456,41022800.000000,1470000.000000,1038800.000000,1703976.400000,1114750.000000,492273.600000,150000.000000,25000.000000,44590000.000000,0.0764452938,0.2038617761,308013411.319031,2004,Core,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_B5D3C65C2CF29E888368,FUND_0820,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,435512044.214817,405939372.371007,72270304.970524,403765631.259372,29572671.843810,0.000000,0.1780322627,0.9946451582,1.1726774209,,0.0896422553,371464380.758622,12178181.171130,2890812.198821,9986460.332605,10094140.781484,4457572.569103,1306536.132644,217756.022107,403765631.259372,0.0619544773,0.2038617761,435512044.214817,2024,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_2AB85F2278C5A80E0650,FUND_0821,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,500000000.000000,109500000.000000,6700000.000000,221900000.000000,390500000.000000,0.000000,0.0611872146,2.0264840183,2.0876712329,,0.0622147520,204148000.000000,3285000.000000,268000.000000,8487724.000000,5547500.000000,2449776.000000,1500000.000000,250000.000000,221900000.000000,0.0721780277,0.2038617761,500000000.000000,2011,Venture Capital,Venture Capital,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_B6FE1DDEF8B3C08860BE,FUND_0822,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,473230642.151318,463766029.308292,406582499.628555,161793294.268702,9464612.843026,0.000000,0.8766974594,0.3488683604,1.2255658198,,0.0159777179,148849830.727206,13912980.879249,16263299.985142,11119059.569475,4044832.356718,1786197.968726,1419691.926454,236615.321076,161793294.268702,0.1027463892,0.2038617761,473230642.151318,2006,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_BD04B52CD8B992F2C5B9,FUND_0824,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,250000000.000000,245000000.000000,3222399.362296,429848545.237146,5000000.000000,0.000000,0.0131526505,1.7544838581,1.7676365086,,0.1011787532,395460661.618175,7350000.000000,128895.974492,12550038.023117,10746213.630929,4745527.939418,750000.000000,125000.000000,429848545.237146,0.0686965411,0.2038617761,353621413.860458,2019,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_57C8225FF67D5732C041,FUND_0825,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,403609402.795486,395537214.739576,373796205.203010,123925969.102327,8072188.055910,0.000000,0.9450342250,0.3133105166,1.2583447417,,0.0192531287,114011891.574141,11866116.442187,14951848.208120,9946150.277456,3098149.227558,1368142.698890,1210828.208386,201804.701398,123925969.102327,0.1140215210,0.2038617761,403609402.795486,2007,Secondary Investments,Buyout,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_86A54967ED22C7D6A405,FUND_0826,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,265588894.682709,260277116.789055,231672986.915950,88476651.059151,5311777.893654,0.000000,0.8901012497,0.3399325002,1.2300337499,,0.0163145614,81398518.974419,7808313.503672,9266919.476638,6277600.684916,2211916.276479,976782.227693,796766.684048,132794.447341,88476651.059151,0.1048758401,0.2038617761,265588894.682709,2006,Early Secondary Investments,Buyout,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_562DCC52A229F77C9F17,FUND_0827,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,570964123.056611,559544840.595479,674205112.634579,44794534.102954,11419282.461132,0.000000,1.2049170392,0.0800553072,1.2849723464,,0.0171787983,41210971.374717,16786345.217864,26968204.505383,14149401.437383,1119863.352574,494531.656497,1712892.369170,285482.061528,44794534.102954,0.3340232360,0.2038617761,570964123.056611,2001,Secondary Investments,Buyout,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_3826834AC6C8C2EFD930,FUND_0828,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,234155057.604170,225866537.308706,67996179.059197,194840631.965459,8288520.295464,0.000000,0.3010458294,0.8626361137,1.1636819431,,0.0282242092,179253381.408222,6775996.119261,2719847.162368,5328587.925923,4871015.799136,2151040.576899,702465.172813,117077.528802,194840631.965459,0.0643285025,0.2038617761,234155057.604170,2019,Secondary Investments,Buyout,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_07E253586600C10E11A5,FUND_0829,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,161877526.899643,158639976.361650,147247069.575200,49899264.887407,3237550.537993,0.000000,0.9281838850,0.3145440767,1.2427279617,,0.0172751852,45907323.696414,4759199.290850,5889882.783008,3890826.520758,1247481.622185,550887.884357,485632.580699,80938.763450,49899264.887407,0.1115862192,0.2038617761,161877526.899643,2006,Secondary Investments,Buyout,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_CEF8826F594C9544D2F8,FUND_0830,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,578033606.812961,566472934.676702,524987162.791136,184381359.850931,11560672.136259,0.000000,0.9267647767,0.3254901489,1.2522549256,,0.0187682680,169630851.062857,16994188.040301,20999486.511645,14133820.674237,4609533.996273,2035570.212754,1734100.820439,289016.803406,184381359.850931,0.1105683733,0.2038617761,578033606.812961,2007,Secondary Investments,Buyout,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_3C7C525E9691E73B211C,FUND_0832,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,243580189.571215,238708585.779791,116138897.813373,171626692.621333,4871603.791424,0.000000,0.4865300401,0.7189799733,1.2055100134,,0.0287415709,157896557.211626,7161257.573394,4645555.912535,5881538.410274,4290667.315533,1894758.686540,730740.568714,121790.094786,171626692.621333,0.0710239282,0.2038617761,243580189.571215,2017,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_16B207F034F2408F9CAB,FUND_0833,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,179699226.954675,176105242.415582,82919795.022517,126695553.814423,3593984.539093,0.000000,0.4708536435,0.7194309044,1.1902845478,,0.0240996523,116559909.509269,5283157.272467,3316791.800901,4232118.368457,3167388.845361,1398718.914111,539097.680864,89849.613477,126695553.814423,0.0700865235,0.2038617761,179699226.954675,2016,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_894BF47760664A2CBF0C,FUND_0834,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,319677434.189398,293613016.428015,47952765.509850,289048387.621396,26064417.761383,0.000000,0.1633196174,0.9844535884,1.1477732058,,0.0416972608,265924516.611684,8808390.492840,1918110.620394,6935158.267053,7226209.690535,3191094.199340,959032.302568,159838.717095,289048387.621396,0.0610458612,0.2038617761,319677434.189398,2022,Secondary Investments,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_2FACF127F0C912B6EA14,FUND_0835,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,150000000.000000,66000000.000000,9500000.000000,92100000.000000,84000000.000000,0.000000,0.1439393939,1.3954545455,1.5393939394,,0.0779842964,84732000.000000,1980000.000000,380000.000000,2973716.000000,2302500.000000,1016784.000000,450000.000000,75000.000000,92100000.000000,0.0680734551,0.2038617761,367697691.432653,2019,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_40BF60C3940FA058E9A1,FUND_0836,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,43100000.000000,17300000.000000,2700000.000000,29100000.000000,25800000.000000,0.000000,0.1560693642,1.6820809249,1.8381502890,,0.1295093509,26772000.000000,519000.000000,108000.000000,1019086.000000,727500.000000,321264.000000,129300.000000,21550.000000,29100000.000000,0.0716046616,0.2038617761,234150893.593535,2020,Diversified Alternatives,Multi-Strategy,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_D6E770973BC94D2A368F,FUND_0837,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,200000000.000000,9900000.000000,99000.000000,9000000.000000,190100000.000000,0.000000,0.0100000000,0.9090909091,0.9190909091,,-0.0238390913,8280000.000000,297000.000000,3960.000000,802600.000000,225000.000000,99360.000000,600000.000000,100000.000000,9000000.000000,0.0515652174,0.2038617761,295839574.797004,2022,Natural Resources,Natural Resources,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_321C353EC25273CB2BA2,FUND_0838,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,40000000.000000,2000000.000000,20000.000000,2000000.000000,38000000.000000,0.000000,0.0100000000,1.0000000000,1.0100000000,,0.0028449433,1840000.000000,60000.000000,800.000000,168720.000000,50000.000000,22080.000000,120000.000000,20000.000000,2000000.000000,0.0547826087,0.2038617761,564935532.270241,2022,Natural Resources,Natural Resources,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_AB045EFC577AC51B4CB7,FUND_0839,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,50000000.000000,49000000.000000,48471389.270124,12439073.819918,1000000.000000,0.000000,0.9892120259,0.2538586494,1.2430706753,,0.0160253750,11443947.914324,1470000.000000,1938855.570805,1190677.255929,310976.845498,137327.374972,150000.000000,25000.000000,12439073.819918,0.1279262618,0.2038617761,288096398.712249,2004,Core,Diversified Real Estate,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_5C96DA917448EBDD3E4E,FUND_0840,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,50000000.000000,49000000.000000,24500000.000000,22540000.000000,1000000.000000,0.000000,0.5000000000,0.4600000000,0.9600000000,,-0.0041973323,20736800.000000,1470000.000000,980000.000000,675858.400000,563500.000000,248841.600000,150000.000000,25000.000000,22540000.000000,0.0633270321,0.2038617761,419579291.172845,2012,Opportunistic,Diversified Real Estate,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
FPRINT_1955823BE21D965E8BB0,FUND_0841,,,,as_of,2026-06-30,day,2026-06-30,,2026-01-01,2026-06-30,,fund_total,USD,276015409.086933,270495100.905194,181508541.300015,144981155.023431,5520308.181739,0.000000,0.6710233963,0.5359844024,1.2070077988,,0.0185257751,133382662.621557,8114853.027156,7260341.652001,6484914.131479,3624528.875586,1600591.951459,828046.227261,138007.704543,144981155.023431,0.0805500566,0.2038617761,276015409.086933,2011,Real Estate,Diversified Real Estate,SYNTHETIC,,,data/integrated/cell-lineage.csv,INTEGRATED_PERIOD_COMPLETION_V1,,INTEGRATED_COMPLETION_V1,FALSE,ACTIVE
