"route_order","file_id","filename","page_count","canonical_doc_type","source_header_doc_type","route","product_tier","routing_status","routing_reason","issuer","source_sha256","txt_path","pdf_path","image_dir","grid_path"
"64","SRC465","Performance_Milwaukee_CMERS_Investment_Committee_Packet_Sep2024.pdf","209","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","City of Milwaukee Employes' Retirement System","aa8f05c70cd46e6ec052aa99cb24f2290e74503b8f1d2433f18499672e692788","data/documents/txt/Performance_Milwaukee_CMERS_Investment_Committee_Packet_Sep2024.txt","data/documents/pdf/Performance_Milwaukee_CMERS_Investment_Committee_Packet_Sep2024.pdf","data/documents/images/Performance_Milwaukee_CMERS_Investment_Committee_Packet_Sep2024","data/documents/grids/Performance_Milwaukee_CMERS_Investment_Committee_Packet_Sep2024.csv"
"65","SRC319","Financials_Future_Fund_Australia_Annual_Report_FY2025.pdf","210","Institutional_Report","Financials","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Future Fund Management Agency / Future Fund Board of Guardians","36f35ca94dff0c20ffe0d0f361c1cf6f63cb5a334a3a58a05c8327664b9a0588","data/documents/txt/Financials_Future_Fund_Australia_Annual_Report_FY2025.txt","data/documents/pdf/Financials_Future_Fund_Australia_Annual_Report_FY2025.pdf","data/documents/images/Financials_Future_Fund_Australia_Annual_Report_FY2025","data/documents/grids/Financials_Future_Fund_Australia_Annual_Report_FY2025.csv"
"66","SRC336","Financials_Greater_Manchester_Pension_Fund_Annual_Report_FY2024.pdf","213","Institutional_Report","Financials","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Greater Manchester Pension Fund (Tameside MBC)","92f211e35cc827d799b57adfb5bde8ba6b458dde3411223face730eb460644b8","data/documents/txt/Financials_Greater_Manchester_Pension_Fund_Annual_Report_FY2024.txt","data/documents/pdf/Financials_Greater_Manchester_Pension_Fund_Annual_Report_FY2024.pdf","data/documents/images/Financials_Greater_Manchester_Pension_Fund_Annual_Report_FY2024","data/documents/grids/Financials_Greater_Manchester_Pension_Fund_Annual_Report_FY2024.csv"
"67","SRC335","Financials_Greater_Manchester_Pension_Fund_Annual_Report_FY2025.pdf","215","Institutional_Report","Financials","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Greater Manchester Pension Fund (Tameside MBC)","4261f530ebc99247fbb6137e77ce1450ab3d11b57cefc9a35c8ba23b5c733fea","data/documents/txt/Financials_Greater_Manchester_Pension_Fund_Annual_Report_FY2025.txt","data/documents/pdf/Financials_Greater_Manchester_Pension_Fund_Annual_Report_FY2025.pdf","data/documents/images/Financials_Greater_Manchester_Pension_Fund_Annual_Report_FY2025","data/documents/grids/Financials_Greater_Manchester_Pension_Fund_Annual_Report_FY2025.csv"
"68","SRC338","Financials_NZ_Super_Fund_Annual_Report_FY2025.pdf","230","Institutional_Report","Financials","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Guardians of New Zealand Superannuation (NZ Super Fund)","0b3de9834b3d185870a6264ddb6864fd1a0bcdcc06d75b392ec00164d8d32ed6","data/documents/txt/Financials_NZ_Super_Fund_Annual_Report_FY2025.txt","data/documents/pdf/Financials_NZ_Super_Fund_Annual_Report_FY2025.pdf","data/documents/images/Financials_NZ_Super_Fund_Annual_Report_FY2025","data/documents/grids/Financials_NZ_Super_Fund_Annual_Report_FY2025.csv"
"69","SRC210","Performance_Florida_SBA_IAC_Materials_Jun2026.pdf","278","Institutional_Report","Performance","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","State Board of Administration of Florida, Investment Advisory Council","c536350e3045fe4005f6ac7a198c39fe0258127648c6cab567421648e2a919ed","data/documents/txt/Performance_Florida_SBA_IAC_Materials_Jun2026.txt","data/documents/pdf/Performance_Florida_SBA_IAC_Materials_Jun2026.pdf","data/documents/images/Performance_Florida_SBA_IAC_Materials_Jun2026","data/documents/grids/Performance_Florida_SBA_IAC_Materials_Jun2026.csv"
"70","SRC330","Financials_PSP_Investments_Annual_Report_FY2025.pdf","300","Institutional_Report","Financials","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Public Sector Pension Investment Board (PSP Investments)","6c4c4fb279c1b19014fc6e33af40368f09f54ea07ffca27b93c0ac34a9fdc914","data/documents/txt/Financials_PSP_Investments_Annual_Report_FY2025.txt","data/documents/pdf/Financials_PSP_Investments_Annual_Report_FY2025.pdf","data/documents/images/Financials_PSP_Investments_Annual_Report_FY2025","data/documents/grids/Financials_PSP_Investments_Annual_Report_FY2025.csv"
"71","SRC334","Financials_Pension_Protection_Fund_Annual_Report_FY2025_Large_Print.pdf","313","Institutional_Report","Financials","03-institutional-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Pension Protection Fund","4cfe3443a8e09abfb16aa9eaaae217941a64cd5ae548cb7ddbd3fccd755370d4","data/documents/txt/Financials_Pension_Protection_Fund_Annual_Report_FY2025_Large_Print.txt","data/documents/pdf/Financials_Pension_Protection_Fund_Annual_Report_FY2025_Large_Print.pdf","data/documents/images/Financials_Pension_Protection_Fund_Annual_Report_FY2025_Large_Print","data/documents/grids/Financials_Pension_Protection_Fund_Annual_Report_FY2025_Large_Print.csv"
"1","SRC384","Performance_UC_Regents_Chief_Investment_Officer_Report_May2025.pdf","4","Quarterly_Report","Quarterly_Report","04-quarterly-report","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","University of California Office of the Chief Investment Officer of the Regents","b2e06d492dceca8b867aac1fe20a93724668dd623d6f3a714882afac32b4c59e","data/documents/txt/Performance_UC_Regents_Chief_Investment_Officer_Report_May2025.txt","data/documents/pdf/Performance_UC_Regents_Chief_Investment_Officer_Report_May2025.pdf","data/documents/images/Performance_UC_Regents_Chief_Investment_Officer_Report_May2025","data/documents/grids/Performance_UC_Regents_Chief_Investment_Officer_Report_May2025.csv"
"2","SRC101","PCAP_Heritage_Fund_I_LP_PSERS_FOIA.pdf","6","Quarterly_Report","PCAP","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Heritage Partners, Inc. (General Partner)","a56370ea1e16d6916fcc52bd2c23d800a242e27c08d54ec90e5ade85d330c91e","data/documents/txt/PCAP_Heritage_Fund_I_LP_PSERS_FOIA.txt","data/documents/pdf/PCAP_Heritage_Fund_I_LP_PSERS_FOIA.pdf","data/documents/images/PCAP_Heritage_Fund_I_LP_PSERS_FOIA","data/documents/grids/PCAP_Heritage_Fund_I_LP_PSERS_FOIA.csv"
"3","SRC606","Performance_Antares_Private_Credit_Fund_Quarterly_Update_1Q2026.pdf","8","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Antares Private Credit Fund","e56a601bd6fc8250db7675fad2cc69f72aa70aa5ff4dd63cc0176ad602482f9f","data/documents/txt/Performance_Antares_Private_Credit_Fund_Quarterly_Update_1Q2026.txt","data/documents/pdf/Performance_Antares_Private_Credit_Fund_Quarterly_Update_1Q2026.pdf","data/documents/images/Performance_Antares_Private_Credit_Fund_Quarterly_Update_1Q2026","data/documents/grids/Performance_Antares_Private_Credit_Fund_Quarterly_Update_1Q2026.csv"
"4","SRC457","Performance_NMERB_Real_Estate_Natural_Resources_Q4_2020.pdf","16","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","New Mexico Educational Retirement Board","8783ef3e2dc6cf061218360ff1c3db121d172543d661901b2d74131021935dc1","data/documents/txt/Performance_NMERB_Real_Estate_Natural_Resources_Q4_2020.txt","data/documents/pdf/Performance_NMERB_Real_Estate_Natural_Resources_Q4_2020.pdf","data/documents/images/Performance_NMERB_Real_Estate_Natural_Resources_Q4_2020","data/documents/grids/Performance_NMERB_Real_Estate_Natural_Resources_Q4_2020.csv"
"5","SRC455","Performance_NMERB_NEPC_Private_Equity_Q1_2016.pdf","17","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","NEPC for New Mexico Educational Retirement Board","0f0834afd02bd27f8e8f8bccab38057d61c801d99f07e6fa1ec5707d6f3e4bb6","data/documents/txt/Performance_NMERB_NEPC_Private_Equity_Q1_2016.txt","data/documents/pdf/Performance_NMERB_NEPC_Private_Equity_Q1_2016.pdf","data/documents/images/Performance_NMERB_NEPC_Private_Equity_Q1_2016","data/documents/grids/Performance_NMERB_NEPC_Private_Equity_Q1_2016.csv"
"6","SRC459","Performance_San_Jose_Police_Fire_Private_Markets_Q4_2015.pdf","19","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","NEPC Private Markets Research Team for San Jose Police and Fire Department Retirement Plan","380d611c624e6c3b174f1022706162b9f992f0310ac167d06d67df4af7af2fa0","data/documents/txt/Performance_San_Jose_Police_Fire_Private_Markets_Q4_2015.txt","data/documents/pdf/Performance_San_Jose_Police_Fire_Private_Markets_Q4_2015.pdf","data/documents/images/Performance_San_Jose_Police_Fire_Private_Markets_Q4_2015","data/documents/grids/Performance_San_Jose_Police_Fire_Private_Markets_Q4_2015.csv"
"7","SRC476","Performance_NMERB_Private_Equity_Q2_2018.pdf","19","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","NEPC for New Mexico Educational Retirement Board","f1b2d5e378181bc4a542c3fb22b7a5090e59dae5f68dea26e7b5d958b97cc1f7","data/documents/txt/Performance_NMERB_Private_Equity_Q2_2018.txt","data/documents/pdf/Performance_NMERB_Private_Equity_Q2_2018.pdf","data/documents/images/Performance_NMERB_Private_Equity_Q2_2018","data/documents/grids/Performance_NMERB_Private_Equity_Q2_2018.csv"
"8","SRC458","Performance_Nebraska_Investment_Council_Private_Equity_Q2_2025.pdf","20","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Nebraska Investment Council","954e569d16ae35379a04a42d5ee6fbe0171ba4d4e3051a2a9fc0b56f36cf967e","data/documents/txt/Performance_Nebraska_Investment_Council_Private_Equity_Q2_2025.txt","data/documents/pdf/Performance_Nebraska_Investment_Council_Private_Equity_Q2_2025.pdf","data/documents/images/Performance_Nebraska_Investment_Council_Private_Equity_Q2_2025","data/documents/grids/Performance_Nebraska_Investment_Council_Private_Equity_Q2_2025.csv"
"9","SRC099","Quarterly_Report_PSERS_Real_Estate_2Q17_FOIA.pdf","21","Quarterly_Report","Quarterly_Report","04-quarterly-report","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Pennsylvania Public School Employees' Retirement System (PSERS), Non-Traditional Investments","9431fea2def509ff0b86747dfb06cd7dfc1531dc86350d120f2fb4ef252e4c66","data/documents/txt/Quarterly_Report_PSERS_Real_Estate_2Q17_FOIA.txt","data/documents/pdf/Quarterly_Report_PSERS_Real_Estate_2Q17_FOIA.pdf","data/documents/images/Quarterly_Report_PSERS_Real_Estate_2Q17_FOIA","data/documents/grids/Quarterly_Report_PSERS_Real_Estate_2Q17_FOIA.csv"
"10","SRC127","Quarterly_Report_ASKIA_PSERS_2017Q4_FOIA.pdf","23","Quarterly_Report","Quarterly_Report","04-quarterly-report","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","ASKIA (for PSERS)","a132fa79fc79b16fdfb62b66f69843593f0c0bd4299aefd78ac4b5a1e51c97ae","data/documents/txt/Quarterly_Report_ASKIA_PSERS_2017Q4_FOIA.txt","data/documents/pdf/Quarterly_Report_ASKIA_PSERS_2017Q4_FOIA.pdf","data/documents/images/Quarterly_Report_ASKIA_PSERS_2017Q4_FOIA","data/documents/grids/Quarterly_Report_ASKIA_PSERS_2017Q4_FOIA.csv"
"11","SRC199","Quarterly_Report_NC_Treasurer_Investment_Report_2025Q1.pdf","23","Quarterly_Report","Quarterly_Report","04-quarterly-report","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","North Carolina Department of State Treasurer, Investment Management Division","46e26ff3c7611aae4f2ac79e949c75e7e68a22f799f081e917faeb85575769e0","data/documents/txt/Quarterly_Report_NC_Treasurer_Investment_Report_2025Q1.txt","data/documents/pdf/Quarterly_Report_NC_Treasurer_Investment_Report_2025Q1.pdf","data/documents/images/Quarterly_Report_NC_Treasurer_Investment_Report_2025Q1","data/documents/grids/Quarterly_Report_NC_Treasurer_Investment_Report_2025Q1.csv"
"12","SRC456","Performance_NMERB_Private_Equity_Q3_2013.pdf","23","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","NEPC for New Mexico Educational Retirement Board","bdbb716d19d3c75d039d39e3188d042e876bdb04607320af653010fae7f3e26e","data/documents/txt/Performance_NMERB_Private_Equity_Q3_2013.txt","data/documents/pdf/Performance_NMERB_Private_Equity_Q3_2013.pdf","data/documents/images/Performance_NMERB_Private_Equity_Q3_2013","data/documents/grids/Performance_NMERB_Private_Equity_Q3_2013.csv"
"13","SRC100","Performance_USS_Investment_Builder_Quarterly_Report.pdf","25","Quarterly_Report","Quarterly_Report","04-quarterly-report","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Universities Superannuation Scheme Limited (Trustee) / USS Investment Management Ltd","4ac8fc367a2ba68bcc106f3fbe8261e379d5b203c809895abc935ded32f197c5","data/documents/txt/Performance_USS_Investment_Builder_Quarterly_Report.txt","data/documents/pdf/Performance_USS_Investment_Builder_Quarterly_Report.pdf","data/documents/images/Performance_USS_Investment_Builder_Quarterly_Report","data/documents/grids/Performance_USS_Investment_Builder_Quarterly_Report.csv"
"14","SRC166","Performance_WSIB_Quarterly_Investment_Report_Jun2025.pdf","25","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Washington State Investment Board (WSIB)","c8fb2419bad80b527425274cbe825c5c67608f30db5cc23931921d39c6dff50e","data/documents/txt/Performance_WSIB_Quarterly_Investment_Report_Jun2025.txt","data/documents/pdf/Performance_WSIB_Quarterly_Investment_Report_Jun2025.pdf","data/documents/images/Performance_WSIB_Quarterly_Investment_Report_Jun2025","data/documents/grids/Performance_WSIB_Quarterly_Investment_Report_Jun2025.csv"
"15","SRC167","Performance_WSIB_Quarterly_Investment_Report_Dec2024.pdf","25","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Washington State Investment Board (WSIB)","b87811265bb78d4045bb0e4e56c5f2f1243d8c45c640a1994585a46be61d60a9","data/documents/txt/Performance_WSIB_Quarterly_Investment_Report_Dec2024.txt","data/documents/pdf/Performance_WSIB_Quarterly_Investment_Report_Dec2024.pdf","data/documents/images/Performance_WSIB_Quarterly_Investment_Report_Dec2024","data/documents/grids/Performance_WSIB_Quarterly_Investment_Report_Dec2024.csv"
"16","SRC475","Performance_PA_SERS_Real_Estate_Quarterly_Q4_2022.pdf","26","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Pennsylvania State Employees' Retirement System","b73397bc32943bde8594d6cd99f65bfdd80293275633da04b3d99c6b9580f060","data/documents/txt/Performance_PA_SERS_Real_Estate_Quarterly_Q4_2022.txt","data/documents/pdf/Performance_PA_SERS_Real_Estate_Quarterly_Q4_2022.pdf","data/documents/images/Performance_PA_SERS_Real_Estate_Quarterly_Q4_2022","data/documents/grids/Performance_PA_SERS_Real_Estate_Quarterly_Q4_2022.csv"
"17","SRC452","Performance_Dallas_Police_Fire_Meketa_Private_Markets_Q4_2023.pdf","28","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Meketa Investment Group for Dallas Police & Fire Pension System","64e8940a7577a6f0f96084497ffe130c1ec167782b6d3af6fdecca3ff4f37580","data/documents/txt/Performance_Dallas_Police_Fire_Meketa_Private_Markets_Q4_2023.txt","data/documents/pdf/Performance_Dallas_Police_Fire_Meketa_Private_Markets_Q4_2023.pdf","data/documents/images/Performance_Dallas_Police_Fire_Meketa_Private_Markets_Q4_2023","data/documents/grids/Performance_Dallas_Police_Fire_Meketa_Private_Markets_Q4_2023.csv"
"18","SRC177","Performance_Sacramento_SCERS_Real_Estate_Performance_Q3_2025.pdf","31","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Sacramento County Employees' Retirement System (SCERS)","089f6ffccf1a04983b94d76bc65a827363a81a338d56ec8be25c76f57028af2d","data/documents/txt/Performance_Sacramento_SCERS_Real_Estate_Performance_Q3_2025.txt","data/documents/pdf/Performance_Sacramento_SCERS_Real_Estate_Performance_Q3_2025.pdf","data/documents/images/Performance_Sacramento_SCERS_Real_Estate_Performance_Q3_2025","data/documents/grids/Performance_Sacramento_SCERS_Real_Estate_Performance_Q3_2025.csv"
"19","SRC470","Performance_OCERS_Meketa_Portfolio_Summary_Q1_2025.pdf","38","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Meketa Investment Group for Orange County Employees Retirement System","4a570737c49b2fe071b9e18d090c6f44fe861075b770352f3691fa0683ca9b99","data/documents/txt/Performance_OCERS_Meketa_Portfolio_Summary_Q1_2025.txt","data/documents/pdf/Performance_OCERS_Meketa_Portfolio_Summary_Q1_2025.pdf","data/documents/images/Performance_OCERS_Meketa_Portfolio_Summary_Q1_2025","data/documents/grids/Performance_OCERS_Meketa_Portfolio_Summary_Q1_2025.csv"
"20","SRC205","Performance_Pennsylvania_SERS_Private_Equity_Board_Update_2025Q1.pdf","40","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Pennsylvania State Employees' Retirement System (PA SERS)","222cc5b5aae04250c0b7d45296f9f4a78a9391d13a474ef088fd6a13f63a3664","data/documents/txt/Performance_Pennsylvania_SERS_Private_Equity_Board_Update_2025Q1.txt","data/documents/pdf/Performance_Pennsylvania_SERS_Private_Equity_Board_Update_2025Q1.pdf","data/documents/images/Performance_Pennsylvania_SERS_Private_Equity_Board_Update_2025Q1","data/documents/grids/Performance_Pennsylvania_SERS_Private_Equity_Board_Update_2025Q1.csv"
"21","SRC017","Quarterly_Report_Hamilton_Lane_PSERS_4Q17_Public_FOIA.pdf","41","Quarterly_Report","Quarterly_Report","04-quarterly-report","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Hamilton Lane / PSERS","4cea013d935981d0c8371444cf005958abfef3ef109412cf1c6c5b34c286c794","data/documents/txt/Quarterly_Report_Hamilton_Lane_PSERS_4Q17_Public_FOIA.txt","data/documents/pdf/Quarterly_Report_Hamilton_Lane_PSERS_4Q17_Public_FOIA.pdf","data/documents/images/Quarterly_Report_Hamilton_Lane_PSERS_4Q17_Public_FOIA","data/documents/grids/Quarterly_Report_Hamilton_Lane_PSERS_4Q17_Public_FOIA.csv"
"22","SRC059","Performance_LACERS_Real_Estate_Portfolio_Q4_2021.pdf","43","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Los Angeles City Employees' Retirement System (LACERS)","2dfb397c43c8297c27c3d155e2d0f1373a3c92b7e9efd28c5e46c43e0b01c83c","data/documents/txt/Performance_LACERS_Real_Estate_Portfolio_Q4_2021.txt","data/documents/pdf/Performance_LACERS_Real_Estate_Portfolio_Q4_2021.pdf","data/documents/images/Performance_LACERS_Real_Estate_Portfolio_Q4_2021","data/documents/grids/Performance_LACERS_Real_Estate_Portfolio_Q4_2021.csv"
"23","SRC055","Quarterly_Report_JLLIPT_10Q_3Q2025.pdf","59","Quarterly_Report","Quarterly_Report","04-quarterly-report","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","JLL Income Property Trust, Inc.","8dee0f65d3218e3621cbb8ef54271f2c0e05ce383bb7316abb8ea4b67480ad50","data/documents/txt/Quarterly_Report_JLLIPT_10Q_3Q2025.txt","data/documents/pdf/Quarterly_Report_JLLIPT_10Q_3Q2025.pdf","data/documents/images/Quarterly_Report_JLLIPT_10Q_3Q2025","data/documents/grids/Quarterly_Report_JLLIPT_10Q_3Q2025.csv"
"24","SRC161","Quarterly_Report_PA_SERS_Investment_Performance_4Q2015.pdf","59","Quarterly_Report","Quarterly_Report","04-quarterly-report","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Pennsylvania State Employees Retirement System (SERS)","b89538bc4e7831995c29c4a941c901f00fb0c09e935b8bc647bd7483411d86b3","data/documents/txt/Quarterly_Report_PA_SERS_Investment_Performance_4Q2015.txt","data/documents/pdf/Quarterly_Report_PA_SERS_Investment_Performance_4Q2015.pdf","data/documents/images/Quarterly_Report_PA_SERS_Investment_Performance_4Q2015","data/documents/grids/Quarterly_Report_PA_SERS_Investment_Performance_4Q2015.csv"
"25","SRC600","Performance_Oklahoma_TRS_Meketa_Private_Markets_2025Q4.pdf","62","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Meketa Investment Group for Teachers' Retirement System of Oklahoma","2dedce871007e0d8eec4fb03284055ba2c46c5b727d062ab12d2f7a9f1f88ae5","data/documents/txt/Performance_Oklahoma_TRS_Meketa_Private_Markets_2025Q4.txt","data/documents/pdf/Performance_Oklahoma_TRS_Meketa_Private_Markets_2025Q4.pdf","data/documents/images/Performance_Oklahoma_TRS_Meketa_Private_Markets_2025Q4","data/documents/grids/Performance_Oklahoma_TRS_Meketa_Private_Markets_2025Q4.csv"
"26","SRC599","Performance_Maryland_SRPS_Meketa_Report_2025Q2_Redacted.pdf","64","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Meketa Investment Group for Maryland State Retirement and Pension System","8954933787a430c7dc5ec058bcb326befb59de9d5a273e3c89091ed4e681f22e","data/documents/txt/Performance_Maryland_SRPS_Meketa_Report_2025Q2_Redacted.txt","data/documents/pdf/Performance_Maryland_SRPS_Meketa_Report_2025Q2_Redacted.pdf","data/documents/images/Performance_Maryland_SRPS_Meketa_Report_2025Q2_Redacted","data/documents/grids/Performance_Maryland_SRPS_Meketa_Report_2025Q2_Redacted.csv"
"27","SRC162","Quarterly_Report_PA_SERS_Investment_Performance_2Q2017.pdf","65","Quarterly_Report","Quarterly_Report","04-quarterly-report","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Pennsylvania State Employees Retirement System (SERS)","83b5fdf3cf7fc8b54c3f81b7586152ad89badcc2f93d2230223eef241343ae4a","data/documents/txt/Quarterly_Report_PA_SERS_Investment_Performance_2Q2017.txt","data/documents/pdf/Quarterly_Report_PA_SERS_Investment_Performance_2Q2017.pdf","data/documents/images/Quarterly_Report_PA_SERS_Investment_Performance_2Q2017","data/documents/grids/Quarterly_Report_PA_SERS_Investment_Performance_2Q2017.csv"
"28","SRC480","Performance_PMRS_Pennsylvania_Marquette_Quarterly_Jun2021.pdf","66","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Marquette Associates for Pennsylvania Municipal Retirement System","c950f1c70ae06905dcd477ddf3a2a2d0c6d495d6543947875ffdb0d728e7833c","data/documents/txt/Performance_PMRS_Pennsylvania_Marquette_Quarterly_Jun2021.txt","data/documents/pdf/Performance_PMRS_Pennsylvania_Marquette_Quarterly_Jun2021.pdf","data/documents/images/Performance_PMRS_Pennsylvania_Marquette_Quarterly_Jun2021","data/documents/grids/Performance_PMRS_Pennsylvania_Marquette_Quarterly_Jun2021.csv"
"29","SRC160","Quarterly_Report_PA_SERS_Investment_Performance_2Q2013.pdf","69","Quarterly_Report","Quarterly_Report","04-quarterly-report","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Pennsylvania State Employees Retirement System (SERS)","fcc31f95b2d23f3fa2696f7a998e3561233bc5f65b182c7a29edff1258be2266","data/documents/txt/Quarterly_Report_PA_SERS_Investment_Performance_2Q2013.txt","data/documents/pdf/Quarterly_Report_PA_SERS_Investment_Performance_2Q2013.pdf","data/documents/images/Quarterly_Report_PA_SERS_Investment_Performance_2Q2013","data/documents/grids/Quarterly_Report_PA_SERS_Investment_Performance_2Q2013.csv"
"30","SRC178","Performance_CCCERA_Quarterly_Performance_Measurement_Q1_2006.pdf","85","Quarterly_Report","Performance","04-quarterly-report","CORE","RATIFIED_HEADER_OVERRIDE","SOURCE_LEDGER_ADJUDICATION_SUPERSEDES_STALE_TXT_HEADER","Contra Costa County Employees' Retirement Association (CCCERA)","e9e4b798e9dd7a2e9e0e9cf9e3a9ff750e36294fae5998f83d906ea33206f987","data/documents/txt/Performance_CCCERA_Quarterly_Performance_Measurement_Q1_2006.txt","data/documents/pdf/Performance_CCCERA_Quarterly_Performance_Measurement_Q1_2006.pdf","data/documents/images/Performance_CCCERA_Quarterly_Performance_Measurement_Q1_2006","data/documents/grids/Performance_CCCERA_Quarterly_Performance_Measurement_Q1_2006.csv"
"31","SRC454","Performance_Austin_Firefighters_Meketa_Report_4Q2024.pdf","107","Quarterly_Report","Quarterly_Report","04-quarterly-report","CORE","MATCH","SOURCE_LEDGER_MATCHES_TXT_HEADER","Meketa Investment Group for Austin Firefighters Retirement Fund","d8bd76495bbfc2952ae879855315cf92aca1fb7c7275126ef21bafcfb03b3246","data/documents/txt/Performance_Austin_Firefighters_Meketa_Report_4Q2024.txt","data/documents/pdf/Performance_Austin_Firefighters_Meketa_Report_4Q2024.pdf","data/documents/images/Performance_Austin_Firefighters_Meketa_Report_4Q2024","data/documents/grids/Performance_Austin_Firefighters_Meketa_Report_4Q2024.csv"
