"pair_id","pair_status","requires_review","source_page","record_family","source_table","source_row_label","source_column_label","source_occurrence","metric_category","term_category","a_row_number","b_row_number","difference_fields"
"PAIR_5275C5628DEA475A6002EE1F","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund II","Capital Commitment","1","commitment","","375","375","source_section|subject_type"
"PAIR_6CD78ACB1EDAD68879EDC33D","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund II","Fair Market Value","1","nav","","376","376","source_section|subject_type"
"PAIR_F4F00481E48E1026AF8A67FF","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund II","IRR","1","irr","","377","377","source_section|subject_type"
"PAIR_D7F99F1A3D13613F6F6E6B1B","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund II","Total Capital Contributed","1","paid_in_capital","","378","378","source_section|subject_type"
"PAIR_7F5CF204D01ECFD15D7F5DF4","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund II","Total Capital Distributed","1","distribution","","379","379","source_section|subject_type"
"PAIR_4CACEA34EF5300A46F983B64","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund II","Total Value Multiple","1","tvpi","","380","380","source_section|subject_type"
"PAIR_D3CEE3BBA8B011B33C0E415F","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund II (AIV II Claremont)","Capital Commitment","1","commitment","","381","381","source_section|subject_type"
"PAIR_863D4C208C0ADFD661FE5C12","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund II (AIV II Claremont)","Fair Market Value","1","nav","","382","382","source_section|subject_type"
"PAIR_142015F4762425F42D79E94C","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund II (AIV II Claremont)","Total Capital Contributed","1","paid_in_capital","","383","383","source_section|subject_type"
"PAIR_43A4BDB691572E8A4A5598C1","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund II (AIV II Claremont)","Total Capital Distributed","1","distribution","","384","384","source_section|subject_type"
"PAIR_EDCD4963E548949CE5C87099","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund II (AIV II Claremont)","Total Value Multiple","1","tvpi","","385","385","source_section|subject_type"
"PAIR_261245E0B62947B212B1752D","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund III","Capital Commitment","1","commitment","","386","386","source_section|subject_type"
"PAIR_C009A3E86A56D7FB25AE8B5E","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund III","Fair Market Value","1","nav","","387","387","source_section|subject_type"
"PAIR_DD07AD2E05E85695EBC8A683","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund III","IRR","1","irr","","388","388","source_section|subject_type"
"PAIR_90D2A2E021AA3A652F82D2FD","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund III","Total Capital Contributed","1","paid_in_capital","","389","389","source_section|subject_type"
"PAIR_2D14D6E9859A0E7714F202E2","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund III","Total Capital Distributed","1","distribution","","390","390","source_section|subject_type"
"PAIR_BFCD4617A349D00F736E40FE","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund III","Total Value Multiple","1","tvpi","","391","391","source_section|subject_type"
"PAIR_3F8DE4C39AE9EA1436A54388","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund IV","Capital Commitment","1","commitment","","392","392","source_section|subject_type"
"PAIR_56243C2D482845D0F47218A8","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund IV","Fair Market Value","1","nav","","393","393","source_section|subject_type"
"PAIR_A524A9CAE844DFB6E9E5D42B","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund IV","Total Capital Contributed","1","paid_in_capital","","394","394","source_section|subject_type"
"PAIR_EC9B1C2F470220911652E1CA","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund IV","Total Capital Distributed","1","distribution","","395","395","source_section|subject_type"
"PAIR_8AFBC87F7FE97A12D5749D0A","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Infrastructure Fund IV","Total Value Multiple","1","tvpi","","396","396","source_section|subject_type"
"PAIR_174B865E3E1DD0A4C66E02BE","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Trail Blazer Investment Partners","Capital Commitment","1","commitment","","397","397","source_section|subject_type"
"PAIR_FE6236F30E6A098571CCC4A2","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Trail Blazer Investment Partners","Fair Market Value","1","nav","","398","398","source_section|subject_type"
"PAIR_561B31C274D2FC44E52B4D54","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Trail Blazer Investment Partners","Total Capital Contributed","1","paid_in_capital","","399","399","source_section|subject_type"
"PAIR_F3123B0A8092ECC3D15D5275","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Trail Blazer Investment Partners","Total Capital Distributed","1","distribution","","400","400","source_section|subject_type"
"PAIR_19CB2849F31E47716FC05003","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Stonepeak Trail Blazer Investment Partners","Total Value Multiple","1","tvpi","","401","401","source_section|subject_type"
"PAIR_DC9C7996F7B888E94339E45C","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Taurus Mining Finance Annex Fund","Capital Commitment","1","commitment","","402","402","source_section|subject_type"
"PAIR_73C680AF5EB13EADF86A3E3A","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Taurus Mining Finance Annex Fund","Fair Market Value","1","nav","","403","403","source_section|subject_type"
"PAIR_E57210E527B0CE52A7586BD3","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Taurus Mining Finance Annex Fund","IRR","1","irr","","404","404","source_section|subject_type"
"PAIR_B1F1B8BCC766971C6A09B845","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Taurus Mining Finance Annex Fund","Total Capital Contributed","1","paid_in_capital","","405","405","source_section|subject_type"
"PAIR_33265CADF42260D3DEE09BBB","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Taurus Mining Finance Annex Fund","Total Capital Distributed","1","distribution","","406","406","source_section|subject_type"
"PAIR_DD70F56599311124046C5B50","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Taurus Mining Finance Annex Fund","Total Value Multiple","1","tvpi","","407","407","source_section|subject_type"
"PAIR_70E65C6420C2D97AAD6E53CD","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Taurus Mining Finance Fund","Capital Commitment","1","commitment","","408","408","source_section|subject_type"
"PAIR_24939BDAFAE616547EEB0F6F","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Taurus Mining Finance Fund","Fair Market Value","1","nav","","409","409","source_section|subject_type"
"PAIR_93D80D62C7477B3D7B9E88AE","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Taurus Mining Finance Fund","IRR","1","irr","","410","410","source_section|subject_type"
"PAIR_E72DDF43267BFAFA6DC9559C","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Taurus Mining Finance Fund","Total Capital Contributed","1","paid_in_capital","","411","411","source_section|subject_type"
"PAIR_9F32372DFA50072319DA613F","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Taurus Mining Finance Fund","Total Capital Distributed","1","distribution","","412","412","source_section|subject_type"
"PAIR_67F1D36A448C6ABBAD30D503","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Taurus Mining Finance Fund","Total Value Multiple","1","tvpi","","413","413","source_section|subject_type"
"PAIR_1A025F482DFBEA52051653C2","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Taurus Mining Finance Fund II","Capital Commitment","1","commitment","","414","414","source_section|subject_type"
"PAIR_C4ECDC4447787310F0FDDF64","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Taurus Mining Finance Fund II","Fair Market Value","1","nav","","415","415","source_section|subject_type"
"PAIR_AEDCE96BB92A8412B3AFCB5C","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Taurus Mining Finance Fund II","IRR","1","irr","","416","416","source_section|subject_type"
"PAIR_3CADDF7746105D68CCD4236B","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Taurus Mining Finance Fund II","Total Capital Contributed","1","paid_in_capital","","417","417","source_section|subject_type"
"PAIR_EC2374CC91D0F5D162C5F856","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Taurus Mining Finance Fund II","Total Capital Distributed","1","distribution","","418","418","source_section|subject_type"
"PAIR_F4232E23D4251E0954B3943B","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Taurus Mining Finance Fund II","Total Value Multiple","1","tvpi","","419","419","source_section|subject_type"
"PAIR_D5553C5EE1F283FFECE29126","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Teays River Investments","Capital Commitment","1","commitment","","420","420","source_section|subject_type"
"PAIR_D188768174E3DF5C1C33E0DE","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Teays River Investments","Fair Market Value","1","nav","","421","421","source_section|subject_type"
"PAIR_6E61A0CBF551D37C7B3E06E9","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Teays River Investments","IRR","1","irr","","422","422","source_section|subject_type"
"PAIR_1A0BF896E436EE44AF4A4E1F","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Teays River Investments","Total Capital Contributed","1","paid_in_capital","","423","423","source_section|subject_type"
"PAIR_18C0069A5E8A9A298DDD3420","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Teays River Investments","Total Capital Distributed","1","distribution","","424","424","source_section|subject_type"
"PAIR_B93896F83F075C223DC3D9E0","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Teays River Investments","Total Value Multiple","1","tvpi","","425","425","source_section|subject_type"
"PAIR_EC203EBD676BBDF985923661","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","The Energy & Minerals Group Fund III","Capital Commitment","1","commitment","","426","426","source_section|subject_type"
"PAIR_371E0EC76CB26EBE9E92EFA3","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","The Energy & Minerals Group Fund III","Fair Market Value","1","nav","","427","427","source_section|subject_type"
"PAIR_7E4492BCB22C62DBEE52AB33","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","The Energy & Minerals Group Fund III","IRR","1","irr","","428","428","source_section|subject_type"
"PAIR_962D948011298F682D63F153","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","The Energy & Minerals Group Fund III","Total Capital Contributed","1","paid_in_capital","","429","429","source_section|subject_type"
"PAIR_360FB30E633BCE7CF8BFA1CD","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","The Energy & Minerals Group Fund III","Total Capital Distributed","1","distribution","","430","430","source_section|subject_type"
"PAIR_E1C4680CCCDB1F4FDA31F3D4","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","The Energy & Minerals Group Fund III","Total Value Multiple","1","tvpi","","431","431","source_section|subject_type"
"PAIR_0A364178E6BD1902550FEB8B","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Tillridge Global Agribusiness Partners II","Capital Commitment","1","commitment","","432","432","source_section|subject_type"
"PAIR_DF920F4F18E001A6A0DD7915","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Tillridge Global Agribusiness Partners II","Fair Market Value","1","nav","","433","433","source_section|subject_type"
"PAIR_7EAE97BCFA350467BB59127B","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Tillridge Global Agribusiness Partners II","IRR","1","irr","","434","434","source_section|subject_type"
"PAIR_82FA933413813F384F30336C","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Tillridge Global Agribusiness Partners II","Total Capital Contributed","1","paid_in_capital","","435","435","source_section|subject_type"
"PAIR_CB895463F3B584CCD9159F2A","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Tillridge Global Agribusiness Partners II","Total Capital Distributed","1","distribution","","436","436","source_section|subject_type"
"PAIR_C7FBD25A143831C2F630BECA","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Tillridge Global Agribusiness Partners II","Total Value Multiple","1","tvpi","","437","437","source_section|subject_type"
"PAIR_EC67B677A24C9AB6C25A7DAF","A_ONLY","YES","2","fund_economics_observation","Alternatives Portfolio","Totals","Capital Commitment","1","commitment","","438","",""
"PAIR_F2FEC62BFFF0A193A9D50CFA","A_ONLY","YES","2","fund_economics_observation","Alternatives Portfolio","Totals","Fair Market Value","1","nav","","439","",""
"PAIR_92DB7A24415ABD8FCCD7E607","A_ONLY","YES","2","fund_economics_observation","Alternatives Portfolio","Totals","IRR","1","irr","","440","",""
"PAIR_054436461C11120EFDB18551","A_ONLY","YES","2","fund_economics_observation","Alternatives Portfolio","Totals","Total Capital Contributed","1","paid_in_capital","","441","",""
"PAIR_90E1A6D3F83FEFB13AF514E0","A_ONLY","YES","2","fund_economics_observation","Alternatives Portfolio","Totals","Total Capital Distributed","1","distribution","","442","",""
"PAIR_D1452690EDF69376C8025095","A_ONLY","YES","2","fund_economics_observation","Alternatives Portfolio","Totals","Total Value Multiple","1","tvpi","","443","",""
"PAIR_3767CB422A518D20824F89C7","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Twin Creeks Timber","Capital Commitment","1","commitment","","444","438","source_section|subject_type"
"PAIR_1EE83931AAF4FF910E114096","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Twin Creeks Timber","Fair Market Value","1","nav","","445","439","source_section|subject_type"
"PAIR_983180647D1BBDAF74DF887C","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Twin Creeks Timber","IRR","1","irr","","446","440","source_section|subject_type"
"PAIR_A58318CDFC741B8A232D79A1","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Twin Creeks Timber","Total Capital Contributed","1","paid_in_capital","","447","441","source_section|subject_type"
"PAIR_7B20CD55CA50ECB416371B0C","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Twin Creeks Timber","Total Capital Distributed","1","distribution","","448","442","source_section|subject_type"
"PAIR_87F9589576A5FF71819F4E2F","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Twin Creeks Timber","Total Value Multiple","1","tvpi","","449","443","source_section|subject_type"
"PAIR_054D9882C77DDE6A1F5B54CF","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Warwick Partners III","Capital Commitment","1","commitment","","450","444","source_section|subject_type"
"PAIR_B32EEE6A22F117B1D2F74D09","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Warwick Partners III","Fair Market Value","1","nav","","451","445","source_section|subject_type"
"PAIR_A9A084D194342E583C9E3022","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Warwick Partners III","IRR","1","irr","","452","446","source_section|subject_type"
"PAIR_2E37A1FFD87528A4FDB582F8","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Warwick Partners III","Total Capital Contributed","1","paid_in_capital","","453","447","source_section|subject_type"
"PAIR_79AB86CE3A92AF23EB28141A","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Warwick Partners III","Total Capital Distributed","1","distribution","","454","448","source_section|subject_type"
"PAIR_375FBAEF5624815B2F90A37A","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Warwick Partners III","Total Value Multiple","1","tvpi","","455","449","source_section|subject_type"
"PAIR_8510403FE58F6E8134563FC0","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Warwick Partners IV","Capital Commitment","1","commitment","","456","450","source_section|subject_type"
"PAIR_60DB06FB273CDDF56A0A099B","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Warwick Partners IV","Fair Market Value","1","nav","","457","451","source_section|subject_type"
"PAIR_BDDE4B4AE22D188468D369D7","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Warwick Partners IV","IRR","1","irr","","458","452","source_section|subject_type"
"PAIR_F73E31D30BB0882E428308C9","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Warwick Partners IV","Total Capital Contributed","1","paid_in_capital","","459","453","source_section|subject_type"
"PAIR_A552FA9F68AF4C4B4BEA0101","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Warwick Partners IV","Total Capital Distributed","1","distribution","","460","454","source_section|subject_type"
"PAIR_6756F607E78BE9657C9F45B7","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Warwick Partners IV","Total Value Multiple","1","tvpi","","461","455","source_section|subject_type"
"PAIR_66277DFC149695E95817D92E","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Westbourne Infrastructure Debt 6 (A)","Capital Commitment","1","commitment","","462","456","source_section|subject_type"
"PAIR_EAAD5C09ADC8A41DFFC464C4","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Westbourne Infrastructure Debt 6 (A)","Fair Market Value","1","nav","","463","457","source_section|subject_type"
"PAIR_C07B503FC66F1A27F6F4F405","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Westbourne Infrastructure Debt 6 (A)","IRR","1","irr","","464","458","source_section|subject_type"
"PAIR_4EB925F43127DA5578E6EB2B","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Westbourne Infrastructure Debt 6 (A)","Total Capital Contributed","1","paid_in_capital","","465","459","source_section|subject_type"
"PAIR_08D57BE33EB7739016187DC8","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Westbourne Infrastructure Debt 6 (A)","Total Capital Distributed","1","distribution","","466","460","source_section|subject_type"
"PAIR_7FEAD87A5911E1538E048F82","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Westbourne Infrastructure Debt 6 (A)","Total Value Multiple","1","tvpi","","467","461","source_section|subject_type"
"PAIR_6F16EFDD6CA11C08FED7A7E7","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Westbourne Infrastructure Debt 6 ©","Capital Commitment","1","commitment","","468","462","source_section|subject_type"
"PAIR_C71D2443C2A9B24E9037291F","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Westbourne Infrastructure Debt 6 ©","Fair Market Value","1","nav","","469","463","source_section|subject_type"
"PAIR_4A707A5812BBE57C23B07020","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Westbourne Infrastructure Debt 6 ©","Total Capital Contributed","1","paid_in_capital","","470","464","source_section|subject_type"
"PAIR_596A97042C9F80AA2AFDCD52","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Westbourne Infrastructure Debt 6 ©","Total Capital Distributed","1","distribution","","471","465","source_section|subject_type"
"PAIR_F19F781B4799D9B36F9DD43E","CLASSIFICATION_CONFLICT","YES","2","fund_economics_observation","Alternatives Portfolio","Westbourne Infrastructure Debt 6 ©","Total Value Multiple","1","tvpi","","472","466","source_section|subject_type"
