position_id,source_holding_id,owner_id,owner_fund_id,instrument_id,position_class,accounting_scope,date_role,date_raw,date_precision,as_of_date,report_date,period_start_date,period_end_date,effective_date,quantity_raw,quantity,quantity_unit,currency,cost,fair_value,market_value,reported_value,realized_proceeds,commitment,unfunded_commitment,principal_amount,notional_amount,fund_ownership_fraction,portfolio_weight_fraction,initial_investment_date,exit_date,classification_confidence,classification_confidence_basis,classification_confidence_reason,provenance_type,origin_type,source_document_id,source_page,source_anchor,synthetic_parameter_set_id,record_status,acquisition_channel,acquisition_date_basis,commitment_only,fair_value_level,balance_raw,balance_basis
POS_SOURCE_B92A0B40DDDDD4581662,63f2a5b2ce3be3194030,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_B92A0B40DDDDD4581662,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,8749763,11281245,,,,,,,,,,,,HIGH,source_holding=63f2a5b2ce3be3194030; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"TA XII-A, L.P.(f)(g) North America 09/30/2024 8,749,763 11,281,245",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_B94ACE11735D4478E24B,122b052ae7ed8e6cd1a0,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,,INSTR_SOURCE_B94ACE11735D4478E24B,DEBT_INVESTMENT,portfolio_total,as_of,"December 31, 2021",day,2021-12-31,,,,,,,,USD,,248093513,,,,,,,246127000,,,,,LOW,source_holding=122b052ae7ed8e6cd1a0; owner_decision=OWNMAP003,The printed row is a security title; the current company alias is not treated as issuer identity.,EXTRACTED,SOURCE_NORMALIZED,SRC192,5,"$ 246,127,000 $ 248,093,513",,ACTIVE,UNKNOWN,UNSTATED,,UNSTATED,,
POS_SOURCE_B9E0099C0C09A4D6CD16,13e3be2823b92feee6ae,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_B9E0099C0C09A4D6CD16,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,3905285,1677141,,,,,,,,,,,,HIGH,source_holding=13e3be2823b92feee6ae; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,5,"Odyssey Investment Partners Fund V, LP(d)(f)(g) North America 06/30/2023 3,905,285 1,677,141",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_BA0DF5B137520A44B2E0,b4880e7e2c161b83709c,OWNER_UTAH_RETIREMENT_INVESTMENT_FUND,,INSTR_SOURCE_BA0DF5B137520A44B2E0,DIRECT_COMPANY,portfolio_total,as_of,"December 31, 2021",day,2021-12-31,,,,,"305,428",305428,,USD,,102730708,,,,,,,,,,,,HIGH,source_holding=b4880e7e2c161b83709c; owner_decision=OWNMAP003,Reviewed source identity resolves the held name to a company.,EXTRACTED,SOURCE_NORMALIZED,SRC192,5,"Meta Platforms 305,428 102,730,708",,ACTIVE,UNKNOWN,UNSTATED,,UNSTATED,,
POS_SOURCE_BB5FC4560EBB29C0A919,5412ab60280fc1de10f1,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_BB5FC4560EBB29C0A919,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,3440538,4584404,,,,,,,,,,,,HIGH,source_holding=5412ab60280fc1de10f1; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,5,"KKR North America Fund XI L.P.(d)(f)(g) North America 12/31/2021 3,440,538 4,584,404",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_BBB15829756B303761FF,e011f7382d4528d9d791,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_BBB15829756B303761FF,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,14426343,25996295,,,,,,,,,,,,HIGH,source_holding=e011f7382d4528d9d791; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"Valeas Capital Partners Fund I-A LP(f)(g) North America 09/30/2024 14,426,343 25,996,295",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_BBC5A24700F9567DE4F3,52d00b2f11cca19ba982,OWNER_ALPINVEST_CAPS_BLOCKER,,INSTR_SOURCE_BBC5A24700F9567DE4F3,FUND_INTEREST,portfolio_total,as_of,2026-03-31,day,2026-03-31,,,,,,,,USD,15803490,11702238,,,,,,,,,,2025-12-31,,MEDIUM,source_holding=52d00b2f11cca19ba982; owner_decision=NATIVEOWN_SRC623_OWNER_ALPINVEST_CAPS_BLOCKER,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC623,table-012,"Sagard 4A FPCI and Sagard 4B FIPS (A Shares) $15,803,490",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_BC7553AE8F1BBF8CB7FE,c1abaaf05b3a322161d5,OWNER_PACKARD_FOUNDATION,,INSTR_SOURCE_BC7553AE8F1BBF8CB7FE,OTHER,portfolio_total,static_no_date,,unknown,,,,,,,,,,325000,,,,,,,,,,,,,MEDIUM,source_holding=c1abaaf05b3a322161d5; owner_decision=OWNMAP006,The source names a program-related investment counterparty but the entity registry has no settled identity.,EXTRACTED,SOURCE_NORMALIZED,SRC373,116,"325,000",,ACTIVE,UNKNOWN,UNSTATED,,UNSTATED,,
POS_SOURCE_BCDD6DB6CB53934DD93A,101ebc20ed4288ee5d00,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_BCDD6DB6CB53934DD93A,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,2281286,3388113,,,,,,,,,,,,HIGH,source_holding=101ebc20ed4288ee5d00; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"HighVista Private Equity VIII (Offshore), L.P.(f)(g) North America 04/11/2019 2,281,286 3,388,113",,ACTIVE,PRIMARY,UNSTATED,,UNSTATED,,
POS_SOURCE_BCE660F4BB9A3C21836E,89ffbdd23d55612cd583,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_BCE660F4BB9A3C21836E,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,12137977,12720913,,,,,,,,,,,,HIGH,source_holding=89ffbdd23d55612cd583; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"Roark Capital Partners III LP(f)(g) North America 06/29/2018 12,137,977 12,720,913",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_BCED844455CACF679DFC,3ca02090280324948735,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_BCED844455CACF679DFC,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,648937,550501,,,,,,,,,,,,HIGH,source_holding=3ca02090280324948735; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"Court Square Capital Partners (Offshore) III, L.P.(f) North America 12/31/2020 648,937 550,501",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_BD0F8251C35DF10BEB24,fa44eb415fd6223e0fd4,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_BD0F8251C35DF10BEB24,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,12194269,13141745,,,,,,,,,,,,HIGH,source_holding=fa44eb415fd6223e0fd4; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"AEA EXC CF LP(d)(f)(g) North America 08/12/2022 12,194,269 13,141,745",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_BDF712E4C22CA0BD3EBE,6d1c14b1db19c1642072,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_BDF712E4C22CA0BD3EBE,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,24391588,25994513,,,,,,,,,,,,HIGH,source_holding=6d1c14b1db19c1642072; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"Vector Capital V, L.P.(d)(f)(g) North America 02/25/2025 24,391,588 25,994,513",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_BE6A731423F550C6632F,e8fd2c6f68d01a32c69d,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_BE6A731423F550C6632F,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,790194,462571,,,,,,,,,,,,HIGH,source_holding=e8fd2c6f68d01a32c69d; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"EQT VII (No.1) Limited Partnership(d)(f) Europe 12/31/2020 790,194 462,571",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_BEE220CC17A38DA49CBB,8d0d82c491040bcd5338,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_BEE220CC17A38DA49CBB,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,2621190,1922472,,,,,,,,,,,,HIGH,source_holding=8d0d82c491040bcd5338; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"Warburg Pincus Private Equity XI-B, L.P.(g) North America 03/31/2022 2,621,190 1,922,472",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_BFCAA984DE3D127F3373,1eb1323dfe2537a6e2d7,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_BFCAA984DE3D127F3373,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,2211213,4189932,,,,,,,,,,,,HIGH,source_holding=1eb1323dfe2537a6e2d7; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"H&F Executives IX, L.P.(f) North America 09/30/2020 2,211,213 4,189,932",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_BFDA750DF377730BF9B5,f6edf9ca379655228588,OWNER_FUND_1060,FUND_1060,INSTR_SOURCE_BFDA750DF377730BF9B5,DIRECT_COMPANY,fund_total,as_of,"June 30, 2025",day,2025-06-30,,,,,,,,USD,,,20773,,,,,,,,,,,HIGH,source_holding=f6edf9ca379655228588; owner_decision=OWNMAP005,Reviewed source identity resolves the held name to a company.,EXTRACTED,SOURCE_NORMALIZED,SRC356,5,"DIRECT INVESTMENT #1 20,773",,ACTIVE,UNKNOWN,UNSTATED,,UNSTATED,,
POS_SOURCE_C06F3C8A91BA63D71D34,a282b75f621fd0cab6ca,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_C06F3C8A91BA63D71D34,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,4895898,707821,,,,,,,,,,,,HIGH,source_holding=a282b75f621fd0cab6ca; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"Berkshire Fund VI, Limited Partnership(d)(f)(g) North America 12/31/2018 4,895,898 707,821",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_C0B7F7906F9AF9E06A8E,deef6239a6a04f4569b7,OWNER_ALPINVEST_SEED_FUND_II,,INSTR_SOURCE_C0B7F7906F9AF9E06A8E,FUND_INTEREST,portfolio_total,as_of,2025-12-31,day,2025-12-31,,,,,,,,USD,37184069,34426256,,,,,,,,,,2025-09-30,,HIGH,source_holding=deef6239a6a04f4569b7; owner_decision=NATIVEOWN_SRC624_OWNER_ALPINVEST_SEED_FUND_II,The native reader classed the row a fund interest and the reviewed registry resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC624,table-002,"The Resolute III Continuation Fund, L.P. $34,426,256",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_C1626EA6860722B5BF69,a462149e2eb5b573ef93,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_C1626EA6860722B5BF69,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,3777692,2949853,,,,,,,,,,,,HIGH,source_holding=a462149e2eb5b573ef93; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"American Securities Partners VI, L.P.(d)(f)(g) North America 03/31/2022 3,777,692 2,949,853",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_C2B26012287684A35E04,e81d5fd3f9a9e39a601c,OWNER_ALPINVEST_CAPS_BLOCKER,,INSTR_SOURCE_C2B26012287684A35E04,FUND_INTEREST,portfolio_total,as_of,2026-03-31,day,2026-03-31,,,,,,,,USD,467260,566800,,,,,,,,,,2025-12-31,,MEDIUM,source_holding=e81d5fd3f9a9e39a601c; owner_decision=NATIVEOWN_SRC623_OWNER_ALPINVEST_CAPS_BLOCKER,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC623,table-013,12/31/2025,,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_C41CB24A2CD8ADDFAD8B,6fb2b0158b8fe7b36528,OWNER_ALPINVEST_CAPS_BLOCKER,,INSTR_SOURCE_C41CB24A2CD8ADDFAD8B,FUND_INTEREST,portfolio_total,as_of,2026-03-31,day,2026-03-31,,,,,,,,USD,183677,141932,,,,,,,,,,2025-09-30,,MEDIUM,source_holding=6fb2b0158b8fe7b36528; owner_decision=NATIVEOWN_SRC623_OWNER_ALPINVEST_CAPS_BLOCKER,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC623,table-013,"Providence Strategic Growth, L.P. $183,677",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_C426A9FB13CA4724DEF3,e2144fa6f4e7664be9e9,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_C426A9FB13CA4724DEF3,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,3367755,7038173,,,,,,,,,,,,HIGH,source_holding=e2144fa6f4e7664be9e9; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,5,"Permira IV Feeder L.P.(f)(g) North America 04/23/2020 3,367,755 7,038,173",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_C440B1E88D2C9596BD32,d132a0599c766633d8a1,OWNER_ALPINVEST_SEED_FUND_II,,INSTR_SOURCE_C440B1E88D2C9596BD32,FUND_INTEREST,portfolio_total,as_of,2026-03-31,day,2026-03-31,,,,,,,,USD,33204292,31250697,,,,,,,,,,2025-09-30,,MEDIUM,source_holding=d132a0599c766633d8a1; owner_decision=NATIVEOWN_SRC623_OWNER_ALPINVEST_SEED_FUND_II,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC623,table-012,9/30/2025,,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_C5D7AB1A86A9E3A8FE08,e7360cea13d6bb347c6e,OWNER_ALPINVEST_CAPS_BLOCKER,,INSTR_SOURCE_C5D7AB1A86A9E3A8FE08,FUND_INTEREST,portfolio_total,as_of,2025-12-31,day,2025-12-31,,,,,,,,USD,182852,180803,,,,,,,,,,2025-09-30,,MEDIUM,source_holding=e7360cea13d6bb347c6e; owner_decision=NATIVEOWN_SRC624_OWNER_ALPINVEST_CAPS_BLOCKER,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC624,table-002,"Providence Strategic Growth, L.P. $180,803",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_C5EA9C2C8CB2FA476F80,3c880fab63bbe08be82e,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_C5EA9C2C8CB2FA476F80,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1650331,1598750,,,,,,,,,,,,HIGH,source_holding=3c880fab63bbe08be82e; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"Bain Capital Fund XI, L.P.(d)(f)(g) North America 09/30/2024 1,650,331 1,598,750",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_C6AE79269D03B4BF0E07,19c8d8f362987bd01e61,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_C6AE79269D03B4BF0E07,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,386545,477280,,,,,,,,,,,,HIGH,source_holding=19c8d8f362987bd01e61; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"Blackstone Capital Partners VII, L.P.(f)(g) North America 03/28/2024 386,545 477,280",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_C818CD3E73C49AE77754,fc9b6454da480c288920,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_C818CD3E73C49AE77754,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,30200597,50059993,,,,,,,,,,,,HIGH,source_holding=fc9b6454da480c288920; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"Vista Equity Partners Hubble, L.P.(d)(f)(g) North America 02/13/2025 30,200,597 50,059,993",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_C87286C0D94D89E8EB44,fbb0fbe0cc321f7e4a4e,OWNER_FUND_1060,FUND_1060,INSTR_SOURCE_C87286C0D94D89E8EB44,FUND_INTEREST,fund_total,as_of,"June 30, 2025",day,2025-06-30,,,,,,,,USD,,,11717776,,,,,,,,,,,HIGH,source_holding=fbb0fbe0cc321f7e4a4e; owner_decision=OWNMAP005,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC356,5,"PENNYBACKER IV LP 11,717,776",,ACTIVE,UNKNOWN,UNSTATED,,UNSTATED,,
POS_SOURCE_C940C218384CCE8A4559,afc2623306a072fe9aac,OWNER_ALPINVEST_SEED_FUND_II,,INSTR_SOURCE_C940C218384CCE8A4559,FUND_INTEREST,portfolio_total,as_of,2026-03-31,day,2026-03-31,,,,,,,,USD,7927331,9848103,,,,,,,,,,2025-12-31,,MEDIUM,source_holding=afc2623306a072fe9aac; owner_decision=NATIVEOWN_SRC623_OWNER_ALPINVEST_SEED_FUND_II,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC623,table-012,"KKR Sigma Co-lnvest II, L.P. $9,848,103",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_C9431925B31277945179,606c572166e72e642a15,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_C9431925B31277945179,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,41815,135447,,,,,,,,,,,,HIGH,source_holding=606c572166e72e642a15; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"Advent International GPE VI-A Limited Partnership(d)(g) Europe 03/31/2021 41,815 135,447",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_C9534F43B1B0D853EC02,ba817a612e6716f73de3,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_C9534F43B1B0D853EC02,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,127408,29138,,,,,,,,,,,,HIGH,source_holding=ba817a612e6716f73de3; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,3,"FSN Capital IV L.P.(d)(f) Europe 12/31/2019 127,408 29,138",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_C9B537D186300F9E1434,1a8e14be60afce3a3bec,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_C9B537D186300F9E1434,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1921678,1172094,,,,,,,,,,,,HIGH,source_holding=1a8e14be60afce3a3bec; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,4,"H.I.G. Growth Buyouts & Equity Fund II, L.P.(d)(g) North America 06/28/2024 1,921,678 1,172,094",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_CA1C94B9D769C3E0F518,c39cc66f3a61afa4439a,OWNER_ALPINVEST_CAPS_BLOCKER,,INSTR_SOURCE_CA1C94B9D769C3E0F518,FUND_INTEREST,portfolio_total,as_of,2026-03-31,day,2026-03-31,,,,,,,,USD,2258768,3777738,,,,,,,,,,2025-12-31,,MEDIUM,source_holding=c39cc66f3a61afa4439a; owner_decision=NATIVEOWN_SRC623_OWNER_ALPINVEST_CAPS_BLOCKER,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC623,table-012,12/31/2025,,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_CA3F8C6E82D45A79648D,a6954c393e1e7318354e,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_CA3F8C6E82D45A79648D,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,421334,567546,,,,,,,,,,,,HIGH,source_holding=a6954c393e1e7318354e; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"Thomas H. Lee Equity Fund VIII, L.P.(f)(g) North America 03/28/2024 421,334 567,546",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_CA4C25332BCAF20CF615,be42b8bc7b871b449c58,OWNER_ALPINVEST_SEED_FUND_II,,INSTR_SOURCE_CA4C25332BCAF20CF615,FUND_INTEREST,portfolio_total,as_of,2025-12-31,day,2025-12-31,,,,,,,,USD,1647586,1757140,,,,,,,,,,2025-09-30,,MEDIUM,source_holding=be42b8bc7b871b449c58; owner_decision=NATIVEOWN_SRC624_OWNER_ALPINVEST_SEED_FUND_II,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC624,table-002,9/30/2025,,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_CAB4088DE0CA6B4A8982,90a7cb57d7b4490eb560,OWNER_ALPINVEST_SEED_FUND_II,,INSTR_SOURCE_CAB4088DE0CA6B4A8982,FUND_INTEREST,portfolio_total,as_of,2025-12-31,day,2025-12-31,,,,,,,,USD,1719904,2375006,,,,,,,,,,2025-12-31,,MEDIUM,source_holding=90a7cb57d7b4490eb560; owner_decision=NATIVEOWN_SRC624_OWNER_ALPINVEST_SEED_FUND_II,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC624,table-001,"Alto Capital V $1,719,904",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_CABC66B445A56D7BE409,58c2bfeb244c957dffc2,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_CABC66B445A56D7BE409,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,2934679,3273274,,,,,,,,,,,,HIGH,source_holding=58c2bfeb244c957dffc2; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,6,"TA Select Opportunities Fund-A, L.P.(f)(g) North America 09/30/2025 2,934,679 3,273,274",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_CAEA1954A68AC3F87CFC,86ee9aa4f040e8de0f46,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_CAEA1954A68AC3F87CFC,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,6411105,8263584,,,,,,,,,,,,HIGH,source_holding=86ee9aa4f040e8de0f46; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,1,"Sorenson Capital Partners IV-B, L.P.(d)(f)(g) North America 01/11/2022 6,411,105 8,263,584",,ACTIVE,PRIMARY,UNSTATED,,UNSTATED,,
POS_SOURCE_CB36D98998709103A036,a000be1632a3babbcf5d,OWNER_POMONA_INVESTMENT_FUND,,INSTR_SOURCE_CB36D98998709103A036,FUND_INTEREST,portfolio_total,as_of,"December 31, 2025",day,2025-12-31,,,,,,,,USD,1289685,1895515,,,,,,,,,,,,HIGH,source_holding=a000be1632a3babbcf5d; owner_decision=OWNMAP008,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC407,2,"Blue Owl GP Stakes US Investors LP(f)(g) North America 03/31/2022 1,289,685 1,895,515",,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
POS_SOURCE_CB57CEC3ECFF60574DF1,80d12cbeacc19f596f94,OWNER_FUND_1060,FUND_1060,INSTR_SOURCE_CB57CEC3ECFF60574DF1,FUND_INTEREST,fund_total,as_of,"June 30, 2025",day,2025-06-30,,,,,,,,USD,,,126464038,,,,,,,,,,,HIGH,source_holding=80d12cbeacc19f596f94; owner_decision=OWNMAP005,Reviewed source identity resolves the held name to a fund.,EXTRACTED,SOURCE_NORMALIZED,SRC356,5,"VISTA EQUITY PARTNERS FUND VII LP 126,464,038",,ACTIVE,UNKNOWN,UNSTATED,,UNSTATED,,
POS_SOURCE_CBB916DE880B867B1332,4ee355b6bd3e1971f0f9,OWNER_ALPINVEST_CAPS_BLOCKER,,INSTR_SOURCE_CBB916DE880B867B1332,FUND_INTEREST,portfolio_total,as_of,2026-03-31,day,2026-03-31,,,,,,,,USD,1993492,1866165,,,,,,,,,,2025-09-30,,MEDIUM,source_holding=4ee355b6bd3e1971f0f9; owner_decision=NATIVEOWN_SRC623_OWNER_ALPINVEST_CAPS_BLOCKER,The native reader classed the row FUND_INTEREST; the entity registry has no settled identity for the printed name.,EXTRACTED,SOURCE_NORMALIZED,SRC623,table-012,9/30/2025,,ACTIVE,SECONDARY,UNSTATED,,UNSTATED,,
