standardized_fund_name,a_manager_name,a_source,b_manager_name,b_source,final_manager_name,final_source
"SL SPV-2, L.P.",,,,,"Silver Lake Group, L.L.C.","WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1571996/000157199620000034/exhibit49q1fy21.htm | SEC exhibit shows SL SPV-2, L.P.'s general partner chain is ultimately controlled by Silver Lake Group, L.L.C.  [AUTO: identical]"
"SmartForest Ventures I, L.P.",SmartForest Ventures,"WEB_MANAGER: https://pitchbook.com/profiles/investor/11298-97 | SmartForest Ventures was formed by Hugh Mackworth and Debi Coleman, a Portland, Oregon venture capital firm formed in 2000.",,,SmartForest Ventures,"WEB_MANAGER: https://pitchbook.com/profiles/investor/11298-97 | SmartForest Ventures was formed by Hugh Mackworth and Debi Coleman, a Portland, Oregon venture capital firm formed in 2000."
"Solamere Capital AF V, LP",,,,,"Solamere Capital, LLC","FAMILY Solamere: WEB_MANAGER: https://hedgefunddb.com/Home/FundDetails/801-73829/SOLAMERE-CAPITAL--LLC | Solamere Capital, LLC, founded in 2008, is a registered investment adviser providing discretionary advisory services to Solamere's private investment fund partnerships and LLCs.  [AUTO: Solamere Capital, LLC = Solamere Capital]"
"Solamere Series IV Leaders Fund, LP",,,,,"Solamere Capital, LLC","FAMILY Solamere: WEB_MANAGER: https://hedgefunddb.com/Home/FundDetails/801-73829/SOLAMERE-CAPITAL--LLC | Solamere Capital, LLC, founded in 2008, is a registered investment adviser providing discretionary advisory services to Solamere's private investment fund partnerships and LLCs.  [AUTO: Solamere Capital, LLC = Solamere Capital]"
Sorenson Capital Partners II Cont. Vehicle,Sorenson Capital,WEB_MANAGER: https://pitchbook.com/profiles/fund/12628-81F | Sorenson Capital Partners II is a 2008 vintage fund managed by Sorenson Capital.,,,Sorenson Capital,FAMILY Sorenson Capital: WEB_MANAGER: https://pitchbook.com/profiles/fund/12628-81F | Sorenson Capital Partners II is a 2008 vintage fund managed by Sorenson Capital.
"Sorenson Capital Partners III, L.P.",,,,,Sorenson Capital,FAMILY Sorenson Capital: WEB_MANAGER: https://pitchbook.com/profiles/fund/12628-81F | Sorenson Capital Partners II is a 2008 vintage fund managed by Sorenson Capital.
"Sorenson Capital Partners IV-B, L.P.",,,,,Sorenson Capital,FAMILY Sorenson Capital: WEB_MANAGER: https://pitchbook.com/profiles/fund/12628-81F | Sorenson Capital Partners II is a 2008 vintage fund managed by Sorenson Capital.
Sprott Streaming & Royalty Fund,,,,,Sprott Resource Streaming and Royalty Corp.,FAMILY Sprott: WEB_MANAGER: https://sprott.com/investor-relations/press-releases/sprott-private-resource-streaming-and-royalty-fund-completes-final-closing/ | Sprott Resource Streaming and Royalty Corp. is the general partner of the Sprott Private Resource Streaming and Royalty Fund.  [AUTO: identical]
Sprott Streaming & Royalty Fund Co-Investment Side Car,,,,,Sprott Resource Streaming and Royalty Corp.,FAMILY Sprott: WEB_MANAGER: https://sprott.com/investor-relations/press-releases/sprott-private-resource-streaming-and-royalty-fund-completes-final-closing/ | Sprott Resource Streaming and Royalty Corp. is the general partner of the Sprott Private Resource Streaming and Royalty Fund.  [AUTO: identical]
Starwood Cap Hospitality Fd II Global LP,,,,,"Starwood REIT Advisors, L.L.C.","FAMILY Starwood: WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1711929/000119312517374850/d415140ds11a.htm | SEC S-11/A: We are externally managed by our advisor, Starwood REIT Advisors, L.L.C."
Starwood Capital Hospitality Fund I-2,,,,,"Starwood REIT Advisors, L.L.C.","FAMILY Starwood: WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1711929/000119312517374850/d415140ds11a.htm | SEC S-11/A: We are externally managed by our advisor, Starwood REIT Advisors, L.L.C."
Starwood Energy Infrastructure Fund III,,,,,"Starwood REIT Advisors, L.L.C.","FAMILY Starwood: WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1711929/000119312517374850/d415140ds11a.htm | SEC S-11/A: We are externally managed by our advisor, Starwood REIT Advisors, L.L.C."
"Starwood Real Estate Income Trust, Inc.",Starwood Capital Group,"WEB_MANAGER: https://www.starwoodcapital.com/team/affiliates-and-operating-companies/starwood-real-estate-income-trust/ | SREIT is managed by Starwood Capital Group; Starwood REIT Advisors, L.L.C. serves as the Advisor.","Starwood REIT Advisors, L.L.C.","WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1711929/000119312517374850/d415140ds11a.htm | SEC S-11/A: We are externally managed by our advisor, Starwood REIT Advisors, L.L.C.""Starwood REIT Advisors, L.L.C.","Starwood REIT Advisors, L.L.C.","FAMILY Starwood: WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1711929/000119312517374850/d415140ds11a.htm | SEC S-11/A: We are externally managed by our advisor, Starwood REIT Advisors, L.L.C."
Stellex Capital Partners II,Stellex Capital Management,"WEB_MANAGER: https://www.stellexcapital.com/team/ | Stellex Capital Partners is a distressed debt fund managed by Stellex Capital Management, founded by Ray Whiteman and Michael Redman.",Stellex Capital Management,"WEB_MANAGER: https://pitchbook.com/profiles/fund/17660-35F | PitchBook: Stellex Capital Partners II is a 2021 vintage distressed debt fund managed by Stellex Capital Management.""""",Stellex Capital Management,"WEB_MANAGER: https://pitchbook.com/profiles/fund/17660-35F | PitchBook: Stellex Capital Partners II is a 2021 vintage distressed debt fund managed by Stellex Capital Management."""""
"Sterling Capital Partners IV, L.P.",,,,,Sterling Partners,WEB_MANAGER: https://www.nj.gov/njbonds/treasury/doinvest/pdf/AlternativeInvestments/PrivateEquity/SterlingCapitalPartnersIV.pdf | New Jersey state investment document lists Sterling Capital Partners IV as managed by Sterling Partners.  [AUTO: identical]
Stockbridge Real Estate Fund II - Senior Note,Stockbridge Capital Group,"WEB_MANAGER: https://stockbridge.com/about/ | Stockbridge Capital Group provides investment advisory and supervisory services to Stockbridge Real Estate Fund, LP, and manages Stockbridge Real Estate Fund II and III.",,,Stockbridge Capital Group,"FAMILY Stockbridge: WEB_MANAGER: https://stockbridge.com/about/ | Stockbridge Capital Group provides investment advisory and supervisory services to Stockbridge Real Estate Fund, LP, and manages Stockbridge Real Estate Fund II and III."
"Stockbridge Real Estate Fund II, LP",Stockbridge Capital Group,"WEB_MANAGER: https://stockbridge.com/about/ | Stockbridge Capital Group provides investment advisory and supervisory services to Stockbridge Real Estate Fund, LP, and manages Stockbridge Real Estate Fund II and III.",,,Stockbridge Capital Group,"FAMILY Stockbridge: WEB_MANAGER: https://stockbridge.com/about/ | Stockbridge Capital Group provides investment advisory and supervisory services to Stockbridge Real Estate Fund, LP, and manages Stockbridge Real Estate Fund II and III."
"Stockbridge Real Estate Fund III, LP",Stockbridge Capital Group,"WEB_MANAGER: https://stockbridge.com/about/ | Stockbridge Capital Group provides investment advisory and supervisory services to Stockbridge Real Estate Fund, LP, and manages Stockbridge Real Estate Fund II and III.",,,Stockbridge Capital Group,"FAMILY Stockbridge: WEB_MANAGER: https://stockbridge.com/about/ | Stockbridge Capital Group provides investment advisory and supervisory services to Stockbridge Real Estate Fund, LP, and manages Stockbridge Real Estate Fund II and III."
"Stockbridge Real Estate Fund, L.P.",Stockbridge Capital Group,"WEB_MANAGER: https://stockbridge.com/about/ | Stockbridge Capital Group provides investment advisory and supervisory services to Stockbridge Real Estate Fund, LP, and manages Stockbridge Real Estate Fund II and III.",,,Stockbridge Capital Group,"FAMILY Stockbridge: WEB_MANAGER: https://stockbridge.com/about/ | Stockbridge Capital Group provides investment advisory and supervisory services to Stockbridge Real Estate Fund, LP, and manages Stockbridge Real Estate Fund II and III."
Stonepeak Core Fund (A),,,,,Stonepeak Partners LP,"FAMILY Stonepeak: WEB_MANAGER: https://en.wikipedia.org/wiki/Stonepeak | Stonepeak Partners LLC serves as general partner of the adviser, Stonepeak Partners LP, the investment adviser across Stonepeak's infrastructure fund series.  [AUTO: identical]"
Stonepeak Global Renewables Fund,,,,,Stonepeak Partners LP,"FAMILY Stonepeak: WEB_MANAGER: https://en.wikipedia.org/wiki/Stonepeak | Stonepeak Partners LLC serves as general partner of the adviser, Stonepeak Partners LP, the investment adviser across Stonepeak's infrastructure fund series.  [AUTO: identical]"
Stonepeak Infrastructure Fund,,,,,Stonepeak Partners LP,"FAMILY Stonepeak: WEB_MANAGER: https://en.wikipedia.org/wiki/Stonepeak | Stonepeak Partners LLC serves as general partner of the adviser, Stonepeak Partners LP, the investment adviser across Stonepeak's infrastructure fund series.  [AUTO: identical]"
Stonepeak Infrastructure Fund II,,,,,Stonepeak Partners LP,"FAMILY Stonepeak: WEB_MANAGER: https://en.wikipedia.org/wiki/Stonepeak | Stonepeak Partners LLC serves as general partner of the adviser, Stonepeak Partners LP, the investment adviser across Stonepeak's infrastructure fund series.  [AUTO: identical]"
Stonepeak Infrastructure Fund II (AIV II Claremont),,,,,Stonepeak Partners LP,"FAMILY Stonepeak: WEB_MANAGER: https://en.wikipedia.org/wiki/Stonepeak | Stonepeak Partners LLC serves as general partner of the adviser, Stonepeak Partners LP, the investment adviser across Stonepeak's infrastructure fund series.  [AUTO: identical]"
Stonepeak Infrastructure Fund III,,,,,Stonepeak Partners LP,"FAMILY Stonepeak: WEB_MANAGER: https://en.wikipedia.org/wiki/Stonepeak | Stonepeak Partners LLC serves as general partner of the adviser, Stonepeak Partners LP, the investment adviser across Stonepeak's infrastructure fund series.  [AUTO: identical]"
Stonepeak Infrastructure Fund IV LP,,,,,Stonepeak Partners LP,"FAMILY Stonepeak: WEB_MANAGER: https://en.wikipedia.org/wiki/Stonepeak | Stonepeak Partners LLC serves as general partner of the adviser, Stonepeak Partners LP, the investment adviser across Stonepeak's infrastructure fund series.  [AUTO: identical]"
Stonepeak Trail Blazer Investment Partners,,,,,Stonepeak Partners LP,"FAMILY Stonepeak: WEB_MANAGER: https://en.wikipedia.org/wiki/Stonepeak | Stonepeak Partners LLC serves as general partner of the adviser, Stonepeak Partners LP, the investment adviser across Stonepeak's infrastructure fund series.  [AUTO: identical]"
Strategic Partners Value Enhancement Fund LP,Strategic Capital Partners,WEB_MANAGER: https://pitchbook.com/profiles/fund/12893-77F | Strategic Partners Value Enhancement Fund is a real estate value-added fund managed by Strategic Capital Partners.,,,Strategic Capital Partners,WEB_MANAGER: https://pitchbook.com/profiles/fund/12893-77F | Strategic Partners Value Enhancement Fund is a real estate value-added fund managed by Strategic Capital Partners.
Strategic Property Fund Asia SCSP,,,,,Strategic Property Fund Asia (GP) Sarl,"WEB_MANAGER: https://www.northdata.com/Strategic%20Property%20Fund%20Asia%20(GP)%20S%C3%A0rl,%20Luxembourg/B204523 | Northdata corporate registry lists Strategic Property Fund Asia (GP) Sarl as general partner of Strategic Property Fund Asia SCSp.  [AUTO: identical]"
"Summit Partners Growth Equity Fund VIII-B, L.P.",,,,,Summit Partners,"FAMILY Summit Partners: WEB_MANAGER: https://www.summitpartners.com/news/summit-partners-closes-two-equity-funds-with-combined-3-22-billion-of-commitments | Summit Partners Growth Equity Fund VIII is a fund managed by Summit Partners, with the general partner as one of the fund's largest investors.  [AUTO: identical]"
"Summit Partners Private Equity Fund VII-A, L.P.",,,,,Summit Partners,"FAMILY Summit Partners: WEB_MANAGER: https://www.summitpartners.com/news/summit-partners-closes-two-equity-funds-with-combined-3-22-billion-of-commitments | Summit Partners Growth Equity Fund VIII is a fund managed by Summit Partners, with the general partner as one of the fund's largest investors.  [AUTO: identical]"
"Sun Capital Partners IV, LP",,,,,"Sun Capital Advisors, L.P.","FAMILY Sun Capital Partners: WEB_MANAGER: https://radientanalytics.com/firm/adv/sun-capital-advisors-l-p-155109 | Sun Capital Advisors, L.P., a Delaware limited partnership, is a registered investment adviser and the management company of Sun Capital Partners."
"Sun Capital Partners V, L.P.",,,,,"Sun Capital Advisors, L.P.","FAMILY Sun Capital Partners: WEB_MANAGER: https://radientanalytics.com/firm/adv/sun-capital-advisors-l-p-155109 | Sun Capital Advisors, L.P., a Delaware limited partnership, is a registered investment adviser and the management company of Sun Capital Partners."
"SunBridge Partners Technology Fund III, L.P.",SunBridge Partners,"WEB_MANAGER: https://sunbridgepartners.com/ | SunBridge Partners Technology Fund III is a 2006 vintage early-stage venture capital fund located in Beachwood, Ohio; general partners include Ken Ehrhart, Allen Miner, John Gannon, and Paul Grim.",SunBridge Partners,"WEB_MANAGER: https://www.ohiocapitalfund.com/investments | The Ohio Capital Fund portfolio includes underlying funds managed by the following venture capital firms. Lists SunBridge Partners Technology Fund III.""""",SunBridge Partners,"WEB_MANAGER: https://www.ohiocapitalfund.com/investments | The Ohio Capital Fund portfolio includes underlying funds managed by the following venture capital firms. Lists SunBridge Partners Technology Fund III."""""
"SunTx Capital Partners II, L.P.",,,,,"SunTx Capital Partners, LP","WEB_MANAGER: https://suntxcapitalpartners.com/ | SunTx Capital Partners, LP is a Dallas-based private equity firm investing in mid-market manufacturing, distribution, and service companies.  [AUTO: SunTx Capital Partners, LP = SunTx Capital Partners]"
SV Fund IV,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found
"SV Life Sciences Fund IV, L.P.",SV Health Investors,"WEB_MANAGER: https://pitchbook.com/profiles/fund/11651-32F | SV Life Sciences Fund IV is an early-stage venture capital fund managed by SV Health Investors, located in Boston, Massachusetts.",SV Health Investors,"WEB_MANAGER: https://www.ohiocapitalfund.com/investments | The Ohio Capital Fund portfolio includes underlying funds managed by the following venture capital firms. Lists SV Health Investors, formerly SV Life Sciences.""",SV Health Investors,"FAMILY SV Life Sciences: WEB_MANAGER: https://pitchbook.com/profiles/fund/11651-32F | SV Life Sciences Fund IV is an early-stage venture capital fund managed by SV Health Investors, located in Boston, Massachusetts."
SV Life Sciences IV CF,SV Health Investors,"WEB_MANAGER: https://pitchbook.com/profiles/fund/11651-32F | SV Life Sciences Fund IV is an early-stage venture capital fund managed by SV Health Investors, located in Boston, Massachusetts.",,,SV Health Investors,"FAMILY SV Life Sciences: WEB_MANAGER: https://pitchbook.com/profiles/fund/11651-32F | SV Life Sciences Fund IV is an early-stage venture capital fund managed by SV Health Investors, located in Boston, Massachusetts."
Sylvanus LLC,,,,,Global Forest Partners LP,WEB_MANAGER: https://www.calpers.ca.gov/documents/real-assets-perf-ppr/download | CalPERS real assets performance report lists Sylvanus LLC as raised by Global Forest Partners LP.  [AUTO: identical]
TA Atlantic and Pacific VI L.P.,,,,,"TA Associates Management, L.P.","FAMILY TA: WEB_MANAGER: https://media.regcompliancewatch.com/uploads/rcw/media/260681/TA_AssociatesADV2012.PDF | TA Associates Management, L.P. is the general partner of each of the affiliated Fund GPs that serve as general partners of the TA numbered funds.  [AUTO: identical]"
"TA Select Opportunities Fund II-A, L.P.",,,,,"TA Associates Management, L.P.","FAMILY TA: WEB_MANAGER: https://media.regcompliancewatch.com/uploads/rcw/media/260681/TA_AssociatesADV2012.PDF | TA Associates Management, L.P. is the general partner of each of the affiliated Fund GPs that serve as general partners of the TA numbered funds.  [AUTO: identical]"
"TA Select Opportunities Fund-A, L.P.",,,,,"TA Associates Management, L.P.","FAMILY TA: WEB_MANAGER: https://media.regcompliancewatch.com/uploads/rcw/media/260681/TA_AssociatesADV2012.PDF | TA Associates Management, L.P. is the general partner of each of the affiliated Fund GPs that serve as general partners of the TA numbered funds.  [AUTO: identical]"
"TA XI, L.P.",,,,,"TA Associates Management, L.P.","FAMILY TA: WEB_MANAGER: https://media.regcompliancewatch.com/uploads/rcw/media/260681/TA_AssociatesADV2012.PDF | TA Associates Management, L.P. is the general partner of each of the affiliated Fund GPs that serve as general partners of the TA numbered funds.  [AUTO: identical]"
"TA XII-A, L.P.",,,,,"TA Associates Management, L.P.","FAMILY TA: WEB_MANAGER: https://media.regcompliancewatch.com/uploads/rcw/media/260681/TA_AssociatesADV2012.PDF | TA Associates Management, L.P. is the general partner of each of the affiliated Fund GPs that serve as general partners of the TA numbered funds.  [AUTO: identical]"
"TA XIV-B, L.P.",,,,,"TA Associates Management, L.P.","FAMILY TA: WEB_MANAGER: https://media.regcompliancewatch.com/uploads/rcw/media/260681/TA_AssociatesADV2012.PDF | TA Associates Management, L.P. is the general partner of each of the affiliated Fund GPs that serve as general partners of the TA numbered funds.  [AUTO: identical]"
"TA XV-B, L.P.",,,,,"TA Associates Management, L.P.","FAMILY TA: WEB_MANAGER: https://media.regcompliancewatch.com/uploads/rcw/media/260681/TA_AssociatesADV2012.PDF | TA Associates Management, L.P. is the general partner of each of the affiliated Fund GPs that serve as general partners of the TA numbered funds.  [AUTO: identical]"
Talmage Separate Account,,,,,"Talmage, LLC","FAMILY Talmage: WEB_MANAGER: https://www.bloomberg.com/profile/company/0755213D:US | Talmage LLC has been investing in and advising on commercial real estate fixed-income assets, including CMBS and mezzanine loans, through commingled funds and separate accounts since 2003.  [AUTO: Talmage, LLC = Talmage]"
"Talmage Total Return Partners, LLC",,,,,"Talmage, LLC","FAMILY Talmage: WEB_MANAGER: https://www.bloomberg.com/profile/company/0755213D:US | Talmage LLC has been investing in and advising on commercial real estate fixed-income assets, including CMBS and mezzanine loans, through commingled funds and separate accounts since 2003.  [AUTO: Talmage, LLC = Talmage]"
"Tamarack Mezzanine Partners, L.P.",Tamarack Capital Partners,"WEB_MANAGER: https://pitchbook.com/profiles/advisor/11310-13 | Tamarack Mezzanine Partners Fund was a mezzanine fund managed by Tamarack Capital Partners, headquartered in Portland, Oregon.",,,Tamarack Capital Partners,"WEB_MANAGER: https://pitchbook.com/profiles/advisor/11310-13 | Tamarack Mezzanine Partners Fund was a mezzanine fund managed by Tamarack Capital Partners, headquartered in Portland, Oregon."
Taurus Mining Finance Annex Fund,,,,,Taurus Funds Management Pty Ltd,"FAMILY Taurus Mining Finance: WEB_MANAGER: https://www.bloomberg.com/profile/company/0668465D:AU | Taurus Mining Finance Fund is a 2015-vintage metals and mining fund managed by Taurus Funds Management, an Australian fund manager specializing in small and micro-cap mining investments.  [AUTO: Taurus Funds Management Pty Ltd = Taurus Funds Management]"
Taurus Mining Finance Fund,,,,,Taurus Funds Management Pty Ltd,"FAMILY Taurus Mining Finance: WEB_MANAGER: https://www.bloomberg.com/profile/company/0668465D:AU | Taurus Mining Finance Fund is a 2015-vintage metals and mining fund managed by Taurus Funds Management, an Australian fund manager specializing in small and micro-cap mining investments.  [AUTO: Taurus Funds Management Pty Ltd = Taurus Funds Management]"
Taurus Mining Finance Fund II,,,,,Taurus Funds Management Pty Ltd,"FAMILY Taurus Mining Finance: WEB_MANAGER: https://www.bloomberg.com/profile/company/0668465D:AU | Taurus Mining Finance Fund is a 2015-vintage metals and mining fund managed by Taurus Funds Management, an Australian fund manager specializing in small and micro-cap mining investments.  [AUTO: Taurus Funds Management Pty Ltd = Taurus Funds Management]"
TEAKWOOD CAPITAL III (CO-INVESTMENT) LP,,,,,Teakwood Management LLC,"FAMILY TEAKWOOD CAPITAL: WEB_MANAGER: https://aum13f.com/firm/teakwood-management-llc | Teakwood Management LLC (SEC # 801-79756), based in Dallas, is the registered investment adviser to the Teakwood Capital fund series."
TEAKWOOD CAPITAL III LP,,,,,Teakwood Management LLC,"FAMILY TEAKWOOD CAPITAL: WEB_MANAGER: https://aum13f.com/firm/teakwood-management-llc | Teakwood Management LLC (SEC # 801-79756), based in Dallas, is the registered investment adviser to the Teakwood Capital fund series."
Teays River Investments,,,,,"Teays River Investments Management, LLC","WEB_MANAGER: https://www.teaysinvestments.com/ | Teays River Investments is a private equity firm investing across the agriculture and food value chain, operated through Teays River Investments Management, LLC.  [AUTO: identical]"
TechCore 2019,,,,,GI Partners,WEB_MANAGER: https://www.gipartners.com/real-estate/investment/techcore | GI Partners describes TechCore as its technology-advantaged core real estate investment vehicle.  [AUTO: identical]
"Tennenbaum Opportunities Fund V, LLC",,,,,"Tennenbaum Capital Partners, LLC","WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/0001377269/000114420411014267/v214176_ncsr.htm | SEC filing states Tennenbaum Capital Partners, LLC (TCP) serves as Investment Manager of Tennenbaum Opportunities Fund V.  [AUTO: identical]"
The Energy & Minerals Group Fund III,,,,,The Energy & Minerals Group,"WEB_MANAGER: https://www.pa.gov/content/dam/copapwp-pagov/en/psers/documents/board3/resolutions/2014/res16_tab11.pdf | PSERS board resolution names The Energy & Minerals Group Fund III, L.P. as managed by The Energy & Minerals Group.  [AUTO: identical]"
The Ohio Capital Fund LLC,Buckeye Venture Partners,"WEB_MANAGER: https://www.ohiocapitalfund.com/about/background | The Ohio Capital Fund is managed by Buckeye Venture Partners, wholly owned by Fort Washington Investment Advisors, Inc.","Buckeye Venture Partners, LLC","WEB_MANAGER: https://www.westernsouthern.com/-/media/files/fortwashington/ocf-2022-annual-report.pdf | OCF 2022 annual report: Buckeye Venture Partners, LLC is the sole manager of the OCF.""Buckeye Venture Partners, LLC","Buckeye Venture Partners, LLC","WEB_MANAGER: https://www.westernsouthern.com/-/media/files/fortwashington/ocf-2022-annual-report.pdf | OCF 2022 annual report: Buckeye Venture Partners, LLC is the sole manager of the OCF."
"The Resolute III Continuation Fund, L.P.",,,,,"The Jordan Company, L.P.","WEB_MANAGER: https://www.businesswire.com/news/home/20241001765764/en/TJC-Closes-Second-Continuation-Fund-of-$2.1-Billion-Led-by-AlpInvest | Business Wire reports the Resolute III continuation fund extends The Resolute Fund III, managed by The Jordan Company (TJC)."
"The Veritas Capital Fund V, L.P.",,,,,"Veritas Capital Fund Management, L.L.C.","FAMILY Veritas Capital: WEB_MANAGER: https://adviserinfo.sec.gov/firm/summary/157123 | Veritas Capital Fund Management, L.L.C. is the SEC-registered investment adviser to Veritas Capital's numbered private equity funds.  [AUTO: identical]"
"The Veritas Capital Fund VI, L.P.",,,,,"Veritas Capital Fund Management, L.L.C.","FAMILY Veritas Capital: WEB_MANAGER: https://adviserinfo.sec.gov/firm/summary/157123 | Veritas Capital Fund Management, L.L.C. is the SEC-registered investment adviser to Veritas Capital's numbered private equity funds.  [AUTO: identical]"
"The Veritas Capital Fund VII, L.P.",,,,,"Veritas Capital Fund Management, L.L.C.","FAMILY Veritas Capital: WEB_MANAGER: https://adviserinfo.sec.gov/firm/summary/157123 | Veritas Capital Fund Management, L.L.C. is the SEC-registered investment adviser to Veritas Capital's numbered private equity funds.  [AUTO: identical]"
"The Veritas Capital Fund VIII, L.P.",,,,,"Veritas Capital Fund Management, L.L.C.","FAMILY Veritas Capital: WEB_MANAGER: https://adviserinfo.sec.gov/firm/summary/157123 | Veritas Capital Fund Management, L.L.C. is the SEC-registered investment adviser to Veritas Capital's numbered private equity funds.  [AUTO: identical]"
"Thoma Bravo Explore Fund II-A, L.P.",,,,,"Thoma Bravo, L.P.","FAMILY Thoma Bravo: WEB_MANAGER: https://hedgefunddb.com/Home/FundDetails/801-73780/THOMA-BRAVO-LP | Thoma Bravo, L.P. serves as the general partner and fund manager for Thoma Bravo's numbered software-focused private equity funds.  [AUTO: Thoma Bravo, L.P. = Thoma Bravo]"
"Thoma Bravo Fund XII, L.P.",,,,,"Thoma Bravo, L.P.","FAMILY Thoma Bravo: WEB_MANAGER: https://hedgefunddb.com/Home/FundDetails/801-73780/THOMA-BRAVO-LP | Thoma Bravo, L.P. serves as the general partner and fund manager for Thoma Bravo's numbered software-focused private equity funds.  [AUTO: Thoma Bravo, L.P. = Thoma Bravo]"
"Thoma Bravo Fund XV-A, L.P.",,,,,"Thoma Bravo, L.P.","FAMILY Thoma Bravo: WEB_MANAGER: https://hedgefunddb.com/Home/FundDetails/801-73780/THOMA-BRAVO-LP | Thoma Bravo, L.P. serves as the general partner and fund manager for Thoma Bravo's numbered software-focused private equity funds.  [AUTO: Thoma Bravo, L.P. = Thoma Bravo]"
"Thomas H. Lee Equity Fund VII, L.P.",,,,,"Thomas H. Lee Partners, L.P.","FAMILY Thomas H. Lee: WEB_MANAGER: https://pitchbook.com/profiles/fund/16116-58F | Thomas H. Lee Equity Fund VIII is a buyout fund managed by Thomas H. Lee Partners, L.P., with THL Equity Advisors VIII, LLC as the fund's formal general partner.  [AUTO: identical]"
"Thomas H. Lee Equity Fund VIII, L.P.",,,,,"Thomas H. Lee Partners, L.P.","FAMILY Thomas H. Lee: WEB_MANAGER: https://pitchbook.com/profiles/fund/16116-58F | Thomas H. Lee Equity Fund VIII is a buyout fund managed by Thomas H. Lee Partners, L.P., with THL Equity Advisors VIII, LLC as the fund's formal general partner.  [AUTO: identical]"
"Thomas H. Lee Parallel (Cayman) Fund VII, L.P.",,,,,"Thomas H. Lee Partners, L.P.","FAMILY Thomas H. Lee: WEB_MANAGER: https://pitchbook.com/profiles/fund/16116-58F | Thomas H. Lee Equity Fund VIII is a buyout fund managed by Thomas H. Lee Partners, L.P., with THL Equity Advisors VIII, LLC as the fund's formal general partner.  [AUTO: identical]"
"Thomas H. Lee Parallel Fund VIII, L.P.",,,,,"Thomas H. Lee Partners, L.P.","FAMILY Thomas H. Lee: WEB_MANAGER: https://pitchbook.com/profiles/fund/16116-58F | Thomas H. Lee Equity Fund VIII is a buyout fund managed by Thomas H. Lee Partners, L.P., with THL Equity Advisors VIII, LLC as the fund's formal general partner.  [AUTO: identical]"
Tillridge Global Agribusiness Partners II,,,,,Tillridge Global Agribusiness Partners,"WEB_MANAGER: https://adviserinfo.sec.gov/firm/summary/284992 | SEC IAPD lists Tillridge Global Agribusiness Partners as the registered investment adviser, with Tillridge GAP II GP, LP as general partner of Fund II.  [AUTO: identical]"
Timber,,,,,,SOURCE_REVIEW: manager not printed in SRC058; manager field intentionally blank
"Timberline Annex Fund, L.P.",Timberline Venture Partners,"WEB_MANAGER: https://pitchbook.com/profiles/investor/11317-15 | Timberline Venture Partners was a venture capital firm based in Vancouver, Washington, founded in 1988, focused on Pacific Northwest early-stage investments.",,,Timberline Venture Partners,"FAMILY Timberline: WEB_MANAGER: https://pitchbook.com/profiles/investor/11317-15 | Timberline Venture Partners was a venture capital firm based in Vancouver, Washington, founded in 1988, focused on Pacific Northwest early-stage investments."
"Timberline Venture Partners, L.P.",Timberline Venture Partners,"WEB_MANAGER: https://pitchbook.com/profiles/investor/11317-15 | Timberline Venture Partners was a venture capital firm based in Vancouver, Washington, founded in 1988, focused on Pacific Northwest early-stage investments.",,,Timberline Venture Partners,"FAMILY Timberline: WEB_MANAGER: https://pitchbook.com/profiles/investor/11317-15 | Timberline Venture Partners was a venture capital firm based in Vancouver, Washington, founded in 1988, focused on Pacific Northwest early-stage investments."
"Tiverton AgriFinance II, L.P.",Tiverton,WEB_MANAGER: https://pitchbook.com/profiles/fund/16815-79F | Tiverton AgriFinance II is a 2021 vintage agriculture fund managed by Tiverton.,Tiverton Advisors LLC,"WEB_MANAGER: https://aum13f.com/fund/tiverton-agrifinance-ii-lp | Form ADV listing: Tiverton Agrifinance II LP lists firm Tiverton Advisors LLC.""""",Tiverton Advisors LLC,"WEB_MANAGER: https://aum13f.com/fund/tiverton-agrifinance-ii-lp | Form ADV listing: Tiverton Agrifinance II LP lists firm Tiverton Advisors LLC."""""
"TL Ventures VII, L.P.",TL Ventures,"WEB_MANAGER: https://pitchbook.com/profiles/fund/13456-90F | TL Ventures VII is a closed private equity fund managed by TL Ventures, which serves as the general partner.",,,TL Ventures,"WEB_MANAGER: https://pitchbook.com/profiles/fund/13456-90F | TL Ventures VII is a closed private equity fund managed by TL Ventures, which serves as the general partner."
"Tower Bridge Infrastructure Partners, L.P.",,,,,"Global Infrastructure Management, LLC","WEB_MANAGER: https://www.marketscreener.com/quote/stock/VANTAGE-TOWERS-AG-154508280/news/KKR-Co-Inc-along-with-Tower-Bridge-Infrastructure-Partners-LP-managed-by-Global-Infrastructure-M-47432518/ | Tower Bridge Infrastructure Partners LP is managed by Global Infrastructure Management, LLC (Global Infrastructure Partners)."
