fund_name_raw,standardized_fund_name,fund_family,fund_id,decision_status,seen_in_agents,source_files,a_count,b_count,merge_note
"IFM Global Infrastructure (U.S), L.P.","IFM Global Infrastructure (U.S), L.P.",,FUND_0638,decided,02-performance,SRC063,1,0,confirmed sole printed variant; (U.S) printed without the closing period
IIF Hedged LP,IIF Hedged LP,,FUND_0639,decided,02-performance,SRC063,2,0,confirmed sole printed variant
IL & FS India Realty Fund,IL & FS India Realty Fund,IL & FS,FUND_0640,decided,02-performance,SRC058,6,0,distinct: first fund not Fund II
IL & FS India Realty Fund II,IL & FS India Realty Fund II,IL & FS,FUND_0641,decided,02-performance,SRC058,6,0,distinct: Fund II not the first fund
IMI - Base,IMI - Base,,FUND_0642,decided,02-performance,SRC063,5,0,distinct: IMI account not the IMP account
IMP - Base,IMP - Base,,FUND_0643,decided,02-performance,SRC063,5,0,distinct: IMP account not the IMI account
IMP - DT 2012 and Beyond,IMP - DT 2012 and Beyond,,FUND_0644,decided,02-performance,SRC063,4,0,distinct: 2012 and beyond sleeve not IMP DT 2020
IMP - ICMI,IMP - ICMI,,FUND_0645,decided,02-performance,SRC063,3,0,distinct: separate IMP sleeve
IMP Abaca,IMP Abaca,,FUND_0646,decided,02-performance,SRC063,3,0,distinct: separate IMP sleeve
IMP DT 2020,IMP DT 2020,,FUND_0647,decided,02-performance,SRC063,2,0,distinct: 2020 sleeve not IMP - DT 2012 and Beyond
"IMP Fairmont Residential Owner, LLC","IMP Fairmont Residential Owner, LLC",,FUND_0648,decided,02-performance,SRC063,2,0,distinct: single property owner entity
"Incline Equity Partners III (PSERS), L.P.","Incline Equity Partners III (PSERS), L.P.",,FUND_0001,decided,A+B,SRC029,1,1,confirmed sole printed variant
Incubator Development Fund,Incubator Development Fund,,FUND_0144,decided,B,SRC040,0,1,confirmed sole printed variant
Insight Equity I LP,Insight Equity I LP,Insight Equity,FUND_0649,decided,06-statements-and-economics,SRC407,2,0,distinct: Insight Equity is not the Insight Partners series
Insight Equity II LP,Insight Equity II LP,Insight Equity,FUND_0650,decided,06-statements-and-economics,SRC407,2,0,distinct: Fund II not Fund I
"Insight Partners (Cayman) XII Buyout Annex Fund, L.P.","Insight Partners (Cayman) XII Buyout Annex Fund, L.P.",Insight Partners,FUND_0651,decided,06-statements-and-economics,SRC407,2,0,distinct: Cayman annex vehicle for Fund XII
"Insight Partners Continuation Fund (Cayman), L.P.","Insight Partners Continuation Fund (Cayman), L.P.",Insight Partners,FUND_0652,decided,06-statements-and-economics,SRC407,2,0,distinct: Cayman parallel of the continuation fund
"Insight Partners Continuation Fund, L.P.","Insight Partners Continuation Fund, L.P.",Insight Partners,FUND_0653,decided,06-statements-and-economics,SRC407,2,0,distinct: onshore continuation fund not the Cayman vehicle
"Insight Venture Partners (Cayman) IX, L.P.","Insight Venture Partners (Cayman) IX, L.P.",Insight Partners,FUND_0654,decided,06-statements-and-economics,SRC407,2,0,distinct: Cayman parallel of Fund IX
"Insight Venture Partners (Cayman) VIII, L.P.","Insight Venture Partners (Cayman) VIII, L.P.",Insight Partners,FUND_0655,decided,06-statements-and-economics,SRC407,2,0,distinct: Cayman parallel of Fund VIII
"Insight Venture Partners (Cayman) X, L.P.","Insight Venture Partners (Cayman) X, L.P.",Insight Partners,FUND_0656,decided,06-statements-and-economics,SRC407,2,0,distinct: Cayman parallel of Fund X
"Insight Venture Partners Coinvestment Fund (Delaware) III, L.P.","Insight Venture Partners Coinvestment Fund (Delaware) III, L.P.",Insight Partners,FUND_0657,decided,06-statements-and-economics,SRC407,2,0,distinct: Delaware parallel of Coinvestment Fund III
"Insight Venture Partners Coinvestment Fund II, L.P.","Insight Venture Partners Coinvestment Fund II, L.P.",Insight Partners,FUND_0658,decided,06-statements-and-economics,SRC407,2,0,distinct: Coinvestment Fund II not Fund III
"Insight Venture Partners Coinvestment Fund III, L.P.","Insight Venture Partners Coinvestment Fund III, L.P.",Insight Partners,FUND_0659,decided,06-statements-and-economics,SRC407,2,0,distinct: not the Delaware parallel of the same series number
"Insight Venture Partners Growth-Buyout Coinvestment Fund (Cayman), L.P.","Insight Venture Partners Growth-Buyout Coinvestment Fund (Cayman), L.P.",Insight Partners,FUND_0660,decided,06-statements-and-economics,SRC407,2,0,distinct: Cayman parallel of the growth-buyout coinvestment fund
"Insight Venture Partners Growth-Buyout Coinvestment Fund, L.P.","Insight Venture Partners Growth-Buyout Coinvestment Fund, L.P.",Insight Partners,FUND_0661,decided,06-statements-and-economics,SRC407,2,0,distinct: onshore vehicle not the Cayman parallel
"Insight Venture Partners IX, L.P.","Insight Venture Partners IX, L.P.",Insight Partners,FUND_0662,decided,06-statements-and-economics,SRC407,2,0,distinct: main Fund IX not the Cayman parallel
"Insight Venture Partners VII, L.P.","Insight Venture Partners VII, L.P.",Insight Partners,FUND_0663,decided,06-statements-and-economics,SRC407,2,0,distinct: Fund VII is its own series number
"Insight Venture Partners VIII (Co-Investors), L.P.","Insight Venture Partners VIII (Co-Investors), L.P.",Insight Partners,FUND_0664,decided,06-statements-and-economics,SRC407,2,0,distinct: co-investor sleeve of Fund VIII
"Insight Venture Partners VIII, L.P.","Insight Venture Partners VIII, L.P.",Insight Partners,FUND_0665,decided,06-statements-and-economics,SRC407,2,0,distinct: main Fund VIII not the co-investor or Cayman vehicle
"Institutional Logistics Partners, LLC","Institutional Logistics Partners, LLC",,FUND_0666,decided,02-performance,SRC063,5,0,confirmed sole printed variant
International Infrastructure Finance Company Fund,International Infrastructure Finance Company Fund,,FUND_0667,decided,02-performance,SRC060,6,0,confirmed sole printed variant
"Investcorp Aspen Offshore Fund, L.P.","Investcorp Aspen Offshore Fund, L.P.",,FUND_0668,decided,06-statements-and-economics,SRC407,2,0,confirmed sole printed variant
Investindustrial VII L.P.,Investindustrial VII L.P.,,FUND_0669,decided,06-statements-and-economics,SRC407,2,0,confirmed sole printed variant
"Ironsides Offshore Direct Investment Fund V, L.P.","Ironsides Offshore Direct Investment Fund V, L.P.",,FUND_0670,decided,06-statements-and-economics,SRC407,2,0,confirmed sole printed variant
Ivy Investment Vehicle LDC (SWPM),Ivy Investment Vehicle LDC (SWPM),,FUND_0671,decided,02-performance,SRC063,1,0,confirmed sole printed variant
"JEFFERSON PARTNERS FUND IV (PA), L.P.","JEFFERSON PARTNERS FUND IV (PA), L.P.",Jefferson Partners,FUND_0205,decided,A+B,SRC102,1,1,distinct: PA vehicle; upper case is the only printed spelling of it
"Jefferson Partners Fund IV, (U.S.), L.P.","Jefferson Partners Fund IV, (U.S.), L.P.",Jefferson Partners,FUND_0155,decided,A+B,SRC102,1,1,distinct: U.S. vehicle not the PA or main fund
"Jefferson Partners Fund IV, L.P.","Jefferson Partners Fund IV, L.P.",Jefferson Partners,FUND_0153,decided,A+B,SRC102,1,1,distinct: main Fund IV not the U.S. or PA vehicle
JER Real Estate Partners,JER Real Estate Partners,JER Real Estate Partners,FUND_0672,decided,02-performance,SRC058,6,0,distinct: first fund not Fund II
JER Real Estate Partners II,JER Real Estate Partners II,JER Real Estate Partners,FUND_0673,decided,02-performance,SRC058,6,0,distinct: Fund II not the first fund
JLL Income Property Trust,JLL Income Property Trust,,FUND_0674,decided,06-statements-and-economics,SRC132,22,0,distinct: unrelated to JLL Partners; shared initials only
"JLL Partners Fund VII Secondary (A), L.P.","JLL Partners Fund VII Secondary (A), L.P.",,FUND_0675,decided,06-statements-and-economics,SRC407,2,0,distinct: unrelated to JLL Income Property Trust; shared initials only
JP Morgan Strategic Property Fund,JP Morgan Strategic Property Fund,,FUND_0676,decided,02-performance,SRC058,6,0,merged with JPMCB Strategic Property Fund: same open-end vehicle
JPMCB Strategic Property Fund,JP Morgan Strategic Property Fund,,FUND_0676,decided,A+B,SRC137,1,1,merged: JPMCB is the bank abbreviation for the same Strategic Property Fund
JPMorgan US Government Money Market Fund,JPMorgan US Government Money Market Fund,,FUND_0677,decided,06-statements-and-economics,SRC407,2,0,distinct: money market fund not the Strategic Property Fund
"K1 Special Opportunities Fund, L.P.","K1 Special Opportunities Fund, L.P.",,FUND_0024,decided,A+B,SRC035,1,1,confirmed sole printed variant
"K4 Private Investors, L.P.","K4 Private Investors, L.P.",,FUND_0025,decided,A+B,SRC035,1,1,distinct: K4 not K5
"K5 Private Investors, L.P.","K5 Private Investors, L.P.",,FUND_0026,decided,A+B,SRC035,1,1,distinct: K5 not K4
"Kelso Investment Associates IX, L.P.","Kelso Investment Associates IX, L.P.",Kelso Investment Associates,FUND_0678,decided,06-statements-and-economics,SRC407,2,0,distinct: Fund IX not Fund VIII
"Kelso Investment Associates VIII, L.P.","Kelso Investment Associates VIII, L.P.",Kelso Investment Associates,FUND_0679,decided,06-statements-and-economics,SRC407,2,0,distinct: Fund VIII not Fund IX
"KeyStone Industrial Fund, LP","KeyStone Industrial Fund, LP",,FUND_0680,decided,02-performance,SRC058,6,0,confirmed sole printed variant
Khosla Ventures III,Khosla Ventures III,,FUND_0113,decided,A+B,SRC037,1,1,confirmed sole printed variant
"Kildare European Partners I, L.P.","Kildare European Partners I, L.P.",Kildare European Partners,FUND_0681,decided,04-quarterly-report,SRC457,16,0,distinct: Fund I not Fund II
"Kildare European Partners II, L.P.","Kildare European Partners II, L.P.",Kildare European Partners,FUND_0682,decided,04-quarterly-report,SRC457,15,0,distinct: Fund II not Fund I
KKR Americas Fund XII L.P.,KKR Americas Fund XII L.P.,KKR,FUND_0683,decided,06-statements-and-economics,SRC407,2,0,distinct: Americas Fund XII not the North America Fund XI
KKR Asian Fund II TE Blocker L.P.,KKR Asian Fund II TE Blocker L.P.,KKR,FUND_0684,decided,06-statements-and-economics,SRC407,2,0,distinct: tax-exempt blocker of the Asian Fund II
KKR European Fund V (USD) SCSp,KKR European Fund V (USD) SCSp,KKR,FUND_0685,decided,06-statements-and-economics,SRC407,2,0,distinct: European series vehicle
KKR North America Fund XI L.P.,KKR North America Fund XI L.P.,KKR,FUND_0686,decided,06-statements-and-economics,SRC407,2,0,distinct: North America Fund XI not the Americas Fund XII
"KTR Industrial Fund II, LP","KTR Industrial Fund II, LP",KTR Industrial Fund,FUND_0687,decided,02-performance,SRC058,6,0,distinct: Fund II not Fund III
KTR Industrial Fund III,KTR Industrial Fund III,KTR Industrial Fund,FUND_0688,decided,02-performance,SRC058,6,0,distinct: Fund III not Fund II
"L Catterton IX, L.P.","L Catterton IX, L.P.",,FUND_0689,decided,06-statements-and-economics,SRC407,2,0,confirmed sole printed variant
Land Management Company Resmark,Land Management Company Resmark,,FUND_0690,decided,02-performance,SRC063,3,0,confirmed sole printed variant
"Landmark Real Estate Partners VII, L.P.","Landmark Real Estate Partners VII, L.P.",,FUND_0691,decided,02-performance,SRC058,6,0,confirmed sole printed variant
LaSalle REIT,LaSalle REIT,,FUND_0692,decided,02-performance,SRC058,3,0,confirmed sole printed variant
"Latitude Management Real Estate Capital III, Inc.","Latitude Management Real Estate Capital III, Inc.",,FUND_0207,decided,A+B,SRC137,1,1,confirmed sole printed variant
LBA Core Industrial,LBA Core Industrial,LBA,FUND_0693,decided,02-performance,SRC058,4,0,distinct: core vehicle not a Logistics Value fund
LBA Logistics Value Fund IX,LBA Logistics Value Fund IX,LBA,FUND_0694,decided,02-performance,SRC058,6,0,distinct: Fund IX not Fund X
"LBA Logistics Value Fund X, LP","LBA Logistics Value Fund X, LP",LBA,FUND_0695,decided,02-performance,SRC058,3,0,distinct: Fund X not Fund IX
"LCCG Diversified Risk CMBS Fund II, LLC","LCCG Diversified Risk CMBS Fund II, LLC",LCCG,FUND_0208,decided,A+B,SRC137,1,1,distinct: diversified risk CMBS vehicle
"LCCG High Yield CMBS Fund III, LLC","LCCG High Yield CMBS Fund III, LLC",LCCG,FUND_0209,decided,A+B,SRC137,1,1,distinct: high yield CMBS vehicle
LCCG R E Special Situations Mortgage Fund,LCCG R E Special Situations Mortgage Fund,LCCG,FUND_0210,decided,A+B,SRC137,1,1,distinct: mortgage special situations vehicle
"Lee Equity Partners Fund II, L.P.","Lee Equity Partners Fund II, L.P.",,FUND_0696,decided,06-statements-and-economics,SRC407,2,0,confirmed sole printed variant
Legg Mason Real Estate Capital,Legg Mason Real Estate Capital,Legg Mason Real Estate Capital,FUND_0211,decided,A+B,SRC137,1,1,distinct: first fund not Fund II
Legg Mason Real Estate Capital II,Legg Mason Real Estate Capital II,Legg Mason Real Estate Capital,FUND_0212,decided,A+B,SRC137,1,1,distinct: Fund II not the first fund
"LEM Real Estate Mezzanine Fund II, L.P.","LEM Real Estate Mezzanine Fund II, L.P.",,FUND_0213,decided,A+B,SRC137,1,1,confirmed sole printed variant
"LF Strategic Realty Investors II, L.P.","LF Strategic Realty Investors II, L.P.",LF Strategic Realty Investors,FUND_0214,decided,A+B,SRC137,1,1,distinct: Fund II not the first fund
"LF Strategic Realty Investors, L.P.","LF Strategic Realty Investors, L.P.",LF Strategic Realty Investors,FUND_0215,decided,A+B,SRC137,1,1,distinct: first fund not Fund II
Life Science Investment Fund,Life Science Investment Fund,,FUND_0145,decided,B,SRC040,0,1,confirmed sole printed variant
"Lightspeed Venture Partners IX, L.P.","Lightspeed Venture Partners IX, L.P.",,FUND_0697,decided,06-statements-and-economics,SRC407,2,0,confirmed sole printed variant
Lime Rock Resources III,"Lime Rock Resources III, L.P.",,FUND_1040,decided,04-quarterly-report,SRC457,2,0,merged: short print of the same fund in the same source
"Lime Rock Resources III, L.P.","Lime Rock Resources III, L.P.",,FUND_1040,decided,04-quarterly-report,SRC457,13,0,merged: fullest printed form is the standard
Lincoln CIP Industrial Value Add,Lincoln CIP Industrial Value Add,,FUND_0699,decided,02-performance,SRC058,5,0,distinct: named Lincoln vehicle
Lincoln Holdings,Lincoln Holdings,,FUND_0700,decided,02-performance,SRC058,4,0,distinct: named Lincoln vehicle
Lincoln Non Mandate,Lincoln Non Mandate,,FUND_0701,decided,02-performance,SRC058,4,0,distinct: non mandate bucket reported separately
Lincoln Timber L.P.,Lincoln Timber L.P.,,FUND_0702,decided,02-performance,SRC063,5,0,distinct: timber vehicle in a different source from the SRC058 Lincoln rows
Lion Mexico Fund,Lion Mexico Fund,,FUND_0703,decided,02-performance,SRC058,6,0,distinct: unrelated to Lion/Simba Investors
"Lion/Simba Investors, L.P.","Lion/Simba Investors, L.P.",,FUND_0704,decided,06-statements-and-economics,SRC407,2,0,distinct: unrelated to Lion Mexico Fund
Lionstone CFO ONE,Lionstone CFO ONE,Lionstone,FUND_0705,decided,02-performance,SRC058,4,0,distinct: mandate row not the non mandate bucket
Lionstone CFO One Non Mandate,Lionstone CFO One Non Mandate,Lionstone,FUND_0706,decided,02-performance,SRC058,4,0,distinct: non mandate bucket reported separately
Lionstone Westloop,Lionstone Westloop,Lionstone,FUND_0707,decided,02-performance,SRC058,4,0,distinct: separate Lionstone vehicle
"Littlejohn Fund IV, L.P.","Littlejohn Fund IV, L.P.",Littlejohn,FUND_0708,decided,06-statements-and-economics,SRC407,2,0,distinct: Fund IV not Fund V
"Littlejohn Fund V, L.P.","Littlejohn Fund V, L.P.",Littlejohn,FUND_0709,decided,06-statements-and-economics,SRC407,2,0,distinct: Fund V not Fund IV
Lone Star Fund I,Lone Star Fund I,Lone Star,FUND_0710,decided,02-performance,SRC058,6,0,confirmed sole Lone Star vehicle in this range
Lone Star Fund II,Lone Star Fund II,Lone Star,FUND_0711,decided,02-performance,SRC058,6,0,distinct series vintage; no fuller printed form
Lone Star Fund III,Lone Star Fund III,Lone Star,FUND_0712,decided,02-performance,SRC058,6,0,distinct series vintage; no fuller printed form
Lone Star Fund IV,Lone Star Fund IV,Lone Star,FUND_0713,decided,02-performance,SRC058,6,0,distinct series vintage; no fuller printed form
Lone Star Fund IX,Lone Star Fund IX,Lone Star,FUND_0714,decided,02-performance,SRC058,6,0,distinct series vintage; no fuller printed form
Lone Star Fund V,Lone Star Fund V,Lone Star,FUND_0715,decided,02-performance,SRC058,6,0,distinct series vintage; no fuller printed form
Lone Star Fund VI,Lone Star Fund VI,Lone Star,FUND_0716,decided,02-performance,SRC058,6,0,distinct series vintage; no fuller printed form
Lone Star Fund VII,"Lone Star Fund VII (U.S.), L.P.",Lone Star,FUND_0718,decided,02-performance,SRC058,6,0,merged into the fuller printed U.S. L.P. form of Fund VII
"Lone Star Fund VII (U.S.), L.P.","Lone Star Fund VII (U.S.), L.P.",Lone Star,FUND_0718,decided,04-quarterly-report,SRC457,16,0,fullest printed form for Fund VII; absorbs the short variant
Lone Star Fund VIII,"Lone Star Fund VIII (U.S.), L.P.",Lone Star,FUND_0720,decided,02-performance,SRC058,6,0,merged into the fuller printed U.S. L.P. form of Fund VIII
"Lone Star Fund VIII (U.S.), L.P.","Lone Star Fund VIII (U.S.), L.P.",Lone Star,FUND_0720,decided,04-quarterly-report,SRC457,17,0,fullest printed form for Fund VIII; absorbs the short variant
"Lone Star Fund X (U.S.), L.P.","Lone Star Fund X (U.S.), L.P.",Lone Star,FUND_0721,decided,04-quarterly-report,SRC457,15,0,distinct series vintage; sole printed variant of Fund X
"Lone Star Fund XI (U.S.), L.P.","Lone Star Fund XI (U.S.), L.P.",Lone Star,FUND_0722,decided,04-quarterly-report,SRC457,3,0,fullest printed form for Fund XI; absorbs the shorter L.P. variant
"Lone Star Fund XI, L.P.","Lone Star Fund XI (U.S.), L.P.",Lone Star,FUND_0722,decided,04-quarterly-report,SRC457,11,0,same Fund XI printed without the U.S. designator in the same report
Lone Star Real Estate Fund,Lone Star Real Estate Fund,Lone Star,FUND_0724,decided,02-performance,SRC058,6,0,distinct from the numbered real estate funds and from Lone Star Fund II
Lone Star Real Estate Fund II,"Lone Star Real Estate Fund II (U.S.), L.P.",Lone Star,FUND_0726,decided,02-performance,SRC058,6,0,merged into the fuller printed U.S. L.P. form; not Lone Star Fund II
"Lone Star Real Estate Fund II (U.S.), L.P.","Lone Star Real Estate Fund II (U.S.), L.P.",Lone Star,FUND_0726,decided,04-quarterly-report,SRC457,17,0,fullest printed form for Real Estate Fund II; absorbs the short variant
Lone Star Real Estate Fund III,Lone Star Real Estate Fund III,Lone Star,FUND_0727,decided,02-performance,SRC058,6,0,distinct series vintage; no fuller printed form
Lone Star Real Estate Fund IV,Lone Star Real Estate Fund IV,Lone Star,FUND_0728,decided,02-performance,SRC058,6,0,distinct series vintage; no fuller printed form
Lone Star Real Estate Fund V,"Lone Star Real Estate Fund V (U.S.), L.P.",Lone Star,FUND_0730,decided,02-performance,SRC058,6,0,merged into the fuller printed U.S. L.P. form of Real Estate Fund V
"Lone Star Real Estate Fund V (U.S.), L.P.","Lone Star Real Estate Fund V (U.S.), L.P.",Lone Star,FUND_0730,decided,04-quarterly-report,SRC457,15,0,fullest printed form for Real Estate Fund V; absorbs the short variant
"Lone Star Real Estate Fund VI, L.P.","Lone Star Real Estate Fund VI, L.P.",Lone Star,FUND_0731,decided,04-quarterly-report,SRC457,12,0,distinct series vintage; sole printed variant of Real Estate Fund VI
"LORE One, L.P. (Core)","LORE One, L.P. (Core)",LORE One,FUND_0732,decided,02-performance,SRC058,4,0,distinct strategy sleeve from the Value Add sleeve
"LORE One, L.P. (Value Add)","LORE One, L.P. (Value Add)",LORE One,FUND_0733,decided,02-performance,SRC058,4,0,distinct strategy sleeve from the Core sleeve
Lovell Minnick Equity Partners III LP,Lovell Minnick Equity Partners III LP,,FUND_0734,decided,06-statements-and-economics,SRC407,2,0,sole printed variant; no sibling in range
LS Power Equity Partners III,LS Power Equity Partners III,LS Power,FUND_0735,decided,02-performance,SRC060,6,0,distinct series vintage
LS Power Equity Partners IV,LS Power Equity Partners IV,LS Power,FUND_0736,decided,02-performance,SRC060,6,0,distinct series vintage
Lubert-Adler Real Estate Fund II,Lubert-Adler Real Estate Fund II,Lubert-Adler,FUND_0216,decided,A+B,SRC137,1,1,distinct series vintage
Lubert-Adler Real Estate Fund III,Lubert-Adler Real Estate Fund III,Lubert-Adler,FUND_0217,decided,A+B,SRC137,1,1,distinct series vintage
Lubert-Adler Real Estate Fund IV,Lubert-Adler Real Estate Fund IV,Lubert-Adler,FUND_0218,decided,A+B,SRC137,1,1,distinct series vintage
Lubert-Adler Real Estate Fund V,Lubert-Adler Real Estate Fund V,Lubert-Adler,FUND_0219,decided,A+B,SRC137,1,1,distinct series vintage
Lubert-Adler Real Estate Fund VI,Lubert-Adler Real Estate Fund VI,Lubert-Adler,FUND_0220,decided,A+B,SRC137,1,1,distinct series vintage
"Lubert-Adler Real Estate Fund VII, L.P.","Lubert-Adler Real Estate Fund VII, L.P.",Lubert-Adler,FUND_0737,decided,05-fund-legal-docs,SRC607,3,0,distinct series vintage
Madison Dearborn Capital Partners VII,Madison Dearborn Capital Partners VII,Madison Dearborn,FUND_0738,decided,06-statements-and-economics,SRC407,2,0,distinct series vintage
"Madison Dearborn Capital Partners VIII-A, L.P.","Madison Dearborn Capital Partners VIII-A, L.P.",Madison Dearborn,FUND_0739,decided,06-statements-and-economics,SRC407,2,0,distinct series vintage; VIII-A is its own vehicle
Madison Marquette Retail Enhancement Fund LP,Madison Marquette Retail Enhancement Fund LP,,FUND_0221,decided,A+B,SRC137,1,1,distinct sponsor from Madison Dearborn and Madison Realty; shared word is not a family
"Madison Realty Capital Debt Fund III, LP","Madison Realty Capital Debt Fund III, LP",,FUND_0740,decided,02-performance,SRC058,6,0,distinct sponsor from Madison Dearborn and Madison Marquette; shared word is not a family
"Madrona Venture Fund III, L.P.","Madrona Venture Fund III, L.P.",,FUND_0027,decided,A+B,SRC035,1,1,sole printed variant; no sibling in range
Main Capital IX Feeder (A) C.V.,Main Capital IX Feeder (A) C.V.,,FUND_0741,decided,03-institutional-report,SRC216,1,0,distinct vehicle from Main Foundation III; stem too generic for a family
Main Foundation III Feeder (A) C.V.,Main Foundation III Feeder (A) C.V.,,FUND_0742,decided,03-institutional-report,SRC216,1,0,distinct vehicle from Main Capital IX; stem too generic for a family
"Marlin Equity III, L.P.","Marlin Equity III, L.P.",,FUND_0743,decided,06-statements-and-economics,SRC407,2,0,sole printed variant; no sibling in range
Maryland Technology Commercialization Fund,Maryland Technology Commercialization Fund,,FUND_0148,decided,B,SRC040,0,1,distinct vehicle from Maryland Venture Fund; geographic word is not a family
Maryland Venture Fund,Maryland Venture Fund,,FUND_0149,decided,B,SRC040,0,1,distinct vehicle from Maryland Technology Commercialization Fund; geographic word is not a family
"MDCP Insurance SPV, L.P.","MDCP Insurance SPV, L.P.",,FUND_0744,decided,06-statements-and-economics,SRC407,2,0,sole printed variant; abbreviation is not a printed family stem
Media Technology Ventures V,Media Technology Ventures V,,FUND_0114,decided,A+B,SRC037,1,1,sole printed variant; no sibling in range
"Merit Mezzanine Fund VI, L.P.","Merit Mezzanine Fund VI, L.P.",,FUND_0745,decided,06-statements-and-economics,SRC407,2,0,sole printed variant; distinct from the generic Mezzanine Fund row
"MGPA Asia Fund III, L.P.","MGPA Asia Fund III, L.P.",MGPA,FUND_0222,decided,A+B,SRC137,1,1,distinct regional fund from MGPA Europe Fund III
"MGPA Europe Fund III, L.P.","MGPA Europe Fund III, L.P.",MGPA,FUND_0223,decided,A+B,SRC137,1,1,distinct regional fund from MGPA Asia Fund III
Mid Europa Fund V LP,Mid Europa Fund V LP,,FUND_0746,decided,06-statements-and-economics,SRC407,2,0,sole printed variant; no sibling in range
"Milestone Partners II, L.P.","Milestone Partners II, L.P.",,FUND_0002,decided,A+B,SRC029,1,1,sole printed variant; no sibling in range
Montagu+ SCSp,Montagu+ SCSp,,FUND_0747,decided,06-statements-and-economics,SRC407,2,0,sole printed variant; no sibling in range
"Montlake Capital II, L.P.","Montlake Capital II, L.P.",,FUND_0028,decided,A+B,SRC035,1,1,sole printed variant; no sibling in range
Morgan Stanley Global REIT,Morgan Stanley Global REIT,Morgan Stanley,FUND_0748,decided,02-performance,SRC058,3,0,distinct vehicle from the real estate fund series
Morgan Stanley Prime Property Fund,Morgan Stanley Prime Property Fund,Morgan Stanley,FUND_0749,decided,02-performance,SRC058,6,0,distinct open-end vehicle from the real estate fund series
Morgan Stanley Real Estate Fund II,Morgan Stanley Real Estate Fund II,Morgan Stanley,FUND_0224,decided,A+B,SRC137,1,1,distinct series vintage
Morgan Stanley Real Estate Fund IV Spec Dom,Morgan Stanley Real Estate Fund IV Spec Dom,Morgan Stanley,FUND_0225,decided,A+B,SRC137,1,1,distinct sleeve of Fund IV from Spec Intl
Morgan Stanley Real Estate Fund IV Spec Intl,Morgan Stanley Real Estate Fund IV Spec Intl,Morgan Stanley,FUND_0226,decided,A+B,SRC137,1,1,distinct sleeve of Fund IV from Spec Dom
Morgan Stanley Real Estate Fund V Spec Intl,Morgan Stanley Real Estate Fund V Spec Intl,Morgan Stanley,FUND_0227,decided,A+B,SRC137,1,1,distinct sleeve of Fund V from the U.S. sleeve
Morgan Stanley Real Estate Fund V U.S.,Morgan Stanley Real Estate Fund V U.S.,Morgan Stanley,FUND_0228,decided,A+B,SRC137,1,1,distinct sleeve of Fund V from Spec Intl
Morgan Stanley Real Estate Fund VI Spec Intl,Morgan Stanley Real Estate Fund VI Spec Intl,Morgan Stanley,FUND_0229,decided,A+B,SRC137,1,1,distinct series vintage
"Morgan Stanley Real Estate Fund VII Global, L.P.","Morgan Stanley Real Estate Fund VII Global, L.P.",Morgan Stanley,FUND_0230,decided,A+B,SRC137,1,1,distinct series vintage
"MPE Partners II, L.P.","MPE Partners II, L.P.",,FUND_0750,decided,06-statements-and-economics,SRC407,1,0,sole printed variant; no sibling in range
"National Office Partners, LLC (CWP)","National Office Partners, LLC (CWP)",,FUND_0751,decided,02-performance,SRC063,1,0,sole printed variant; joint venture entity with no sibling in range
NB Credit Opportunities II Cayman Feeder LP,NB Credit Opportunities II Cayman Feeder LP,,FUND_0753,decided,06-statements-and-economics,SRC407,2,0,sole printed variant; abbreviation is not a printed family stem
"NB SPV, L.P.","NB SPV, L.P.",,FUND_0754,decided,06-statements-and-economics,SRC407,2,0,sole printed variant; abbreviation is not a printed family stem
"NCT Ventures Fund I, L.P.","NCT Ventures Fund I, L.P.",NCT Ventures,FUND_0096,decided,A+B,SRC036,1,1,distinct series vintage
"NCT Ventures Fund II, L.P.","NCT Ventures Fund II, L.P.",NCT Ventures,FUND_0097,decided,A+B,SRC036,1,1,distinct series vintage
NCV SELECT I LP,NCV SELECT I LP,,FUND_0755,decided,03-institutional-report,SRC356,1,0,sole printed variant; no sibling in range
"Neptune Regional Transmission System, LLC","Neptune Regional Transmission System, LLC",,FUND_0756,decided,02-performance,SRC063,5,0,sole printed variant; asset holding company with no sibling in range
"New Capital Partners Private Equity Fund II, L.P.","New Capital Partners Private Equity Fund II, L.P.",,FUND_0757,decided,06-statements-and-economics,SRC407,1,0,sole printed variant; no sibling in range
"New Enterprise Associates 12, Limited Partnership","New Enterprise Associates 12, Limited Partnership",New Enterprise Associates,FUND_0758,decided,06-statements-and-economics,SRC407,2,0,distinct series vintage from fund 13
New Enterprise Associates 13,New Enterprise Associates 13,New Enterprise Associates,FUND_0115,decided,A+B,SRC037,1,1,distinct series vintage from fund 12
NEW HORIZONS EL PASO LP,NEW HORIZONS EL PASO LP,,FUND_0759,decided,03-institutional-report,SRC356,1,0,sole printed variant; case preserved as printed
"New Mountain Partners III, L.P.","New Mountain Partners III, L.P.",New Mountain,FUND_0761,decided,06-statements-and-economics,SRC407,2,0,distinct series vintage
"New Mountain Partners IV, L.P.","New Mountain Partners IV, L.P.",New Mountain,FUND_0003,decided,A+B,SRC029,1,1,distinct series vintage
"New Mountain Partners V, L.P.","New Mountain Partners V, L.P.",New Mountain,FUND_0762,decided,06-statements-and-economics,SRC407,2,0,distinct series vintage
