lookup_key,lookup_kind,member_count,member_funds,a_manager_name,a_source,b_manager_name,b_source,final_manager_name,final_source
PENNYBACKER IV LP,fund,1,PENNYBACKER IV LP,"Pennybacker Capital Management, LLC","WEB_MANAGER: https://www.pennybackercap.com | Pennybacker Capital Management, LLC lists Pennybacker IV, LP among the real estate funds accessible through its investor portal.",Pennybacker Capital,"WEB_MANAGER: https://pitchbook.com/profiles/fund/15762-88F | Pennybacker IV is a 2016 vintage real estate value-added fund managed by Pennybacker Capital, an Austin, TX real assets investment manager.","Pennybacker Capital Management, LLC","WEB_MANAGER: https://www.pennybackercap.com | Pennybacker Capital Management, LLC lists Pennybacker IV, LP among the real estate funds accessible through its investor portal.  [AUTO: Pennybacker Capital Management, LLC = Pennybacker Capital]"
PEP DEVELOPMENT OPPORTUNITIES FUND LP,fund,1,PEP DEVELOPMENT OPPORTUNITIES FUND LP,Pickering Energy Partners LP,WEB_MANAGER: https://aum13f.com/firm/pickering-energy-partners-lp | Pickering Energy Partners LP lists PEP Development Opportunities Fund II among its AUM PE filings; PitchBook lists PEP Development Opportunities Fund as managed by Pickering Energy Partners.,Pickering Energy Partners,WEB_MANAGER: https://www.pickeringenergypartners.com/expertise/private-equity | PEP Development Opportunities Fund LP is a Pickering Energy Partners fund focused on drilling and development capital opportunities in oil and gas.,Pickering Energy Partners LP,WEB_MANAGER: https://aum13f.com/firm/pickering-energy-partners-lp | Pickering Energy Partners LP lists PEP Development Opportunities Fund II among its AUM PE filings; PitchBook lists PEP Development Opportunities Fund as managed by Pickering Energy Partners.  [AUTO: Pickering Energy Partners LP = Pickering Energy Partners]
PEP VIII Antares Co-Investment L.P.,fund,1,PEP VIII Antares Co-Investment L.P.,Providence Equity Partners LLC,WEB_MANAGER: https://aum13f.com/fund/pep-viii-antares-co-investment-lp | Public filings of PEP VIII Antares Co-Investment LP raised by Providence Equity Partners LLC.,Providence Equity Partners L.L.C.,"WEB_MANAGER: https://www.ftc.gov/legal-library/browse/early-termination-notices/20181787 | FTC early termination notice for PEP VIII Antares Co-Investment L.P.; NEW Asurion Corporation, an acquisition by Providence Equity Partners Fund VIII.",Providence Equity Partners L.L.C.,"WEB_MANAGER: https://www.ftc.gov/legal-library/browse/early-termination-notices/20181787 | FTC early termination notice for PEP VIII Antares Co-Investment L.P.; NEW Asurion Corporation, an acquisition by Providence Equity Partners Fund VIII.  [AUTO: Providence Equity Partners LLC = Providence Equity Partners L.L.C.]"
PMI Tactical,fund,1,PMI Tactical,Pacific Urban Residential,"WEB_MANAGER: https://www.calpers.ca.gov/sites/default/files/spf/docs/board-agendas/202009/invest/item05d-01_a.pdf | CalPERS Real Assets commitment ledger lists ""Pacific Urban Residential - PMI Tactical"" as a private-placement commitment line.",Pacific Urban Residential,WEB_MANAGER: https://www.calpers.ca.gov/sites/default/files/spf/docs/board-agendas/202009/invest/item05d-01_a.pdf | CalPERS additional commitment ledger lists 'Pacific Urban Residential - PMI Tactical' $42.00 Oct-2018 under Real Assets.,Pacific Urban Residential,"WEB_MANAGER: https://www.calpers.ca.gov/sites/default/files/spf/docs/board-agendas/202009/invest/item05d-01_a.pdf | CalPERS Real Assets commitment ledger lists ""Pacific Urban Residential - PMI Tactical"" as a private-placement commitment line.  [AUTO: identical]"
"PRIMA Mortgage Investment Trust, LLC",fund,1,"PRIMA Mortgage Investment Trust, LLC",Prima Capital Advisors LLC,"WEB_MANAGER: https://www.prnewswire.com/news-releases/blue-owl-capital-completes-acquisition-of-prima-capital-advisors-302166215.html | Prima, founded in 1992 by Gregory White, is a real estate lender managing commercial mortgage investment vehicles on behalf of institutional investors, and was acquired by Blue Owl Capital in 2024.",Prima Capital Advisors,"WEB_MANAGER: https://hedgefunddb.com/Home/FundDetails/801-61688/PRIMA-CAPITAL-ADVISORS-LLC | Prima Mortgage Investment Trust, LLC (PMIT) is a private fund advised by Prima Capital Advisors.",Prima Capital Advisors LLC,"WEB_MANAGER: https://www.prnewswire.com/news-releases/blue-owl-capital-completes-acquisition-of-prima-capital-advisors-302166215.html | Prima, founded in 1992 by Gregory White, is a real estate lender managing commercial mortgage investment vehicles on behalf of institutional investors, and was acquired by Blue Owl Capital in 2024.  [AUTO: Prima Capital Advisors LLC = Prima Capital Advisors]"
PRISA,fund,1,PRISA,,,,,PGIM Real Estate,WEB_MANAGER: https://www.pgim.com/content/dam/pgim/us/en/pgim-real-estate/active/documents/disclosures/PRISA-Fund-Manager-LLC-Form-21-3-2025.pdf | PRISA Fund Manager LLC is the sole general partner of PRISA LP; PRISA is a real estate core plus fund managed by PGIM Real Estate.
"PRO SPV, LP",fund,1,"PRO SPV, LP",,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found
PSERS Short-Term Investment Fund,fund,1,PSERS Short-Term Investment Fund,,WEB_MANAGER: no public manager match found | appears to be PSERS' own internally managed short-term cash/liquidity fund rather than a third-party managed vehicle; no external GP or adviser found.,,"WEB_MANAGER: no public manager match found | not a third-party fund, PSERS' own internal short-term cash vehicle",,"WEB_MANAGER: no public manager match found | PSERS-managed internal cash/liquidity fund, not a third-party managed vehicle; no external GP or adviser"
"PT2-A, L.P.",fund,1,"PT2-A, L.P.",,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found
"PTEV-A, L.P.",fund,1,"PTEV-A, L.P.",,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found
"Pacific Multifamily Investors, LLC",fund,1,"Pacific Multifamily Investors, LLC",Pacific Urban Residential,"WEB_MANAGER: https://www.calpers.ca.gov/sites/default/files/spf/docs/board-agendas/202009/invest/item05d-01_a.pdf | CalPERS Real Assets commitment ledger lists ""Pacific Urban Residential - Pacific Multifamily Investors, LLC"" as a private-placement commitment line.",Pacific Urban Residential,"WEB_MANAGER: https://www.calpers.ca.gov/documents/201909-invest-item06d-01-a/download | CalPERS commitment ledger lists 'Pacific Urban Residential - Pacific Multifamily Investors, LLC' as a Real Assets commitment.",Pacific Urban Residential,"WEB_MANAGER: https://www.calpers.ca.gov/sites/default/files/spf/docs/board-agendas/202009/invest/item05d-01_a.pdf | CalPERS Real Assets commitment ledger lists ""Pacific Urban Residential - Pacific Multifamily Investors, LLC"" as a private-placement commitment line.  [AUTO: identical]"
Pacific Realty,fund,1,Pacific Realty,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found
Page Mill,fund,1,Page Mill,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found
"Paladin III (HR), L.P.",fund,1,"Paladin III (HR), L.P.",Paladin Capital Management LLC,WEB_MANAGER: https://aum13f.com/firm/paladin-capital-management-llc | Paladin Capital Management LLC's tracked funds include Paladin III HR LP; Paladin III is Paladin's third homeland-security-focused fund per Private Equity International.,"Paladin Capital Management, LLC","WEB_MANAGER: https://privatefunddata.com/private-funds/paladin-capital-partners-fund-lp/ | Paladin III HR LP is listed among the private funds managed by Paladin Capital Management, LLC.","Paladin Capital Management, LLC","WEB_MANAGER: https://privatefunddata.com/private-funds/paladin-capital-partners-fund-lp/ | Paladin III HR LP is listed among the private funds managed by Paladin Capital Management, LLC.  [AUTO: Paladin Capital Management LLC = Paladin Capital Management, LLC]"
"Paladin Realty Latin America Investors III, L.P.",fund,1,"Paladin Realty Latin America Investors III, L.P.",,,,,"Paladin Realty Partners, LLC","WEB_MANAGER: https://paladinrealty.com/investments/latin-america-housing-commercial/ | Paladin Realty Latin America Investors III is a real estate opportunistic fund managed by Paladin Realty Partners, LLC."
"Pamlico Capital III Continuation Fund, L.P.",fund,1,"Pamlico Capital III Continuation Fund, L.P.",Pamlico Capital,WEB_MANAGER: https://www.pamlicocapital.com/news/pamlico-capital-closes-650-million-pamlico-capital-iii-lp | Pamlico Capital closed Fund III at $650 million; Pamlico Capital III is the firm's first fund raised after its spin-out from Wells Fargo.,Pamlico Capital,"WEB_MANAGER: https://www.pamlicocapital.com/news/pamlico-capital-closes-650-million-pamlico-capital-iii-lp | Pamlico Capital is the general partner of the Pamlico Capital III fund family, including its continuation vehicle.",Pamlico Capital,WEB_MANAGER: https://www.pamlicocapital.com/news/pamlico-capital-closes-650-million-pamlico-capital-iii-lp | Pamlico Capital closed Fund III at $650 million; Pamlico Capital III is the firm's first fund raised after its spin-out from Wells Fargo.  [AUTO: identical]
"Parthenon Investors III, L.P.",fund,1,"Parthenon Investors III, L.P.",Parthenon Capital Partners,WEB_MANAGER: https://pitchbook.com/profiles/fund/10925-29F | Parthenon Investors III is a 2005 vintage buyout fund managed by Parthenon Capital Partners.,Parthenon Capital,"WEB_MANAGER: https://www.parthenoncapital.com/news/parthenon-capital-announces-refinancing-of-amwins-and-close-of-fund-iii | A portion of Parthenon Capital's AmWINS investment was made out of Parthenon Investors III, LP, its third investment fund, which held a final closing on May 30, 2007.",Parthenon Capital Partners,WEB_MANAGER: https://pitchbook.com/profiles/fund/10925-29F | Parthenon Investors III is a 2005 vintage buyout fund managed by Parthenon Capital Partners.  [AUTO: Parthenon Capital Partners = Parthenon Capital]
Peabody Global Real Estate Partners,fund,1,Peabody Global Real Estate Partners,O'Connor Capital Partners,"WEB_MANAGER: https://oconnorcp.com/who-we-are | O'Connor partnered with J.P. Morgan Chase & Co. in the joint sponsorship and management of four real estate private equity funds, including Peabody Global Real Estate Partners.",O'Connor Capital Partners,WEB_MANAGER: https://oconnorcp.com/who-we-are | O'Connor partnered with J.P. Morgan Chase & Co. in the joint sponsorship and management of Peabody International Real Estate Partners and Peabody Global Real Estate Partners.,O'Connor Capital Partners,"WEB_MANAGER: https://oconnorcp.com/who-we-are | O'Connor partnered with J.P. Morgan Chase & Co. in the joint sponsorship and management of four real estate private equity funds, including Peabody Global Real Estate Partners.  [AUTO: identical]"
"Pegasus WSJLL Fund, L.P.",fund,1,"Pegasus WSJLL Fund, L.P.",Water Street Healthcare Partners,WEB_MANAGER: https://pitchbook.com/profiles/fund/20363-50F | Pegasus WSJLL Fund is managed by Water Street Healthcare Partners.,,WEB_MANAGER: no public manager match found,Water Street Healthcare Partners,WEB_MANAGER: https://pitchbook.com/profiles/fund/20363-50F | Pegasus WSJLL Fund is managed by Water Street Healthcare Partners.  [AUTO: one-sided]
Permira IV Feeder L.P.,fund,1,Permira IV Feeder L.P.,Permira,WEB_MANAGER: https://pitchbook.com/profiles/fund/25413-76F | Permira IV Feeder is a buyout fund managed by Permira.,Permira,"WEB_MANAGER: https://www.privateequityinternational.com/institution-profiles/permira-advisers.html | Permira Advisers is the adviser to the Permira buyout fund series, which includes Permira IV.",Permira,WEB_MANAGER: https://pitchbook.com/profiles/fund/25413-76F | Permira IV Feeder is a buyout fund managed by Permira.  [AUTO: identical]
Pioneer Square Ventures Fund II,fund,1,Pioneer Square Ventures Fund II,,,,,PSL Ventures,WEB_MANAGER: https://pitchbook.com/profiles/fund/18382-87F | PitchBook: Pioneer Square Ventures Fund II is a 2021 vintage early-stage venture capital fund managed by PSL Ventures.
"Pivotal Investments Partners Fund I, L.P.",fund,1,"Pivotal Investments Partners Fund I, L.P.",,,,,Pivotal Investments,WEB_MANAGER: https://pitchbook.com/profiles/fund/13309-03F | PitchBook: Pivotal Investments I was an early-stage venture capital fund managed by Pivotal Investments.
Platinum Equity Capital Partners II,fund,1,Platinum Equity Capital Partners II,Platinum Equity,"WEB_MANAGER: https://en.wikipedia.org/wiki/Platinum_Equity | Platinum Equity manages four private equity fund vehicles, including Platinum Equity Capital Partners II, which closed in September 2008 raising $2.75 billion.",Platinum Equity,"WEB_MANAGER: https://en.wikipedia.org/wiki/Platinum_Equity | The firm manages private equity fund vehicles including Platinum Equity Capital Partners II, which closed in September 2008 at $2.75 billion.",Platinum Equity,"WEB_MANAGER: https://en.wikipedia.org/wiki/Platinum_Equity | Platinum Equity manages four private equity fund vehicles, including Platinum Equity Capital Partners II, which closed in September 2008 raising $2.75 billion.  [AUTO: identical]"
PreSeed Fund,fund,1,PreSeed Fund,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found
Presima Global REIT,fund,1,Presima Global REIT,Presima Inc.,"WEB_MANAGER: https://presima.com/about-us | Presima is a specialist asset manager focused on global real estate securities, offering global REIT strategies including a Global Real Estate Concentrated Collective Fund.",Presima,"WEB_MANAGER: https://www.businesswire.com/news/home/20220511005852/en/Slate-Asset-Management-to-Acquire-Presima-a-%241.1-Billion-Montreal-Based-Specialist-Investment-Manager-Focused-on-Global-Real-Estate-Securities | Presima is a specialist asset manager focused on global real estate securities, including global REIT strategies.",Presima Inc.,"WEB_MANAGER: https://presima.com/about-us | Presima is a specialist asset manager focused on global real estate securities, offering global REIT strategies including a Global Real Estate Concentrated Collective Fund.  [AUTO: Presima Inc. = Presima]"
Prime Property Fund LLC,fund,1,Prime Property Fund LLC,,,,,Morgan Stanley Real Estate Investing,WEB_MANAGER: https://pitchbook.com/profiles/fund/12636-01F | PitchBook: Morgan Stanley Real Estate Prime Property Fund is co-managed by Morgan Stanley Real Estate Investing and Morgan Stanley.
"Primus Capital Fund VI, L.P.",fund,1,"Primus Capital Fund VI, L.P.",,,,,Primus Capital Partners,"WEB_MANAGER: https://www.crunchbase.com/organization/primus-capital-partners | Primus Capital Partners is the operating entity managing the Primus Capital Fund series, founded in 1983."
"QCA First Fund III, LLC",fund,1,"QCA First Fund III, LLC",,,,,Queen City Angels,"WEB_MANAGER: https://www.ohiocapitalfund.com/investments | The Ohio Capital Fund portfolio includes underlying funds managed by the following venture capital firms. Lists QCA First Fund III, LLC."
QL Capital Partners,fund,1,QL Capital Partners,Quantum Capital Group,WEB_MANAGER: https://pitchbook.com/profiles/fund/16639-93F | QL Capital Partner Fund is a 2021 vintage infrastructure opportunistic fund managed by Quantum Capital Group (Houston).,Quantum Capital Group,"WEB_MANAGER: https://www.citybiz.co/article/246469/quantum-energy-partners-expands-senior-leadership-team | QL Capital Partners ('QLCP') is Quantum's credit and structured capital platform, led within Quantum Energy Partners / Quantum Capital Group.",Quantum Capital Group,WEB_MANAGER: https://pitchbook.com/profiles/fund/16639-93F | QL Capital Partner Fund is a 2021 vintage infrastructure opportunistic fund managed by Quantum Capital Group (Houston).  [AUTO: identical]
QLCP Co-Investment Fund,fund,1,QLCP Co-Investment Fund,Quantum Capital Group,WEB_MANAGER: https://pitchbook.com/profiles/fund/16640-11F | QLCP Co-Investment Fund is an infrastructure value added fund managed by Quantum Capital Group (Houston).,Quantum Capital Group,WEB_MANAGER: https://www.citybiz.co/article/246469/quantum-energy-partners-expands-senior-leadership-team | QLCP is Quantum's credit and structured capital platform ('QL Capital Partners'); QLCP co-investment vehicles sit alongside the main QLCP fund under the same manager.,Quantum Capital Group,WEB_MANAGER: https://pitchbook.com/profiles/fund/16640-11F | QLCP Co-Investment Fund is an infrastructure value added fund managed by Quantum Capital Group (Houston).  [AUTO: identical]
RC III CKE LLC,fund,1,RC III CKE LLC,Roark Capital Group,"WEB_MANAGER: https://www.roarkcapital.com/portfolio | Roark's portfolio lists CKE Restaurants (owner of Carl's Jr and Hardee's) as a Roark Capital investment; SEC filings show ""RC III CKE LLC"" alongside Roark Capital Partners III, L.P. as a private-fund holding line.",Roark Capital,"WEB_MANAGER: https://www.prnewswire.com/news-releases/roark-capital-group-closes-acquisition-of-cke-restaurants-marks-17th-restaurant-investment-237300851.html | Roark Capital Group, an Atlanta-based private equity firm, announced that an affiliate acquired a majority stake in CKE Inc., owner of Carl's Jr. and Hardee's.",Roark Capital Group,"WEB_MANAGER: https://www.roarkcapital.com/portfolio | Roark's portfolio lists CKE Restaurants (owner of Carl's Jr and Hardee's) as a Roark Capital investment; SEC filings show ""RC III CKE LLC"" alongside Roark Capital Partners III, L.P. as a private-fund holding line.  [AUTO: Roark Capital Group = Roark Capital]"
RCF V Annex Fund L.P.,fund,1,RCF V Annex Fund L.P.,Resource Capital Funds,"WEB_MANAGER: https://www.newswire.ca/news-releases/resource-capital-fund-v-l-p-sells-interest-in-noront-resources-ltd--864349958.html | Resource Capital Fund V L.P. (""RCF V"") and its affiliate RCF V Annex Fund L.P. jointly held and disposed of the Noront position, and Resource Capital Funds is named as the manager/advisor of the RCF fund family.",Resource Capital Funds,"WEB_MANAGER: https://resourcecapitalfunds.com | Resource Capital Funds (RCF) manages the Resource Capital Fund series, including annex vehicles tied to Resource Capital Fund V.",Resource Capital Funds,"WEB_MANAGER: https://www.newswire.ca/news-releases/resource-capital-fund-v-l-p-sells-interest-in-noront-resources-ltd--864349958.html | Resource Capital Fund V L.P. (""RCF V"") and its affiliate RCF V Annex Fund L.P. jointly held and disposed of the Noront position, and Resource Capital Funds is named as the manager/advisor of the RCF fund family.  [AUTO: identical]"
ROX II MED CENTER LP,fund,1,ROX II MED CENTER LP,The Roxborough Group LLC,"WEB_MANAGER: https://aum13f.com/firm/the-roxborough-group-llc | The Roxborough Group LLC's tracked funds list ""ROX II MED Center LP"" (2021-03-26) with The Roxborough Group as General Partner.",,WEB_MANAGER: no public manager match found,The Roxborough Group LLC,"WEB_MANAGER: https://aum13f.com/firm/the-roxborough-group-llc | The Roxborough Group LLC's tracked funds list ""ROX II MED Center LP"" (2021-03-26) with The Roxborough Group as General Partner.  [AUTO: one-sided]"
"Radius Venture Partners (Ohio) III, QP, L.P.",fund,1,"Radius Venture Partners (Ohio) III, QP, L.P.",,,,,Radius Ventures,WEB_MANAGER: https://www.ohiocapitalfund.com/investments | The Ohio Capital Fund portfolio includes underlying funds managed by the following venture capital firms. Lists Radius Ventures III.
Regency Core,fund,1,Regency Core,"Regency Centers, L.P.","WEB_MANAGER: https://www.pionline.com/searches-and-hires/oregon-investment-council-allocates-150-million-retail-properties | Regency is one of the Oregon Investment Council's top real estate managers, managing core real estate on behalf of OPERF through a separate-account joint venture with Regency Centers.",,WEB_MANAGER: no public manager match found,"Regency Centers, L.P.","WEB_MANAGER: https://www.pionline.com/searches-and-hires/oregon-investment-council-allocates-150-million-retail-properties | Regency is one of the Oregon Investment Council's top real estate managers, managing core real estate on behalf of OPERF through a separate-account joint venture with Regency Centers.  [AUTO: one-sided]"
Regency II,fund,1,Regency II,"Regency Centers, L.P.","WEB_MANAGER: https://www.pionline.com/searches-and-hires/oregon-investment-council-allocates-150-million-retail-properties | Regency is one of the Oregon Investment Council's top real estate managers, managing core real estate on behalf of OPERF through a separate-account joint venture with Regency Centers.",,WEB_MANAGER: no public manager match found,"Regency Centers, L.P.","WEB_MANAGER: https://www.pionline.com/searches-and-hires/oregon-investment-council-allocates-150-million-retail-properties | Regency is one of the Oregon Investment Council's top real estate managers, managing core real estate on behalf of OPERF through a separate-account joint venture with Regency Centers.  [AUTO: one-sided]"
Reservoir Resource Partners,fund,1,Reservoir Resource Partners,Reservoir Capital Group,"WEB_MANAGER: https://reservoircap.com/guest/about-us.html | Reservoir's fund lineage lists the Reservoir Resource Partners Fund, a natural resources and power focused vehicle with PE structure, launched by Reservoir Capital Group.",Reservoir Capital Group,"WEB_MANAGER: https://reservoircap.com/guest/about-us.html | Reservoir Capital Group's history lists the Reservoir Resource Partners Fund, a natural resources and power focused fund with PE structure.",Reservoir Capital Group,"WEB_MANAGER: https://reservoircap.com/guest/about-us.html | Reservoir's fund lineage lists the Reservoir Resource Partners Fund, a natural resources and power focused vehicle with PE structure, launched by Reservoir Capital Group.  [AUTO: identical]"
"Reservoir Venture Partners II, L.P.",fund,1,"Reservoir Venture Partners II, L.P.",,,,,Reservoir Venture Partners,"WEB_MANAGER: https://www.manta.com/d/mmg3qfb/reservoir-venture-partners | Reservoir Venture Partners was founded in 2001, an Ohio-based (Columbus) private equity firm targeting early-stage information technology companies."
Resource Capital Fund V L.P.,fund,1,Resource Capital Fund V L.P.,Resource Capital Funds,"WEB_MANAGER: https://www.globenewswire.com/news-release/2022/06/15/2463534/0/en/Resource-Capital-Fund-V-L-P-Sells-Interest-in-Buffalo-Coal-Corp.html | Resource Capital Fund V L.P. (""RCF V"") is a Cayman Islands exempt limited partnership and a private investment fund managed by Resource Capital Funds.",Resource Capital Funds,WEB_MANAGER: https://resourcecapitalfunds.com | Resource Capital Funds (RCF) is a private equity firm investing in mining companies and manages the Resource Capital Fund series.,Resource Capital Funds,"WEB_MANAGER: https://www.globenewswire.com/news-release/2022/06/15/2463534/0/en/Resource-Capital-Fund-V-L-P-Sells-Interest-in-Buffalo-Coal-Corp.html | Resource Capital Fund V L.P. (""RCF V"") is a Cayman Islands exempt limited partnership and a private investment fund managed by Resource Capital Funds.  [AUTO: identical]"
Rethink Impact Fund II,fund,1,Rethink Impact Fund II,,,,,Rethink Impact,"WEB_MANAGER: https://rethink-capital.com/news/rethink-impact-raises-largest-u-s-based-impact-investing-fund-with-gender-lens-overlay/ | Jenny Abramson is Founder and Managing Partner of Rethink Impact, the venture platform that closed Fund II."
"River Cities Capital Fund IV, L.P.",fund,1,"River Cities Capital Fund IV, L.P.",,,,,River Cities Capital,WEB_MANAGER: https://rccf.com/river-cities-capital | River Cities Capital (RC Capital) lists River Cities Capital Fund IV in its family of funds.
Rural Pre-Seed Investment Fund,fund,1,Rural Pre-Seed Investment Fund,,,,,Maryland Technology Development Corporation,WEB_MANAGER: https://dlslibrary.state.md.us/publications/TEDCO/EC10-415(b)_2024(Q1.2).pdf | TEDCO's Pre-Seed Rural Business Innovation Initiative Fund supports technology-based companies in rural areas of Maryland.
SANTÉ HEALTH VENTURES II LP,fund,1,SANTÉ HEALTH VENTURES II LP,Santé Ventures,"WEB_MANAGER: https://www.linkedin.com/company/sante-ventures | SANTÉ's company page lists ""Sante Health Ventures II LP"" among its funds, based in Austin, Texas; Santé Ventures is a specialized healthcare and life sciences investment firm founded in 2006.",Santé Ventures,"WEB_MANAGER: https://www.linkedin.com/company/sante-ventures | Santé Health Ventures II LP is listed alongside Santé, a healthcare and life sciences venture capital firm founded in 2006 managing five funds.",Santé Ventures,"WEB_MANAGER: https://www.linkedin.com/company/sante-ventures | SANTÉ's company page lists ""Sante Health Ventures II LP"" among its funds, based in Austin, Texas; Santé Ventures is a specialized healthcare and life sciences investment firm founded in 2006.  [AUTO: identical]"
SDL Hospitality Co-Invest Fund,fund,1,SDL Hospitality Co-Invest Fund,Starwood Capital Group,"WEB_MANAGER: https://www.starwoodcapital.com/business/ | Starwood Capital Group is named as manager of the SDL Hospitality Co-Invest Fund, a real estate opportunistic vehicle.",Starwood Capital Group,WEB_MANAGER: https://pitchbook.com/profiles/fund/13055-32F | PitchBook lists SDL Hospitality Co-Invest Fund as managed by Starwood Capital Group.,Starwood Capital Group,"WEB_MANAGER: https://www.starwoodcapital.com/business/ | Starwood Capital Group is named as manager of the SDL Hospitality Co-Invest Fund, a real estate opportunistic vehicle.  [AUTO: identical]"
SERVE OPPORTUNITIES FUND I LP,fund,1,SERVE OPPORTUNITIES FUND I LP,"Serve Capital Partners, LLC",WEB_MANAGER: https://pitchbook.com/profiles/fund/16934-77F | PitchBook lists Serve Opportunities Fund I as a 2019 vintage buyout fund managed by Serve Capital Partners.,Serve Capital Partners,WEB_MANAGER: https://www.servecapitalpartners.com/ | Serve Capital Partners is the lower middle-market private equity firm behind Serve Opportunities Fund I.,"Serve Capital Partners, LLC","WEB_MANAGER: https://pitchbook.com/profiles/fund/16934-77F | PitchBook lists Serve Opportunities Fund I as a 2019 vintage buyout fund managed by Serve Capital Partners.  [AUTO: Serve Capital Partners, LLC = Serve Capital Partners]"
"SH Group I, LP",fund,1,"SH Group I, LP",,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found
"SL SPV-2, L.P.",fund,1,"SL SPV-2, L.P.","Silver Lake Group, L.L.C.","WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1571996/000157199620000034/exhibit49q1fy21.htm | SEC exhibit shows SL SPV-2, L.P.'s general partner chain is ultimately controlled by Silver Lake Group, L.L.C.","Silver Lake Group, L.L.C.","WEB_MANAGER: https://investors.delltechnologies.com/static-files/935de4aa-ec3e-4ece-95c0-7157720a719a | SEC Form 4 shows SL SPV-2, L.P. is controlled by GP SLTA SPV-2, L.P., whose managing member is Silver Lake Group, L.L.C.","Silver Lake Group, L.L.C.","WEB_MANAGER: https://www.sec.gov/Archives/edgar/data/1571996/000157199620000034/exhibit49q1fy21.htm | SEC exhibit shows SL SPV-2, L.P.'s general partner chain is ultimately controlled by Silver Lake Group, L.L.C.  [AUTO: identical]"
SV Fund IV,fund,1,SV Fund IV,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found
SailingStone Global Natural Resources Portfolio,fund,1,SailingStone Global Natural Resources Portfolio,SailingStone Capital Partners LLC,WEB_MANAGER: https://sailingstonecapital.com/about.html | SailingStone Capital Partners LLC is an investment advisory firm focused exclusively on the global natural resources sector.,SailingStone Capital Partners LLC,WEB_MANAGER: https://sailingstonecapital.com/about.html | SailingStone Capital Partners LLC is the boutique investment manager running the SailingStone global natural resources strategy.,SailingStone Capital Partners LLC,WEB_MANAGER: https://sailingstonecapital.com/about.html | SailingStone Capital Partners LLC is an investment advisory firm focused exclusively on the global natural resources sector.  [AUTO: identical]
"Saw Mill Capital Partners, L.P.",fund,1,"Saw Mill Capital Partners, L.P.",Saw Mill Capital LLC,WEB_MANAGER: https://www.sawmillcapital.com/about/ | Saw Mill Capital Partners is an affiliated private equity investment fund managed by Saw Mill Capital LLC.,Saw Mill Capital LLC,WEB_MANAGER: https://9atuat.azurewebsites.net/Adviser/801-73432 | SEC investment adviser record lists Saw Mill Capital LLC as the registered adviser behind the Saw Mill Capital Partners funds.,Saw Mill Capital LLC,WEB_MANAGER: https://www.sawmillcapital.com/about/ | Saw Mill Capital Partners is an affiliated private equity investment fund managed by Saw Mill Capital LLC.  [AUTO: identical]
Seed Fund,fund,1,Seed Fund,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found
"Seidler Equity Partners IV, L.P.",fund,1,"Seidler Equity Partners IV, L.P.",Seidler Equity Partners,"WEB_MANAGER: https://adviserinfo.sec.gov/firm/summary/156909 | SEC IAPD lists Seidler Equity Partners as the registered investment adviser tied to Seidler Equity Partners IV, L.P.",Seidler Kutsenda Management Company LLC,"WEB_MANAGER: https://aum13f.com/fund/seidler-equity-partners-iv-lp | Seidler Equity Partners IV LP is raised by Seidler Kutsenda Management Company LLC, the general partner and investment manager.",Seidler Kutsenda Management Company LLC,"WEB_MANAGER: https://aum13f.com/fund/seidler-equity-partners-iv-lp | Seidler Equity Partners IV LP is raised by Seidler Kutsenda Management Company LLC, the general partner and investment manager."
"Senior Housing Partnership Fund IV, L.P.",fund,1,"Senior Housing Partnership Fund IV, L.P.",PGIM Real Estate,WEB_MANAGER: https://pitchbook.com/profiles/fund/13161-34F | PitchBook lists Senior Housing Partnership Fund IV LP as a real estate value-add fund managed by PGIM Real Estate.,PGIM Real Estate,WEB_MANAGER: https://aum13f.com/fund/senior-housing-partnership-fund-iv-lp | AUM13F lists Senior Housing Partnership Fund IV LP as the Prudential Senior Housing Partners IV vehicle managed by PGIM Real Estate.,PGIM Real Estate,WEB_MANAGER: https://pitchbook.com/profiles/fund/13161-34F | PitchBook lists Senior Housing Partnership Fund IV LP as a real estate value-add fund managed by PGIM Real Estate.  [AUTO: identical]
Sierra Nevada Investment Partners LP,fund,1,Sierra Nevada Investment Partners LP,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found,,WEB_MANAGER: no public manager match found
