instrument_id,target_id,instrument_kind,security_title_raw,security_type_raw,currency,seniority,secured_status,stated_rate,rate_type,rate_basis_raw,spread_bps,maturity_date_raw,maturity_date,identifier_type,identifier_value,instrument_status,classification_confidence,classification_confidence_basis,classification_confidence_reason,provenance_type,synthetic_parameter_set_id,record_status
NORM_INSTR_SYNTH_000689_01,TARGET_COMPANY_SYNTH_000689_01,OTHER_EQUITY,Synthetic Instrument 000689-01,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000689_02,TARGET_COMPANY_SYNTH_000689_02,OTHER_EQUITY,Synthetic Instrument 000689-02,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000689_03,TARGET_COMPANY_SYNTH_000689_03,LOAN,Synthetic Instrument 000689-03,Unitranche,USD,,,0.11451133,,,450,2029-12-31,2029-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000689_04,TARGET_COMPANY_SYNTH_000689_04,LOAN,Synthetic Instrument 000689-04,Unitranche,USD,,,0.12058749,,,600,2027-12-31,2027-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000689_05,TARGET_COMPANY_SYNTH_000689_05,PREFERRED_EQUITY,Synthetic Instrument 000689-05,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000689_06,TARGET_COMPANY_SYNTH_000689_06,LOAN,Synthetic Instrument 000689-06,Senior Debt,USD,,,0.11552654,,,550,2030-12-31,2030-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000690_01,TARGET_COMPANY_SYNTH_000690_01,LOAN,Synthetic Instrument 000690-01,Unitranche,EUR,,,0.12247576,,,350,2027-12-31,2027-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000690_02,TARGET_COMPANY_SYNTH_000690_02,LOAN,Synthetic Instrument 000690-02,Unitranche,EUR,,,0.09010313,,,400,2028-12-31,2028-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000690_03,TARGET_COMPANY_SYNTH_000690_03,PREFERRED_EQUITY,Synthetic Instrument 000690-03,Preferred Equity,EUR,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000691_01,TARGET_COMPANY_SYNTH_000691_01,LOAN,Synthetic Instrument 000691-01,Senior Debt,CAD,,,0.10851686,,,475,2018-12-31,2018-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000691_02,TARGET_COMPANY_SYNTH_000691_02,LOAN,Synthetic Instrument 000691-02,Senior Debt,CAD,,,0.11845461,,,450,2019-12-31,2019-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000691_03,TARGET_COMPANY_SYNTH_000691_03,LOAN,Synthetic Instrument 000691-03,Unitranche,CAD,,,0.11095347,,,750,2023-12-31,2023-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000691_04,TARGET_COMPANY_SYNTH_000691_04,LOAN,Synthetic Instrument 000691-04,Senior Debt,CAD,,,0.08975293,,,450,2021-12-31,2021-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000691_05,TARGET_COMPANY_SYNTH_000691_05,LOAN,Synthetic Instrument 000691-05,Unitranche,CAD,,,0.08502817,,,425,2023-12-31,2023-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000691_06,TARGET_COMPANY_SYNTH_000691_06,LOAN,Synthetic Instrument 000691-06,Unitranche,CAD,,,0.07971619,,,525,2024-12-31,2024-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000691_07,TARGET_COMPANY_SYNTH_000691_07,OTHER_EQUITY,Synthetic Instrument 000691-07,Equity,CAD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000691_08,TARGET_COMPANY_SYNTH_000691_08,LOAN,Synthetic Instrument 000691-08,Senior Debt,CAD,,,0.10065052,,,575,2025-12-31,2025-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000692_01,TARGET_COMPANY_SYNTH_000692_01,OTHER_EQUITY,Synthetic Instrument 000692-01,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000692_02,TARGET_COMPANY_SYNTH_000692_02,LOAN,Synthetic Instrument 000692-02,Unitranche,USD,,,0.10246759,,,700,2026-12-31,2026-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000692_03,TARGET_COMPANY_SYNTH_000692_03,OTHER_EQUITY,Synthetic Instrument 000692-03,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000692_04,TARGET_COMPANY_SYNTH_000692_04,LOAN,Synthetic Instrument 000692-04,Unitranche,USD,,,0.08024027,,,475,2027-12-31,2027-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000692_05,TARGET_COMPANY_SYNTH_000692_05,LOAN,Synthetic Instrument 000692-05,Unitranche,USD,,,0.09760755,,,450,2028-12-31,2028-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000693_01,TARGET_COMPANY_SYNTH_000693_01,LOAN,Synthetic Instrument 000693-01,Senior Debt,GBP,,,0.08577577,,,700,2023-12-31,2023-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000693_02,TARGET_COMPANY_SYNTH_000693_02,OTHER_EQUITY,Synthetic Instrument 000693-02,Equity,GBP,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000693_03,TARGET_COMPANY_SYNTH_000693_03,PREFERRED_EQUITY,Synthetic Instrument 000693-03,Preferred Equity,GBP,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000693_04,TARGET_COMPANY_SYNTH_000693_04,LOAN,Synthetic Instrument 000693-04,Senior Debt,GBP,,,0.10722834,,,700,2025-12-31,2025-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000694_01,TARGET_COMPANY_SYNTH_000694_01,LOAN,Synthetic Instrument 000694-01,Unitranche,USD,,,0.10727823,,,600,2016-12-31,2016-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000694_02,TARGET_COMPANY_SYNTH_000694_02,PREFERRED_EQUITY,Synthetic Instrument 000694-02,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000694_03,TARGET_COMPANY_SYNTH_000694_03,OTHER_EQUITY,Synthetic Instrument 000694-03,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000694_04,TARGET_COMPANY_SYNTH_000694_04,LOAN,Synthetic Instrument 000694-04,Senior Debt,USD,,,0.12345641,,,400,2019-12-31,2019-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000694_05,TARGET_COMPANY_SYNTH_000694_05,OTHER_EQUITY,Synthetic Instrument 000694-05,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000694_06,TARGET_COMPANY_SYNTH_000694_06,PREFERRED_EQUITY,Synthetic Instrument 000694-06,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000695_01,TARGET_COMPANY_SYNTH_000695_01,OTHER_EQUITY,Synthetic Instrument 000695-01,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000695_02,TARGET_COMPANY_SYNTH_000695_02,LOAN,Synthetic Instrument 000695-02,Unitranche,USD,,,0.12342612,,,600,2022-12-31,2022-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000695_03,TARGET_COMPANY_SYNTH_000695_03,LOAN,Synthetic Instrument 000695-03,Senior Debt,USD,,,0.10056488,,,450,2024-12-31,2024-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000695_04,TARGET_COMPANY_SYNTH_000695_04,OTHER_EQUITY,Synthetic Instrument 000695-04,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000695_05,TARGET_COMPANY_SYNTH_000695_05,LOAN,Synthetic Instrument 000695-05,Senior Debt,USD,,,0.08988004,,,675,2023-12-31,2023-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000695_06,TARGET_COMPANY_SYNTH_000695_06,OTHER_EQUITY,Synthetic Instrument 000695-06,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000695_07,TARGET_COMPANY_SYNTH_000695_07,OTHER_EQUITY,Synthetic Instrument 000695-07,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000695_08,TARGET_COMPANY_SYNTH_000695_08,LOAN,Synthetic Instrument 000695-08,Senior Debt,USD,,,0.09400867,,,750,2025-12-31,2025-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000696_01,TARGET_COMPANY_SYNTH_000696_01,LOAN,Synthetic Instrument 000696-01,Senior Debt,USD,,,0.11074363,,,525,2028-12-31,2028-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000696_02,TARGET_COMPANY_SYNTH_000696_02,OTHER_EQUITY,Synthetic Instrument 000696-02,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000696_03,TARGET_COMPANY_SYNTH_000696_03,OTHER_EQUITY,Synthetic Instrument 000696-03,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000697_01,TARGET_COMPANY_SYNTH_000697_01,OTHER_EQUITY,Synthetic Instrument 000697-01,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000697_02,TARGET_COMPANY_SYNTH_000697_02,LOAN,Synthetic Instrument 000697-02,Senior Debt,USD,,,0.10211156,,,400,2021-12-31,2021-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000697_03,TARGET_COMPANY_SYNTH_000697_03,LOAN,Synthetic Instrument 000697-03,Senior Debt,USD,,,0.12041858,,,350,2023-12-31,2023-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000697_04,TARGET_COMPANY_SYNTH_000697_04,LOAN,Synthetic Instrument 000697-04,Unitranche,USD,,,0.09567514,,,475,2021-12-31,2021-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000697_05,TARGET_COMPANY_SYNTH_000697_05,OTHER_EQUITY,Synthetic Instrument 000697-05,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000697_06,TARGET_COMPANY_SYNTH_000697_06,LOAN,Synthetic Instrument 000697-06,Senior Debt,USD,,,0.10246438,,,550,2026-12-31,2026-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000698_01,TARGET_COMPANY_SYNTH_000698_01,LOAN,Synthetic Instrument 000698-01,Unitranche,EUR,,,0.10025384,,,400,2022-12-31,2022-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000698_02,TARGET_COMPANY_SYNTH_000698_02,PREFERRED_EQUITY,Synthetic Instrument 000698-02,Preferred Equity,EUR,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000698_03,TARGET_COMPANY_SYNTH_000698_03,LOAN,Synthetic Instrument 000698-03,Unitranche,EUR,,,0.09779587,,,550,2028-12-31,2028-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000699_01,TARGET_COMPANY_SYNTH_000699_01,PREFERRED_EQUITY,Synthetic Instrument 000699-01,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000699_02,TARGET_COMPANY_SYNTH_000699_02,LOAN,Synthetic Instrument 000699-02,Senior Debt,USD,,,0.07892361,,,425,2018-12-31,2018-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000699_03,TARGET_COMPANY_SYNTH_000699_03,PREFERRED_EQUITY,Synthetic Instrument 000699-03,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000699_04,TARGET_COMPANY_SYNTH_000699_04,LOAN,Synthetic Instrument 000699-04,Unitranche,USD,,,0.07913510,,,425,2021-12-31,2021-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000699_05,TARGET_COMPANY_SYNTH_000699_05,OTHER_EQUITY,Synthetic Instrument 000699-05,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000699_06,TARGET_COMPANY_SYNTH_000699_06,LOAN,Synthetic Instrument 000699-06,Senior Debt,USD,,,0.10533372,,,675,2024-12-31,2024-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000700_01,TARGET_COMPANY_SYNTH_000700_01,OTHER_EQUITY,Synthetic Instrument 000700-01,Equity,GBP,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000700_02,TARGET_COMPANY_SYNTH_000700_02,PREFERRED_EQUITY,Synthetic Instrument 000700-02,Preferred Equity,GBP,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000700_03,TARGET_COMPANY_SYNTH_000700_03,PREFERRED_EQUITY,Synthetic Instrument 000700-03,Preferred Equity,GBP,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000700_04,TARGET_COMPANY_SYNTH_000700_04,PREFERRED_EQUITY,Synthetic Instrument 000700-04,Preferred Equity,GBP,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000700_05,TARGET_COMPANY_SYNTH_000700_05,PREFERRED_EQUITY,Synthetic Instrument 000700-05,Preferred Equity,GBP,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000700_06,TARGET_COMPANY_SYNTH_000700_06,OTHER_EQUITY,Synthetic Instrument 000700-06,Equity,GBP,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000700_07,TARGET_COMPANY_SYNTH_000700_07,LOAN,Synthetic Instrument 000700-07,Unitranche,GBP,,,0.10965119,,,625,2025-12-31,2025-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000701_01,TARGET_COMPANY_SYNTH_000701_01,PREFERRED_EQUITY,Synthetic Instrument 000701-01,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000701_02,TARGET_COMPANY_SYNTH_000701_02,LOAN,Synthetic Instrument 000701-02,Senior Debt,USD,,,0.07206312,,,675,2026-12-31,2026-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000701_03,TARGET_COMPANY_SYNTH_000701_03,PREFERRED_EQUITY,Synthetic Instrument 000701-03,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000701_04,TARGET_COMPANY_SYNTH_000701_04,LOAN,Synthetic Instrument 000701-04,Senior Debt,USD,,,0.08570745,,,650,2027-12-31,2027-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000701_05,TARGET_COMPANY_SYNTH_000701_05,PREFERRED_EQUITY,Synthetic Instrument 000701-05,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000702_01,TARGET_COMPANY_SYNTH_000702_01,OTHER_EQUITY,Synthetic Instrument 000702-01,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000702_02,TARGET_COMPANY_SYNTH_000702_02,PREFERRED_EQUITY,Synthetic Instrument 000702-02,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000702_03,TARGET_COMPANY_SYNTH_000702_03,LOAN,Synthetic Instrument 000702-03,Senior Debt,USD,,,0.12595315,,,575,2023-12-31,2023-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000702_04,TARGET_COMPANY_SYNTH_000702_04,LOAN,Synthetic Instrument 000702-04,Senior Debt,USD,,,0.11376990,,,675,2022-12-31,2022-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000702_05,TARGET_COMPANY_SYNTH_000702_05,OTHER_EQUITY,Synthetic Instrument 000702-05,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000702_06,TARGET_COMPANY_SYNTH_000702_06,PREFERRED_EQUITY,Synthetic Instrument 000702-06,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000702_07,TARGET_COMPANY_SYNTH_000702_07,OTHER_EQUITY,Synthetic Instrument 000702-07,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000702_08,TARGET_COMPANY_SYNTH_000702_08,LOAN,Synthetic Instrument 000702-08,Senior Debt,USD,,,0.07543109,,,375,2026-12-31,2026-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000703_01,TARGET_COMPANY_SYNTH_000703_01,OTHER_EQUITY,Synthetic Instrument 000703-01,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000703_02,TARGET_COMPANY_SYNTH_000703_02,LOAN,Synthetic Instrument 000703-02,Senior Debt,USD,,,0.07428949,,,575,2026-12-31,2026-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000703_03,TARGET_COMPANY_SYNTH_000703_03,LOAN,Synthetic Instrument 000703-03,Senior Debt,USD,,,0.08372109,,,500,2029-12-31,2029-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000704_01,TARGET_COMPANY_SYNTH_000704_01,LOAN,Synthetic Instrument 000704-01,Senior Debt,USD,,,0.11181132,,,625,2021-12-31,2021-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000704_02,TARGET_COMPANY_SYNTH_000704_02,LOAN,Synthetic Instrument 000704-02,Senior Debt,USD,,,0.09219631,,,575,2023-12-31,2023-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000704_03,TARGET_COMPANY_SYNTH_000704_03,LOAN,Synthetic Instrument 000704-03,Senior Debt,USD,,,0.08092563,,,550,2024-12-31,2024-12-31,,,ACTIVE,HIGH,generated security_type,Senior Debt,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000704_04,TARGET_COMPANY_SYNTH_000704_04,LOAN,Synthetic Instrument 000704-04,Unitranche,USD,,,0.12867834,,,675,2025-12-31,2025-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000704_05,TARGET_COMPANY_SYNTH_000704_05,LOAN,Synthetic Instrument 000704-05,Unitranche,USD,,,0.09989655,,,575,2026-12-31,2026-12-31,,,ACTIVE,HIGH,generated security_type,Unitranche,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000704_06,TARGET_COMPANY_SYNTH_000704_06,OTHER_EQUITY,Synthetic Instrument 000704-06,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000705_01,TARGET_COMPANY_SYNTH_000705_01,PREFERRED_EQUITY,Synthetic Instrument 000705-01,Preferred Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Preferred Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
NORM_INSTR_SYNTH_000705_02,TARGET_COMPANY_SYNTH_000705_02,OTHER_EQUITY,Synthetic Instrument 000705-02,Equity,USD,,,,,,,,,,,ACTIVE,HIGH,generated security_type,Equity,SYNTHETIC,SYNTH_ASSUMED_DEMO_V1,ACTIVE
