entity_level,entity_id,strategy,dimension,supported_fields,required_fields,coverage,supported_field_names,missing_field_names,status,population
manager_strategy,MANAGER_SYNTH_00099|buyout,buyout,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00099|growth,growth,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00099|growth,growth,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00099|growth,growth,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00099|real_estate,real_estate,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00099|real_estate,real_estate,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00099|real_estate,real_estate,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00099|venture,venture,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00099|venture,venture,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00099|venture,venture,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00100|buyout,buyout,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00100|buyout,buyout,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00100|buyout,buyout,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00100|infrastructure,infrastructure,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00100|infrastructure,infrastructure,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00100|infrastructure,infrastructure,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00100|real_estate,real_estate,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00100|real_estate,real_estate,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00100|real_estate,real_estate,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00101|buyout,buyout,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00101|buyout,buyout,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00101|buyout,buyout,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00101|real_estate,real_estate,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00101|real_estate,real_estate,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00101|real_estate,real_estate,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00102|buyout,buyout,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00102|buyout,buyout,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00102|buyout,buyout,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00102|growth,growth,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00102|growth,growth,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00102|growth,growth,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00102|private_credit,private_credit,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00102|private_credit,private_credit,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00102|private_credit,private_credit,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00103|fund_of_funds,fund_of_funds,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00103|fund_of_funds,fund_of_funds,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00103|fund_of_funds,fund_of_funds,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00103|real_estate,real_estate,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00103|real_estate,real_estate,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00103|real_estate,real_estate,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00104|growth,growth,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00104|growth,growth,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00104|growth,growth,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00104|infrastructure,infrastructure,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00104|infrastructure,infrastructure,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00104|infrastructure,infrastructure,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00104|real_estate,real_estate,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00104|real_estate,real_estate,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00104|real_estate,real_estate,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00104|venture,venture,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00104|venture,venture,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00104|venture,venture,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00105|buyout,buyout,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00105|buyout,buyout,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00105|buyout,buyout,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00105|fund_of_funds,fund_of_funds,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00105|fund_of_funds,fund_of_funds,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00105|fund_of_funds,fund_of_funds,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00105|growth,growth,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00105|growth,growth,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00105|growth,growth,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00105|infrastructure,infrastructure,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00105|infrastructure,infrastructure,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00105|infrastructure,infrastructure,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00106|fund_of_funds,fund_of_funds,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00106|fund_of_funds,fund_of_funds,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00106|fund_of_funds,fund_of_funds,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00106|growth,growth,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00106|growth,growth,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00106|growth,growth,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00106|infrastructure,infrastructure,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00106|infrastructure,infrastructure,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00106|infrastructure,infrastructure,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00106|venture,venture,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00106|venture,venture,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00106|venture,venture,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00107|fund_of_funds,fund_of_funds,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00107|fund_of_funds,fund_of_funds,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00107|fund_of_funds,fund_of_funds,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00107|growth,growth,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00107|growth,growth,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00107|growth,growth,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00107|private_credit,private_credit,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00107|private_credit,private_credit,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00107|private_credit,private_credit,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00107|secondaries,secondaries,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00107|secondaries,secondaries,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00107|secondaries,secondaries,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00108|fund_of_funds,fund_of_funds,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00108|fund_of_funds,fund_of_funds,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00108|fund_of_funds,fund_of_funds,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00108|real_estate,real_estate,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00108|real_estate,real_estate,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00108|real_estate,real_estate,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00108|secondaries,secondaries,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00108|secondaries,secondaries,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00108|secondaries,secondaries,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00108|venture,venture,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00108|venture,venture,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00108|venture,venture,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00109|growth,growth,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00109|growth,growth,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00109|growth,growth,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00109|private_credit,private_credit,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00109|private_credit,private_credit,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00109|private_credit,private_credit,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00109|secondaries,secondaries,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00109|secondaries,secondaries,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00109|secondaries,secondaries,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00109|venture,venture,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00109|venture,venture,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00109|venture,venture,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00110|buyout,buyout,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00110|buyout,buyout,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00110|buyout,buyout,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00110|private_credit,private_credit,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00110|private_credit,private_credit,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00110|private_credit,private_credit,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00110|secondaries,secondaries,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00110|secondaries,secondaries,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00110|secondaries,secondaries,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00110|venture,venture,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00110|venture,venture,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00110|venture,venture,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00111|fund_of_funds,fund_of_funds,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00111|fund_of_funds,fund_of_funds,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00111|fund_of_funds,fund_of_funds,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00111|secondaries,secondaries,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00111|secondaries,secondaries,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00111|secondaries,secondaries,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00112|buyout,buyout,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00112|buyout,buyout,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00112|buyout,buyout,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00112|growth,growth,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00112|growth,growth,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00112|growth,growth,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00112|real_estate,real_estate,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00112|real_estate,real_estate,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00112|real_estate,real_estate,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00112|venture,venture,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00112|venture,venture,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00112|venture,venture,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00113|buyout,buyout,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00113|buyout,buyout,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00113|buyout,buyout,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00113|growth,growth,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00113|growth,growth,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00113|growth,growth,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00113|secondaries,secondaries,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00113|secondaries,secondaries,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00113|secondaries,secondaries,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00114|buyout,buyout,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00114|buyout,buyout,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00114|buyout,buyout,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00114|growth,growth,consistency,4,4,1.0,"[""eligible_score_funds"",""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",[],READY,fixture
manager_strategy,MANAGER_SYNTH_00114|growth,growth,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00114|growth,growth,alignment_governance,0,2,0.0,[],"[""gp_commitment_pct"",""governance_flag""]",UNKNOWN,fixture
manager_strategy,MANAGER_SYNTH_00115|buyout,buyout,consistency,1,4,0.25,"[""eligible_score_funds""]","[""worst_fund_score"",""fund_score_iqr"",""score_above_50_rate""]",PARTIAL,fixture
manager_strategy,MANAGER_SYNTH_00115|buyout,buyout,team_strategy,0,2,0.0,[],"[""team_continuity"",""strategy_flag""]",UNKNOWN,fixture
